RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,173,61
CO1 Control 5-4 34,157,37
CO1 Control 5-4 41,243,43
nCO1 Lithium 5-4 32,104,10
AO1 Control 5-4 25,170,18
nCO1 Lithium 5-4 46,213,97
CO1 Control 5-4 14,192,73
nCO1 Control 5-4 8,235,77
AO1 Lithium 5-4 40,92,9
nCO1 Lithium 5-4 19,238,50
ACO1 Lithium 5-4 14,80,0
ACO1 Control 5-4 33,199,0
AO1 Control 5-4 7,204,15
AO1 Lithium 5-4 14,128,4
ACO1 Lithium 5-4 9,184,31
ACO1 Control 5-4 36,251,36
ACO1 Control 5-4 40,117,0
CO1 Control 5-4 45,186,81
CO1 Lithium 5-4 50,204,54
AO1 Control 5-4 27,111,3
ACO1 Lithium 5-4 6,111,26
AO1 Control 5-4 42,135,22
ACO1 Control 5-4 17,119,5
CO1 Lithium 5-4 13,164,62
AO1 Lithium 5-4 46,31,0
AO1 Control 5-4 33,168,36
CO1 Lithium 5-4 35,212,86
nCO1 Lithium 5-4 50,264,94
CO1 Lithium 5-4 43,176,52
CO1 Control 5-4 3,173,51
ACO1 Lithium 5-4 26,173,4
CO1 Control 5-4 5,87,0
AO1 Control 5-4 41,193,28
CO1 Control 5-4 21,207,69
nCO1 Control 5-4 30,275,55
AO1 Lithium 5-4 37,161,42
nCO1 Control 5-4 14,172,48
CO1 Lithium 5-4 23,189,92
ACO1 Lithium 5-4 40,112,9
nCO1 Lithium 5-4 41,218,76
ACO1 Control 5-4 21,181,58
CO1 Lithium 5-4 20,189,61
AO1 Control 5-4 19,78,0
ACO1 Lithium 5-4 23,91,10
ACO1 Control 5-4 39,179,5
AO1 Lithium 5-4 39,119,0
ACO1 Lithium 5-4 20,111,19
CO1 Lithium 5-4 42,184,0
CO1 Lithium 5-4 32,249,82
nCO1 Control 5-4 44,275,113
nCO1 Control 5-4 45,159,29
AO1 Lithium 5-4 34,71,0
AO1 Control 5-4 9,124,37
AO1 Control 5-4 36,199,6
AO1 Lithium 5-4 12,86,28
nCO1 Lithium 5-4 11,268,92
CO1 Lithium 5-4 38,197,59
nCO1 Lithium 5-4 9,243,80
nCO1 Lithium 5-4 15,201,89
AO1 Lithium 5-4 33,157,49
nCO1 Lithium 5-4 49,203,14
AO1 Control 5-4 6,198,67
CO1 Control 5-4 12,251,69
CO1 Control 5-4 15,171,82
nCO1 Lithium 5-4 6,236,90
ACO1 Control 5-4 25,125,24
ACO1 Lithium 5-4 3,133,38
CO1 Control 5-4 29,170,82
AO1 Control 5-4 26,130,5
nCO1 Lithium 5-4 23,224,112
ACO1 Control 5-4 47,179,22
AO1 Lithium 5-4 15,87,10
CO1 Control 5-4 49,235,47
ACO1 Control 5-4 42,138,25
CO1 Lithium 5-4 46,196,52
ACO1 Control 5-4 26,158,54
ACO1 Lithium 5-4 12,188,0
CO1 Lithium 5-4 47,236,78
ACO1 Lithium 5-4 42,149,37
nCO1 Lithium 5-4 13,185,90
nCO1 Control 5-4 48,98,0
AO1 Control 5-4 39,176,35
ACO1 Control 5-4 41,123,18
CO1 Lithium 5-4 28,240,76
nCO1 Control 5-4 16,135,0
ACO1 Lithium 5-4 1,101,13
ACO1 Lithium 5-4 38,112,0
nCO1 Lithium 5-4 7,295,88
CO1 Control 5-4 28,211,50
AO1 Lithium 5-4 30,142,41
ACO1 Control 5-4 22,207,29
nCO1 Lithium 5-4 16,240,117
ACO1 Control 5-4 18,143,22
CO1 Control 5-4 37,284,52
AO1 Control 5-4 47,149,33
AO1 Lithium 5-4 6,40,0
AO1 Control 5-4 44,161,30
nCO1 Control 5-4 36,214,1
AO1 Control 5-4 17,266,0
CO1 Lithium 5-4 14,335,0
nCO1 Lithium 5-4 17,221,83
nCO1 Control 5-4 38,191,91
AO1 Control 5-4 49,113,23
CO1 Lithium 5-4 8,184,36
CO1 Control 5-4 2,174,23
CO1 Lithium 5-4 34,190,25
AO1 Control 5-4 4,194,36
AO1 Lithium 5-4 41,101,4
ACO1 Lithium 5-4 48,118,36
nCO1 Control 5-4 22,213,75
AO1 Lithium 5-4 28,63,0
ACO1 Control 5-4 34,115,36
AO1 Lithium 5-4 4,186,0
AO1 Lithium 5-4 16,121,22
AO1 Control 5-4 31,180,35
nCO1 Control 5-4 34,194,68
AO1 Control 5-4 37,105,9
ACO1 Lithium 5-4 36,171,26
nCO1 Control 5-4 50,212,45
CO1 Control 5-4 1,227,0
AO1 Control 5-4 32,93,11
AO1 Control 5-4 5,138,9
AO1 Lithium 5-4 31,147,19
nCO1 Control 5-4 11,261,114
nCO1 Lithium 5-4 30,111,5
AO1 Lithium 5-4 11,325,13
nCO1 Lithium 5-4 28,210,84
CO1 Lithium 5-4 2,213,86
CO1 Lithium 5-4 6,356,0
nCO1 Lithium 5-4 29,217,92
CO1 Lithium 5-4 11,249,79
ACO1 Lithium 5-4 27,194,49
CO1 Control 5-4 24,518,0
CO1 Lithium 5-4 12,230,103
CO1 Lithium 5-4 5,157,92
ACO1 Lithium 5-4 2,99,1
ACO1 Lithium 5-4 19,175,35
CO1 Lithium 5-4 7,169,59
ACO1 Lithium 5-4 4,81,2
ACO1 Control 5-4 28,121,0
CO1 Control 5-4 26,208,105
CO1 Control 5-4 18,462,0
AO1 Lithium 5-4 8,132,9
CO1 Lithium 5-4 4,208,0
ACO1 Control 5-4 45,81,0
CO1 Lithium 5-4 26,257,87
CO1 Control 5-4 6,268,44
ACO1 Control 5-4 27,103,9
CO1 Control 5-4 31,286,81
ACO1 Control 5-4 50,145,3
AO1 Control 5-4 14,235,18
CO1 Lithium 5-4 40,225,88
nCO1 Control 5-4 39,256,49
ACO1 Lithium 5-4 43,99,0
nCO1 Lithium 5-4 48,144,64
AO1 Lithium 5-4 42,173,49
ACO1 Control 5-4 32,137,35
nCO1 Lithium 5-4 2,311,118
nCO1 Control 5-4 29,159,63
AO1 Control 5-4 29,123,49
nCO1 Lithium 5-4 24,177,53
nCO1 Control 5-4 33,202,94
nCO1 Control 5-4 4,42,0
AO1 Lithium 5-4 21,105,14
CO1 Control 5-4 33,203,66
nCO1 Lithium 5-4 34,55,0
CO1 Control 5-4 8,132,60
AO1 Control 5-4 43,122,28
nCO1 Control 5-4 10,205,87
AO1 Lithium 5-4 35,118,2
CO1 Lithium 5-4 18,183,34
