RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,112,61
CO1 Control 5-4 34,45,37
CO1 Control 5-4 41,173,43
nCO1 Lithium 5-4 32,40,10
AO1 Control 5-4 25,131,18
nCO1 Lithium 5-4 46,152,97
CO1 Control 5-4 14,108,73
nCO1 Control 5-4 8,138,77
AO1 Lithium 5-4 40,7,9
nCO1 Lithium 5-4 19,179,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,72,0
AO1 Control 5-4 7,111,15
AO1 Lithium 5-4 14,43,4
ACO1 Lithium 5-4 9,128,31
ACO1 Control 5-4 36,156,36
ACO1 Control 5-4 40,10,0
CO1 Control 5-4 45,99,81
CO1 Lithium 5-4 50,174,54
AO1 Control 5-4 27,44,3
ACO1 Lithium 5-4 6,28,26
AO1 Control 5-4 42,59,22
ACO1 Control 5-4 17,60,5
CO1 Lithium 5-4 13,95,62
AO1 Lithium 5-4 46,20,0
AO1 Control 5-4 33,70,36
CO1 Lithium 5-4 35,135,86
nCO1 Lithium 5-4 50,219,94
CO1 Lithium 5-4 43,101,52
CO1 Control 5-4 3,102,51
ACO1 Lithium 5-4 26,68,4
CO1 Control 5-4 5,54,0
AO1 Control 5-4 41,185,28
CO1 Control 5-4 21,161,69
nCO1 Control 5-4 30,181,55
AO1 Lithium 5-4 37,109,42
nCO1 Control 5-4 14,73,48
CO1 Lithium 5-4 23,124,92
ACO1 Lithium 5-4 40,13,9
nCO1 Lithium 5-4 41,156,76
ACO1 Control 5-4 21,97,58
CO1 Lithium 5-4 20,119,61
AO1 Control 5-4 19,31,0
ACO1 Lithium 5-4 23,15,10
ACO1 Control 5-4 39,53,5
AO1 Lithium 5-4 39,27,0
ACO1 Lithium 5-4 20,26,19
CO1 Lithium 5-4 42,128,0
CO1 Lithium 5-4 32,167,82
nCO1 Control 5-4 44,211,113
nCO1 Control 5-4 45,98,29
AO1 Lithium 5-4 34,16,0
AO1 Control 5-4 9,61,37
AO1 Control 5-4 36,82,6
AO1 Lithium 5-4 12,17,28
nCO1 Lithium 5-4 11,179,92
CO1 Lithium 5-4 38,107,59
nCO1 Lithium 5-4 9,219,80
nCO1 Lithium 5-4 15,161,89
AO1 Lithium 5-4 33,49,49
nCO1 Lithium 5-4 49,114,14
AO1 Control 5-4 6,95,67
CO1 Control 5-4 12,185,69
CO1 Control 5-4 15,111,82
nCO1 Lithium 5-4 6,166,90
ACO1 Control 5-4 25,20,24
ACO1 Lithium 5-4 3,45,38
CO1 Control 5-4 29,117,82
AO1 Control 5-4 26,26,5
nCO1 Lithium 5-4 23,193,112
ACO1 Control 5-4 47,104,22
AO1 Lithium 5-4 15,9,10
CO1 Control 5-4 49,132,47
ACO1 Control 5-4 42,71,25
CO1 Lithium 5-4 46,150,52
ACO1 Control 5-4 26,128,54
ACO1 Lithium 5-4 12,96,0
CO1 Lithium 5-4 47,193,78
ACO1 Lithium 5-4 42,80,37
nCO1 Lithium 5-4 13,155,90
nCO1 Control 5-4 48,15,0
AO1 Control 5-4 39,65,35
ACO1 Control 5-4 41,48,18
CO1 Lithium 5-4 28,142,76
nCO1 Control 5-4 16,15,0
ACO1 Lithium 5-4 1,47,13
ACO1 Lithium 5-4 38,24,0
nCO1 Lithium 5-4 7,147,88
CO1 Control 5-4 28,91,50
AO1 Lithium 5-4 30,46,41
ACO1 Control 5-4 22,121,29
nCO1 Lithium 5-4 16,178,117
ACO1 Control 5-4 18,41,22
CO1 Control 5-4 37,151,52
AO1 Control 5-4 47,62,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,100,30
nCO1 Control 5-4 36,134,1
AO1 Control 5-4 17,225,0
CO1 Lithium 5-4 14,270,0
nCO1 Lithium 5-4 17,154,83
nCO1 Control 5-4 38,127,91
AO1 Control 5-4 49,38,23
CO1 Lithium 5-4 8,131,36
CO1 Control 5-4 2,132,23
CO1 Lithium 5-4 34,71,25
AO1 Control 5-4 4,118,36
AO1 Lithium 5-4 41,11,4
ACO1 Lithium 5-4 48,46,36
nCO1 Control 5-4 22,162,75
AO1 Lithium 5-4 28,65,0
ACO1 Control 5-4 34,39,36
AO1 Lithium 5-4 4,16,0
AO1 Lithium 5-4 16,50,22
AO1 Control 5-4 31,112,35
nCO1 Control 5-4 34,111,68
AO1 Control 5-4 37,22,9
ACO1 Lithium 5-4 36,76,26
nCO1 Control 5-4 50,134,45
CO1 Control 5-4 1,155,0
AO1 Control 5-4 32,21,11
AO1 Control 5-4 5,57,9
AO1 Lithium 5-4 31,73,19
nCO1 Control 5-4 11,193,114
nCO1 Lithium 5-4 30,23,5
AO1 Lithium 5-4 11,204,13
nCO1 Lithium 5-4 28,163,84
CO1 Lithium 5-4 2,170,86
CO1 Lithium 5-4 6,264,0
nCO1 Lithium 5-4 29,180,92
CO1 Lithium 5-4 11,194,79
ACO1 Lithium 5-4 27,101,49
CO1 Control 5-4 24,119,0
CO1 Lithium 5-4 12,175,103
CO1 Lithium 5-4 5,126,92
ACO1 Lithium 5-4 2,17,1
ACO1 Lithium 5-4 19,68,35
CO1 Lithium 5-4 7,127,59
ACO1 Lithium 5-4 4,8,2
ACO1 Control 5-4 28,10,0
CO1 Control 5-4 26,159,105
CO1 Control 5-4 18,279,0
AO1 Lithium 5-4 8,40,9
CO1 Lithium 5-4 4,150,0
ACO1 Control 5-4 45,62,0
CO1 Lithium 5-4 26,189,87
CO1 Control 5-4 6,190,44
ACO1 Control 5-4 27,19,9
CO1 Control 5-4 31,173,81
ACO1 Control 5-4 50,39,3
AO1 Control 5-4 14,46,18
CO1 Lithium 5-4 40,138,88
nCO1 Control 5-4 39,170,49
ACO1 Lithium 5-4 43,15,0
nCO1 Lithium 5-4 48,69,64
AO1 Lithium 5-4 42,92,49
ACO1 Control 5-4 32,87,35
nCO1 Lithium 5-4 2,270,118
nCO1 Control 5-4 29,102,63
