RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,198,61
CO1 Control 5-4 34,156,37
CO1 Control 5-4 41,265,43
nCO1 Lithium 5-4 32,172,10
AO1 Control 5-4 25,208,18
nCO1 Lithium 5-4 46,255,97
CO1 Control 5-4 14,222,73
nCO1 Control 5-4 8,273,77
AO1 Lithium 5-4 40,120,9
nCO1 Lithium 5-4 19,350,50
ACO1 Lithium 5-4 14,70,0
ACO1 Control 5-4 33,358,0
AO1 Control 5-4 7,184,15
AO1 Lithium 5-4 14,197,4
ACO1 Lithium 5-4 9,238,31
ACO1 Control 5-4 36,273,36
ACO1 Control 5-4 40,119,0
CO1 Control 5-4 45,228,81
CO1 Lithium 5-4 50,233,54
AO1 Control 5-4 27,161,3
ACO1 Lithium 5-4 6,124,26
AO1 Control 5-4 42,168,22
ACO1 Control 5-4 17,190,5
CO1 Lithium 5-4 13,192,62
AO1 Lithium 5-4 46,35,0
AO1 Control 5-4 33,189,36
CO1 Lithium 5-4 35,240,86
nCO1 Lithium 5-4 50,268,94
CO1 Lithium 5-4 43,221,52
CO1 Control 5-4 3,235,51
ACO1 Lithium 5-4 26,179,4
CO1 Control 5-4 5,67,0
AO1 Control 5-4 41,331,28
CO1 Control 5-4 21,226,69
nCO1 Control 5-4 30,247,55
AO1 Lithium 5-4 37,208,42
nCO1 Control 5-4 14,200,48
CO1 Lithium 5-4 23,230,92
ACO1 Lithium 5-4 40,120,9
nCO1 Lithium 5-4 41,215,76
ACO1 Control 5-4 21,188,58
CO1 Lithium 5-4 20,220,61
AO1 Control 5-4 19,38,0
ACO1 Lithium 5-4 23,103,10
ACO1 Control 5-4 39,168,5
AO1 Lithium 5-4 39,106,0
ACO1 Lithium 5-4 20,139,19
CO1 Lithium 5-4 42,221,0
CO1 Lithium 5-4 32,277,82
nCO1 Control 5-4 44,309,113
nCO1 Control 5-4 45,262,29
AO1 Lithium 5-4 34,59,0
AO1 Control 5-4 9,160,37
AO1 Control 5-4 36,221,6
AO1 Lithium 5-4 12,93,28
nCO1 Lithium 5-4 11,267,92
CO1 Lithium 5-4 38,203,59
nCO1 Lithium 5-4 9,291,80
nCO1 Lithium 5-4 15,234,89
AO1 Lithium 5-4 33,155,49
nCO1 Lithium 5-4 49,256,14
AO1 Control 5-4 6,240,67
CO1 Control 5-4 12,316,69
CO1 Control 5-4 15,190,82
nCO1 Lithium 5-4 6,276,90
ACO1 Control 5-4 25,124,24
ACO1 Lithium 5-4 3,138,38
CO1 Control 5-4 29,206,82
AO1 Control 5-4 26,158,5
nCO1 Lithium 5-4 23,281,112
ACO1 Control 5-4 47,243,22
AO1 Lithium 5-4 15,86,10
CO1 Control 5-4 49,226,47
ACO1 Control 5-4 42,183,25
CO1 Lithium 5-4 46,263,52
ACO1 Control 5-4 26,197,54
ACO1 Lithium 5-4 12,195,0
CO1 Lithium 5-4 47,326,78
ACO1 Lithium 5-4 42,176,37
nCO1 Lithium 5-4 13,274,90
nCO1 Control 5-4 48,109,0
AO1 Control 5-4 39,192,35
ACO1 Control 5-4 41,167,18
CO1 Lithium 5-4 28,241,76
nCO1 Control 5-4 16,155,0
ACO1 Lithium 5-4 1,129,13
ACO1 Lithium 5-4 38,189,0
nCO1 Lithium 5-4 7,284,88
CO1 Control 5-4 28,196,50
AO1 Lithium 5-4 30,122,41
ACO1 Control 5-4 22,239,29
nCO1 Lithium 5-4 16,260,117
ACO1 Control 5-4 18,194,22
CO1 Control 5-4 37,435,52
AO1 Control 5-4 47,167,33
AO1 Lithium 5-4 6,40,0
AO1 Control 5-4 44,192,30
nCO1 Control 5-4 36,265,1
AO1 Control 5-4 17,331,0
CO1 Lithium 5-4 14,322,0
nCO1 Lithium 5-4 17,289,83
nCO1 Control 5-4 38,234,91
AO1 Control 5-4 49,106,23
CO1 Lithium 5-4 8,259,36
CO1 Control 5-4 2,228,23
CO1 Lithium 5-4 34,257,25
AO1 Control 5-4 4,256,36
AO1 Lithium 5-4 41,132,4
ACO1 Lithium 5-4 48,135,36
nCO1 Control 5-4 22,232,75
AO1 Lithium 5-4 28,62,0
ACO1 Control 5-4 34,173,36
AO1 Lithium 5-4 4,152,0
AO1 Lithium 5-4 16,164,22
AO1 Control 5-4 31,280,35
nCO1 Control 5-4 34,252,68
AO1 Control 5-4 37,137,9
