RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,60,61
CO1 Control 5-4 34,23,37
CO1 Control 5-4 41,62,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,12,18
nCO1 Lithium 5-4 46,108,97
CO1 Control 5-4 14,68,73
nCO1 Control 5-4 8,74,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,59,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,33,15
AO1 Lithium 5-4 14,6,4
ACO1 Lithium 5-4 9,25,31
ACO1 Control 5-4 36,66,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,91,81
CO1 Lithium 5-4 50,65,54
AO1 Control 5-4 27,7,3
ACO1 Lithium 5-4 6,34,26
AO1 Control 5-4 42,24,22
ACO1 Control 5-4 17,9,5
CO1 Lithium 5-4 13,78,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,46,36
CO1 Lithium 5-4 35,73,86
nCO1 Lithium 5-4 50,105,94
CO1 Lithium 5-4 43,50,52
CO1 Control 5-4 3,34,51
ACO1 Lithium 5-4 26,10,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,16,28
CO1 Control 5-4 21,87,69
nCO1 Control 5-4 30,69,55
AO1 Lithium 5-4 37,56,42
nCO1 Control 5-4 14,43,48
CO1 Lithium 5-4 23,83,92
ACO1 Lithium 5-4 40,3,9
nCO1 Lithium 5-4 41,109,76
ACO1 Control 5-4 21,64,58
CO1 Lithium 5-4 20,68,61
AO1 Control 5-4 19,0,0
ACO1 Lithium 5-4 23,12,10
ACO1 Control 5-4 39,5,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,20,19
CO1 Lithium 5-4 42,25,0
CO1 Lithium 5-4 32,84,82
nCO1 Control 5-4 44,152,113
nCO1 Control 5-4 45,47,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,36,37
AO1 Control 5-4 36,27,6
AO1 Lithium 5-4 12,16,28
nCO1 Lithium 5-4 11,123,92
CO1 Lithium 5-4 38,66,59
nCO1 Lithium 5-4 9,100,80
nCO1 Lithium 5-4 15,84,89
AO1 Lithium 5-4 33,49,49
nCO1 Lithium 5-4 49,13,14
AO1 Control 5-4 6,61,67
CO1 Control 5-4 12,88,69
CO1 Control 5-4 15,100,82
nCO1 Lithium 5-4 6,90,90
ACO1 Control 5-4 25,21,24
ACO1 Lithium 5-4 3,22,38
CO1 Control 5-4 29,73,82
AO1 Control 5-4 26,12,5
nCO1 Lithium 5-4 23,145,112
ACO1 Control 5-4 47,20,22
AO1 Lithium 5-4 15,12,10
CO1 Control 5-4 49,36,47
ACO1 Control 5-4 42,20,25
CO1 Lithium 5-4 46,32,52
ACO1 Control 5-4 26,48,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,106,78
ACO1 Lithium 5-4 42,44,37
nCO1 Lithium 5-4 13,56,90
nCO1 Control 5-4 48,2,0
AO1 Control 5-4 39,34,35
ACO1 Control 5-4 41,3,18
CO1 Lithium 5-4 28,71,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,24,13
ACO1 Lithium 5-4 38,9,0
nCO1 Lithium 5-4 7,102,88
CO1 Control 5-4 28,39,50
AO1 Lithium 5-4 30,33,41
ACO1 Control 5-4 22,26,29
nCO1 Lithium 5-4 16,124,117
ACO1 Control 5-4 18,29,22
CO1 Control 5-4 37,47,52
AO1 Control 5-4 47,33,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,22,30
nCO1 Control 5-4 36,34,1
AO1 Control 5-4 17,3,0
CO1 Lithium 5-4 14,102,0
nCO1 Lithium 5-4 17,102,83
nCO1 Control 5-4 38,86,91
AO1 Control 5-4 49,24,23
CO1 Lithium 5-4 8,40,36
CO1 Control 5-4 2,48,23
CO1 Lithium 5-4 34,16,25
AO1 Control 5-4 4,35,36
AO1 Lithium 5-4 41,11,4
ACO1 Lithium 5-4 48,29,36
nCO1 Control 5-4 22,103,75
AO1 Lithium 5-4 28,0,0
ACO1 Control 5-4 34,33,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,25,22
AO1 Control 5-4 31,27,35
nCO1 Control 5-4 34,73,68
AO1 Control 5-4 37,0,9
ACO1 Lithium 5-4 36,52,26
nCO1 Control 5-4 50,50,45
CO1 Control 5-4 1,0,0
AO1 Control 5-4 32,4,11
AO1 Control 5-4 5,12,9
AO1 Lithium 5-4 31,21,19
nCO1 Control 5-4 11,160,114
nCO1 Lithium 5-4 30,7,5
AO1 Lithium 5-4 11,24,13
nCO1 Lithium 5-4 28,92,84
CO1 Lithium 5-4 2,102,86
CO1 Lithium 5-4 6,0,0
nCO1 Lithium 5-4 29,108,92
CO1 Lithium 5-4 11,82,79
ACO1 Lithium 5-4 27,55,49
CO1 Control 5-4 24,0,0
CO1 Lithium 5-4 12,125,103
CO1 Lithium 5-4 5,110,92
ACO1 Lithium 5-4 2,3,1
ACO1 Lithium 5-4 19,55,35
CO1 Lithium 5-4 7,67,59
ACO1 Lithium 5-4 4,2,2
ACO1 Control 5-4 28,0,0
CO1 Control 5-4 26,101,105
CO1 Control 5-4 18,0,0
AO1 Lithium 5-4 8,0,9
CO1 Lithium 5-4 4,0,0
ACO1 Control 5-4 45,0,0
CO1 Lithium 5-4 26,83,87
CO1 Control 5-4 6,51,44
ACO1 Control 5-4 27,6,9
CO1 Control 5-4 31,72,81
ACO1 Control 5-4 50,9,3
AO1 Control 5-4 14,20,18
CO1 Lithium 5-4 40,70,88
nCO1 Control 5-4 39,74,49
ACO1 Lithium 5-4 43,2,0
nCO1 Lithium 5-4 48,55,64
AO1 Lithium 5-4 42,51,49
ACO1 Control 5-4 32,27,35
nCO1 Lithium 5-4 2,100,118
nCO1 Control 5-4 29,65,63
AO1 Control 5-4 29,19,49
nCO1 Lithium 5-4 24,87,53
nCO1 Control 5-4 33,108,94
nCO1 Control 5-4 4,0,0
AO1 Lithium 5-4 21,19,14
CO1 Control 5-4 33,56,66
nCO1 Lithium 5-4 34,0,0
CO1 Control 5-4 8,37,60
AO1 Control 5-4 43,18,28
nCO1 Control 5-4 10,83,87
AO1 Lithium 5-4 35,0,2
CO1 Lithium 5-4 18,33,34
nCO1 Control 5-4 46,65,62
CO1 Control 5-4 50,50,46
AO1 Lithium 5-4 45,62,38
ACO1 Lithium 5-4 34,0,0
nCO1 Control 5-4 2,85,87
ACO1 Lithium 5-4 11,62,45
nCO1 Lithium 5-4 22,0,0
AO1 Lithium 5-4 7,37,49
AO1 Control 5-4 11,44,45
ACO1 Lithium 5-4 16,13,16
ACO1 Lithium 5-4 17,31,34
nCO1 Control 5-4 9,0,0
nCO1 Control 5-4 18,101,105
ACO1 Control 5-4 46,56,46
CO1 Lithium 5-4 30,78,89
ACO1 Lithium 5-4 31,19,11
ACO1 Control 5-4 24,16,16
CO1 Lithium 5-4 9,67,62
CO1 Lithium 5-4 25,83,90
AO1 Control 5-4 16,21,37
CO1 Lithium 5-4 3,95,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,14,10
ACO1 Lithium 5-4 49,0,0
ACO1 Control 5-4 31,94,92
CO1 Lithium 5-4 17,80,82
ACO1 Lithium 5-4 22,35,24
ACO1 Control 5-4 49,13,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,141,111
AO1 Lithium 5-4 49,12,8
AO1 Control 5-4 50,16,23
AO1 Lithium 5-4 5,3,2
nCO1 Control 5-4 20,108,85
nCO1 Control 5-4 5,83,80
ACO1 Control 5-4 12,4,5
nCO1 Lithium 5-4 47,57,61
AO1 Control 5-4 10,0,0
ACO1 Lithium 5-4 50,6,4
CO1 Control 5-4 36,86,76
ACO1 Control 5-4 3,0,10
nCO1 Lithium 5-4 39,56,63
ACO1 Lithium 5-4 47,0,0
nCO1 Control 5-4 26,0,0
CO1 Lithium 5-4 21,118,67
AO1 Control 5-4 45,19,29
nCO1 Control 5-4 23,113,100
CO1 Control 5-4 32,54,51
ACO1 Control 5-4 10,21,17
nCO1 Control 5-4 6,72,74
nCO1 Control 5-4 31,84,71
nCO1 Lithium 5-4 36,153,121
ACO1 Control 5-4 9,23,14
CO1 Lithium 5-4 15,118,125
AO1 Lithium 5-4 20,7,18
nCO1 Control 5-4 12,65,52
nCO1 Lithium 5-4 18,53,58
AO1 Control 5-4 20,13,5
nCO1 Lithium 5-4 26,92,97
CO1 Lithium 5-4 19,82,80
nCO1 Lithium 5-4 8,62,48
AO1 Control 5-4 40,12,11
CO1 Control 5-4 40,106,100
AO1 Lithium 5-4 17,9,13
nCO1 Lithium 5-4 44,92,101
CO1 Control 5-4 48,23,28
CO1 Control 5-4 27,58,62
CO1 Control 5-4 22,0,0
CO1 Control 5-4 13,80,66
AO1 Lithium 5-4 29,14,18
nCO1 Lithium 5-4 10,135,109
ACO1 Control 5-4 15,29,17
AO1 Control 5-4 1,13,12
AO1 Control 5-4 38,12,4
nCO1 Lithium 5-4 33,1,0
ACO1 Lithium 5-4 13,35,52
CO1 Lithium 5-4 16,0,0
ACO1 Control 5-4 23,77,67
AO1 Control 5-4 12,38,47
ACO1 Lithium 5-4 25,60,37
CO1 Control 5-4 10,73,71
nCO1 Lithium 5-4 31,63,56
AO1 Control 5-4 28,0,0
AO1 Lithium 5-4 24,11,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,129,119
ACO1 Control 5-4 14,4,1
nCO1 Control 5-4 27,43,51
CO1 Lithium 5-4 45,86,89
AO1 Control 5-4 8,50,40
CO1 Lithium 5-4 37,121,88
ACO1 Control 5-4 6,40,34
AO1 Control 5-4 15,24,35
ACO1 Control 5-4 4,0,0
CO1 Control 5-4 30,58,43
nCO1 Lithium 5-4 42,99,91
nCO1 Control 5-4 24,45,53
ACO1 Lithium 5-4 10,0,0
CO1 Lithium 5-4 36,64,30
AO1 Lithium 5-4 43,65,49
AO1 Control 5-4 30,7,18
AO1 Lithium 5-4 9,22,31
ACO1 Lithium 5-4 35,0,0
CO1 Lithium 5-4 1,37,38
ACO1 Control 5-4 1,16,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,74,66
CO1 Control 5-4 42,50,81
CO1 Lithium 5-4 39,53,70
nCO1 Control 5-4 47,10,0
ACO1 Lithium 5-4 15,6,16
CO1 Lithium 5-4 48,94,101
CO1 Control 5-4 25,0,0
ACO1 Lithium 5-4 7,3,0
ACO1 Lithium 5-4 24,10,15
ACO1 Lithium 5-4 21,13,4
nCO1 Lithium 5-4 21,62,56
CO1 Control 5-4 9,120,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,97,69
CO1 Lithium 5-4 31,114,95
ACO1 Control 5-4 7,23,23
nCO1 Lithium 5-4 3,9,4
CO1 Control 5-4 47,72,66
CO1 Control 5-4 16,75,60
CO1 Lithium 5-4 10,90,86
nCO1 Lithium 5-4 1,73,80
CO1 Control 5-4 38,100,75
ACO1 Control 5-4 19,31,24
CO1 Lithium 5-4 49,0,0
nCO1 Lithium 5-4 14,77,70
nCO1 Control 5-4 40,76,74
AO1 Lithium 5-4 2,3,2
AO1 Lithium 5-4 10,37,30
CO1 Lithium 5-4 44,99,87
ACO1 Lithium 5-4 44,91,80
nCO1 Control 5-4 35,37,23
CO1 Control 5-4 39,65,64
AO1 Lithium 5-4 13,0,0
ACO1 Control 5-4 20,30,17
nCO1 Control 5-4 32,74,76
CO1 Control 5-4 17,88,86
AO1 Lithium 5-4 25,0,0
CO1 Lithium 5-4 29,114,102
AO1 Control 5-4 34,69,55
AO1 Control 5-4 3,43,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,43,0
CO1 Lithium 5-4 41,112,106
ACO1 Lithium 5-4 37,1,0
ACO1 Lithium 5-4 18,23,19
AO1 Lithium 5-4 18,9,4
ACO1 Control 5-4 2,32,30
AO1 Lithium 5-4 38,32,25
AO1 Lithium 5-4 19,0,0
nCO1 Lithium 5-4 38,76,84
AO1 Lithium 5-4 32,0,0
AO1 Lithium 5-4 26,20,21
ACO1 Control 5-4 44,55,48
nCO1 Control 5-4 42,92,79
CO1 Control 5-4 4,33,39
AO1 Control 5-4 23,13,0
CO1 Lithium 5-4 27,84,88
AO1 Lithium 5-4 36,25,10
nCO1 Control 5-4 7,56,56
nCO1 Lithium 5-4 25,110,104
CO1 Control 5-4 46,46,56
AO1 Control 5-4 2,18,18
nCO1 Control 5-4 43,80,72
AO1 Control 5-4 22,87,31
AO1 Lithium 5-4 48,14,15
AO1 Control 5-4 48,49,25
CO1 Control 5-4 43,72,47
AO1 Control 5-4 13,57,36
nCO1 Lithium 5-4 5,36,61
ACO1 Control 5-4 48,24,19
AO1 Lithium 5-4 50,10,5
ACO1 Lithium 5-4 45,47,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,0,0
AO1 Control 5-4 35,31,28
ACO1 Lithium 5-4 41,34,27
AO1 Control 5-4 21,36,36
nCO1 Control 5-4 21,61,44
AO1 Lithium 5-4 47,31,23
AO1 Lithium 5-4 44,19,20
CO1 Control 5-4 20,96,83
nCO1 Control 5-4 19,92,72
ACO1 Control 5-4 37,19,22
nCO1 Control 5-4 37,74,63
ACO1 Control 5-4 16,12,9
CO1 Control 5-4 35,85,77
AO1 Lithium 5-4 23,0,0
CO1 Control 5-4 7,74,64
AO1 Control 5-4 18,11,5
ACO1 Control 5-4 5,19,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,120,95
nCO1 Lithium 5-4 27,76,71
CO1 Control 5-4 19,0,0
nCO1 Lithium 5-4 37,1,3
nCO1 Lithium 5-4 45,78,67
nCO1 Control 5-4 28,0,0
CO1 Control 5-4 44,66,59
AO1 Control 5-4 24,0,0
nCO1 Control 5-4 3,13,2
ACO1 Control 5-4 11,30,21
nCO1 Control 5-4 49,1,0
nCO1 Control 5-4 15,76,54
AO1 Control 5-4 46,33,7
nCO1 Lithium 5-4 12,85,97
ACO1 Lithium 5-4 33,37,27
AO1 Lithium 5-4 3,4,1
ACO1 Control 5-4 38,6,19
ACO1 Control 5-4 29,2,0
ACO1 Control 5-4 13,56,30
ACO1 Control 5-4 35,31,30
ACO1 Lithium 5-4 32,0,0
ACO1 Lithium 5-4 29,7,3
nCO1 Lithium 5-4 4,82,75
nCO1 Control 5-4 17,71,88
nCO1 Lithium 5-4 40,77,79
nCO1 Control 5-4 25,61,67
ACO1 Control 5-4 43,3,1
AO1 Lithium 5-4 22,10,17
AO1 Lithium 5-4 1,42,41
CO1 Lithium 5-4 22,53,55
ACO1 Lithium 5-4 46,5,18
