RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,40,61
CO1 Control 5-4 34,16,37
CO1 Control 5-4 41,40,43
nCO1 Lithium 5-4 32,4,10
AO1 Control 5-4 25,12,18
nCO1 Lithium 5-4 46,82,97
CO1 Control 5-4 14,50,73
nCO1 Control 5-4 8,59,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,31,50
ACO1 Lithium 5-4 14,1,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,16,15
AO1 Lithium 5-4 14,13,4
ACO1 Lithium 5-4 9,15,31
ACO1 Control 5-4 36,46,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,73,81
CO1 Lithium 5-4 50,48,54
AO1 Control 5-4 27,7,3
ACO1 Lithium 5-4 6,17,26
AO1 Control 5-4 42,15,22
ACO1 Control 5-4 17,6,5
CO1 Lithium 5-4 13,53,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,41,36
CO1 Lithium 5-4 35,55,86
nCO1 Lithium 5-4 50,91,94
CO1 Lithium 5-4 43,38,52
CO1 Control 5-4 3,18,51
ACO1 Lithium 5-4 26,4,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,20,28
CO1 Control 5-4 21,62,69
nCO1 Control 5-4 30,73,55
AO1 Lithium 5-4 37,42,42
nCO1 Control 5-4 14,38,48
CO1 Lithium 5-4 23,73,92
ACO1 Lithium 5-4 40,1,9
nCO1 Lithium 5-4 41,86,76
ACO1 Control 5-4 21,55,58
CO1 Lithium 5-4 20,43,61
AO1 Control 5-4 19,27,0
ACO1 Lithium 5-4 23,11,10
ACO1 Control 5-4 39,7,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,7,19
CO1 Lithium 5-4 42,20,0
CO1 Lithium 5-4 32,63,82
nCO1 Control 5-4 44,120,113
nCO1 Control 5-4 45,28,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,27,37
AO1 Control 5-4 36,24,6
AO1 Lithium 5-4 12,8,28
nCO1 Lithium 5-4 11,86,92
CO1 Lithium 5-4 38,49,59
nCO1 Lithium 5-4 9,85,80
nCO1 Lithium 5-4 15,66,89
AO1 Lithium 5-4 33,32,49
nCO1 Lithium 5-4 49,7,14
AO1 Control 5-4 6,44,67
CO1 Control 5-4 12,52,69
CO1 Control 5-4 15,78,82
nCO1 Lithium 5-4 6,69,90
ACO1 Control 5-4 25,9,24
ACO1 Lithium 5-4 3,18,38
CO1 Control 5-4 29,47,82
AO1 Control 5-4 26,7,5
nCO1 Lithium 5-4 23,108,112
ACO1 Control 5-4 47,15,22
AO1 Lithium 5-4 15,3,10
CO1 Control 5-4 49,12,47
ACO1 Control 5-4 42,8,25
CO1 Lithium 5-4 46,15,52
ACO1 Control 5-4 26,14,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,78,78
ACO1 Lithium 5-4 42,28,37
nCO1 Lithium 5-4 13,21,90
nCO1 Control 5-4 48,5,0
AO1 Control 5-4 39,14,35
ACO1 Control 5-4 41,3,18
CO1 Lithium 5-4 28,78,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,20,13
ACO1 Lithium 5-4 38,5,0
nCO1 Lithium 5-4 7,65,88
CO1 Control 5-4 28,29,50
AO1 Lithium 5-4 30,34,41
ACO1 Control 5-4 22,21,29
nCO1 Lithium 5-4 16,97,117
ACO1 Control 5-4 18,18,22
CO1 Control 5-4 37,28,52
AO1 Control 5-4 47,22,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,17,30
nCO1 Control 5-4 36,24,1
AO1 Control 5-4 17,2,0
CO1 Lithium 5-4 14,42,0
nCO1 Lithium 5-4 17,67,83
nCO1 Control 5-4 38,74,91
AO1 Control 5-4 49,11,23
CO1 Lithium 5-4 8,24,36
CO1 Control 5-4 2,28,23
CO1 Lithium 5-4 34,9,25
AO1 Control 5-4 4,19,36
AO1 Lithium 5-4 41,7,4
ACO1 Lithium 5-4 48,22,36
nCO1 Control 5-4 22,86,75
AO1 Lithium 5-4 28,0,0
ACO1 Control 5-4 34,21,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,25,22
AO1 Control 5-4 31,10,35
nCO1 Control 5-4 34,52,68
AO1 Control 5-4 37,5,9
ACO1 Lithium 5-4 36,47,26
nCO1 Control 5-4 50,20,45
CO1 Control 5-4 1,71,0
AO1 Control 5-4 32,3,11
AO1 Control 5-4 5,10,9
AO1 Lithium 5-4 31,10,19
