RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,41,61
CO1 Control 5-4 34,15,37
CO1 Control 5-4 41,119,43
nCO1 Lithium 5-4 32,15,10
AO1 Control 5-4 25,88,18
nCO1 Lithium 5-4 46,104,97
CO1 Control 5-4 14,67,73
nCO1 Control 5-4 8,81,77
AO1 Lithium 5-4 40,3,9
nCO1 Lithium 5-4 19,108,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,279,0
AO1 Control 5-4 7,20,15
AO1 Lithium 5-4 14,14,4
ACO1 Lithium 5-4 9,37,31
ACO1 Control 5-4 36,101,36
ACO1 Control 5-4 40,2,0
CO1 Control 5-4 45,103,81
CO1 Lithium 5-4 50,93,54
AO1 Control 5-4 27,14,3
ACO1 Lithium 5-4 6,7,26
AO1 Control 5-4 42,40,22
ACO1 Control 5-4 17,13,5
CO1 Lithium 5-4 13,57,62
AO1 Lithium 5-4 46,39,0
AO1 Control 5-4 33,48,36
CO1 Lithium 5-4 35,81,86
nCO1 Lithium 5-4 50,153,94
CO1 Lithium 5-4 43,55,52
CO1 Control 5-4 3,49,51
ACO1 Lithium 5-4 26,24,4
CO1 Control 5-4 5,22,0
AO1 Control 5-4 41,123,28
CO1 Control 5-4 21,103,69
nCO1 Control 5-4 30,96,55
AO1 Lithium 5-4 37,49,42
nCO1 Control 5-4 14,61,48
CO1 Lithium 5-4 23,95,92
ACO1 Lithium 5-4 40,1,9
nCO1 Lithium 5-4 41,114,76
ACO1 Control 5-4 21,74,58
CO1 Lithium 5-4 20,112,61
AO1 Control 5-4 19,102,0
ACO1 Lithium 5-4 23,29,10
ACO1 Control 5-4 39,25,5
AO1 Lithium 5-4 39,3,0
ACO1 Lithium 5-4 20,24,19
CO1 Lithium 5-4 42,61,0
CO1 Lithium 5-4 32,125,82
nCO1 Control 5-4 44,178,113
nCO1 Control 5-4 45,86,29
AO1 Lithium 5-4 34,5,0
AO1 Control 5-4 9,19,37
AO1 Control 5-4 36,38,6
AO1 Lithium 5-4 12,5,28
nCO1 Lithium 5-4 11,127,92
CO1 Lithium 5-4 38,75,59
nCO1 Lithium 5-4 9,134,80
nCO1 Lithium 5-4 15,86,89
AO1 Lithium 5-4 33,34,49
nCO1 Lithium 5-4 49,74,14
AO1 Control 5-4 6,48,67
CO1 Control 5-4 12,111,69
CO1 Control 5-4 15,98,82
nCO1 Lithium 5-4 6,114,90
ACO1 Control 5-4 25,8,24
ACO1 Lithium 5-4 3,18,38
CO1 Control 5-4 29,76,82
AO1 Control 5-4 26,10,5
nCO1 Lithium 5-4 23,124,112
ACO1 Control 5-4 47,42,22
AO1 Lithium 5-4 15,4,10
CO1 Control 5-4 49,98,47
ACO1 Control 5-4 42,39,25
CO1 Lithium 5-4 46,78,52
