RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,165,61
CO1 Control 5-4 34,81,37
CO1 Control 5-4 41,272,43
nCO1 Lithium 5-4 32,64,10
AO1 Control 5-4 25,188,18
nCO1 Lithium 5-4 46,218,97
CO1 Control 5-4 14,188,73
nCO1 Control 5-4 8,217,77
AO1 Lithium 5-4 40,26,9
nCO1 Lithium 5-4 19,288,50
ACO1 Lithium 5-4 14,17,0
ACO1 Control 5-4 33,300,0
AO1 Control 5-4 7,142,15
AO1 Lithium 5-4 14,57,4
ACO1 Lithium 5-4 9,188,31
ACO1 Control 5-4 36,240,36
ACO1 Control 5-4 40,43,0
CO1 Control 5-4 45,180,81
CO1 Lithium 5-4 50,233,54
AO1 Control 5-4 27,121,3
ACO1 Lithium 5-4 6,52,26
AO1 Control 5-4 42,104,22
ACO1 Control 5-4 17,162,5
CO1 Lithium 5-4 13,152,62
AO1 Lithium 5-4 46,36,0
AO1 Control 5-4 33,138,36
CO1 Lithium 5-4 35,175,86
nCO1 Lithium 5-4 50,275,94
CO1 Lithium 5-4 43,174,52
CO1 Control 5-4 3,163,51
ACO1 Lithium 5-4 26,119,4
CO1 Control 5-4 5,60,0
AO1 Control 5-4 41,255,28
CO1 Control 5-4 21,217,69
nCO1 Control 5-4 30,195,55
AO1 Lithium 5-4 37,168,42
nCO1 Control 5-4 14,133,48
CO1 Lithium 5-4 23,217,92
ACO1 Lithium 5-4 40,56,9
nCO1 Lithium 5-4 41,233,76
ACO1 Control 5-4 21,166,58
CO1 Lithium 5-4 20,209,61
AO1 Control 5-4 19,79,0
ACO1 Lithium 5-4 23,29,10
ACO1 Control 5-4 39,111,5
AO1 Lithium 5-4 39,38,0
ACO1 Lithium 5-4 20,70,19
CO1 Lithium 5-4 42,180,0
CO1 Lithium 5-4 32,247,82
nCO1 Control 5-4 44,293,113
nCO1 Control 5-4 45,182,29
AO1 Lithium 5-4 34,16,0
AO1 Control 5-4 9,109,37
AO1 Control 5-4 36,176,6
AO1 Lithium 5-4 12,38,28
nCO1 Lithium 5-4 11,219,92
CO1 Lithium 5-4 38,152,59
nCO1 Lithium 5-4 9,292,80
nCO1 Lithium 5-4 15,227,89
AO1 Lithium 5-4 33,96,49
nCO1 Lithium 5-4 49,180,14
AO1 Control 5-4 6,144,67
CO1 Control 5-4 12,304,69
CO1 Control 5-4 15,169,82
nCO1 Lithium 5-4 6,233,90
ACO1 Control 5-4 25,77,24
ACO1 Lithium 5-4 3,96,38
CO1 Control 5-4 29,193,82
AO1 Control 5-4 26,77,5
nCO1 Lithium 5-4 23,263,112
ACO1 Control 5-4 47,180,22
AO1 Lithium 5-4 15,39,10
CO1 Control 5-4 49,193,47
ACO1 Control 5-4 42,151,25
CO1 Lithium 5-4 46,247,52
ACO1 Control 5-4 26,193,54
ACO1 Lithium 5-4 12,200,0
CO1 Lithium 5-4 47,306,78
ACO1 Lithium 5-4 42,114,37
nCO1 Lithium 5-4 13,226,90
nCO1 Control 5-4 48,32,0
AO1 Control 5-4 39,136,35
ACO1 Control 5-4 41,89,18
CO1 Lithium 5-4 28,205,76
nCO1 Control 5-4 16,211,0
ACO1 Lithium 5-4 1,43,13
ACO1 Lithium 5-4 38,72,0
nCO1 Lithium 5-4 7,230,88
CO1 Control 5-4 28,148,50
AO1 Lithium 5-4 30,68,41
ACO1 Control 5-4 22,213,29
nCO1 Lithium 5-4 16,270,117
ACO1 Control 5-4 18,134,22
CO1 Control 5-4 37,335,52
AO1 Control 5-4 47,91,33
AO1 Lithium 5-4 6,110,0
AO1 Control 5-4 44,151,30
nCO1 Control 5-4 36,207,1
AO1 Control 5-4 17,303,0
CO1 Lithium 5-4 14,367,0
nCO1 Lithium 5-4 17,217,83
nCO1 Control 5-4 38,196,91
AO1 Control 5-4 49,73,23
CO1 Lithium 5-4 8,151,36
CO1 Control 5-4 2,206,23
CO1 Lithium 5-4 34,154,25
AO1 Control 5-4 4,170,36
AO1 Lithium 5-4 41,59,4
ACO1 Lithium 5-4 48,82,36
nCO1 Control 5-4 22,227,75
AO1 Lithium 5-4 28,61,0
ACO1 Control 5-4 34,84,36
AO1 Lithium 5-4 4,172,0
AO1 Lithium 5-4 16,118,22
AO1 Control 5-4 31,203,35
nCO1 Control 5-4 34,166,68
AO1 Control 5-4 37,73,9
ACO1 Lithium 5-4 36,143,26
nCO1 Control 5-4 50,207,45
CO1 Control 5-4 1,275,0
AO1 Control 5-4 32,33,11
AO1 Control 5-4 5,127,9
AO1 Lithium 5-4 31,120,19
nCO1 Control 5-4 11,278,114
nCO1 Lithium 5-4 30,47,5
AO1 Lithium 5-4 11,378,13
