RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,92,61
CO1 Control 5-4 34,25,37
CO1 Control 5-4 41,157,43
nCO1 Lithium 5-4 32,5,10
AO1 Control 5-4 25,24,18
nCO1 Lithium 5-4 46,145,97
CO1 Control 5-4 14,119,73
nCO1 Control 5-4 8,101,77
AO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 19,123,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,64,15
AO1 Lithium 5-4 14,9,4
ACO1 Lithium 5-4 9,62,31
ACO1 Control 5-4 36,115,36
ACO1 Control 5-4 40,5,0
CO1 Control 5-4 45,120,81
CO1 Lithium 5-4 50,89,54
AO1 Control 5-4 27,33,3
ACO1 Lithium 5-4 6,23,26
AO1 Control 5-4 42,43,22
ACO1 Control 5-4 17,25,5
CO1 Lithium 5-4 13,119,62
AO1 Lithium 5-4 46,31,0
AO1 Control 5-4 33,75,36
CO1 Lithium 5-4 35,109,86
nCO1 Lithium 5-4 50,186,94
CO1 Lithium 5-4 43,114,52
CO1 Control 5-4 3,80,51
ACO1 Lithium 5-4 26,32,4
CO1 Control 5-4 5,29,0
AO1 Control 5-4 41,103,28
CO1 Control 5-4 21,110,69
nCO1 Control 5-4 30,102,55
AO1 Lithium 5-4 37,96,42
nCO1 Control 5-4 14,64,48
CO1 Lithium 5-4 23,116,92
ACO1 Lithium 5-4 40,6,9
nCO1 Lithium 5-4 41,158,76
ACO1 Control 5-4 21,84,58
CO1 Lithium 5-4 20,115,61
AO1 Control 5-4 19,27,0
ACO1 Lithium 5-4 23,10,10
ACO1 Control 5-4 39,31,5
AO1 Lithium 5-4 39,3,0
ACO1 Lithium 5-4 20,23,19
CO1 Lithium 5-4 42,107,0
CO1 Lithium 5-4 32,155,82
nCO1 Control 5-4 44,181,113
nCO1 Control 5-4 45,89,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,47,37
AO1 Control 5-4 36,68,6
AO1 Lithium 5-4 12,10,28
nCO1 Lithium 5-4 11,198,92
CO1 Lithium 5-4 38,125,59
nCO1 Lithium 5-4 9,178,80
nCO1 Lithium 5-4 15,136,89
AO1 Lithium 5-4 33,58,49
nCO1 Lithium 5-4 49,90,14
AO1 Control 5-4 6,94,67
CO1 Control 5-4 12,152,69
CO1 Control 5-4 15,125,82
nCO1 Lithium 5-4 6,159,90
ACO1 Control 5-4 25,11,24
ACO1 Lithium 5-4 3,34,38
CO1 Control 5-4 29,111,82
AO1 Control 5-4 26,32,5
nCO1 Lithium 5-4 23,170,112
ACO1 Control 5-4 47,81,22
AO1 Lithium 5-4 15,14,10
CO1 Control 5-4 49,28,47
ACO1 Control 5-4 42,44,25
CO1 Lithium 5-4 46,92,52
ACO1 Control 5-4 26,69,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,131,78
ACO1 Lithium 5-4 42,51,37
nCO1 Lithium 5-4 13,82,90
nCO1 Control 5-4 48,13,0
AO1 Control 5-4 39,33,35
ACO1 Control 5-4 41,27,18
CO1 Lithium 5-4 28,160,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,35,13
ACO1 Lithium 5-4 38,19,0
nCO1 Lithium 5-4 7,147,88
CO1 Control 5-4 28,53,50
AO1 Lithium 5-4 30,51,41
ACO1 Control 5-4 22,70,29
nCO1 Lithium 5-4 16,183,117
ACO1 Control 5-4 18,51,22
CO1 Control 5-4 37,110,52
AO1 Control 5-4 47,34,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,46,30
nCO1 Control 5-4 36,117,1
AO1 Control 5-4 17,31,0
CO1 Lithium 5-4 14,165,0
nCO1 Lithium 5-4 17,145,83
nCO1 Control 5-4 38,127,91
AO1 Control 5-4 49,24,23
CO1 Lithium 5-4 8,69,36
CO1 Control 5-4 2,80,23
CO1 Lithium 5-4 34,62,25
AO1 Control 5-4 4,63,36
AO1 Lithium 5-4 41,8,4
ACO1 Lithium 5-4 48,47,36
nCO1 Control 5-4 22,166,75
AO1 Lithium 5-4 28,50,0
ACO1 Control 5-4 34,48,36
AO1 Lithium 5-4 4,57,0
AO1 Lithium 5-4 16,64,22
AO1 Control 5-4 31,58,35
nCO1 Control 5-4 34,129,68
AO1 Control 5-4 37,22,9
ACO1 Lithium 5-4 36,73,26
nCO1 Control 5-4 50,73,45
CO1 Control 5-4 1,113,0
AO1 Control 5-4 32,21,11
AO1 Control 5-4 5,44,9
AO1 Lithium 5-4 31,30,19
nCO1 Control 5-4 11,204,114
nCO1 Lithium 5-4 30,26,5
AO1 Lithium 5-4 11,103,13
nCO1 Lithium 5-4 28,157,84
CO1 Lithium 5-4 2,162,86
CO1 Lithium 5-4 6,190,0
nCO1 Lithium 5-4 29,152,92
CO1 Lithium 5-4 11,105,79
ACO1 Lithium 5-4 27,132,49
CO1 Control 5-4 24,179,0
CO1 Lithium 5-4 12,164,103
CO1 Lithium 5-4 5,120,92
ACO1 Lithium 5-4 2,15,1
ACO1 Lithium 5-4 19,62,35
CO1 Lithium 5-4 7,85,59
ACO1 Lithium 5-4 4,1,2
ACO1 Control 5-4 28,15,0
CO1 Control 5-4 26,156,105
CO1 Control 5-4 18,173,0
AO1 Lithium 5-4 8,34,9
CO1 Lithium 5-4 4,144,0
ACO1 Control 5-4 45,47,0
CO1 Lithium 5-4 26,162,87
CO1 Control 5-4 6,123,44
ACO1 Control 5-4 27,22,9
CO1 Control 5-4 31,140,81
ACO1 Control 5-4 50,23,3
AO1 Control 5-4 14,44,18
CO1 Lithium 5-4 40,130,88
nCO1 Control 5-4 39,86,49
ACO1 Lithium 5-4 43,5,0
nCO1 Lithium 5-4 48,74,64
AO1 Lithium 5-4 42,66,49
ACO1 Control 5-4 32,53,35
nCO1 Lithium 5-4 2,142,118
nCO1 Control 5-4 29,114,63
AO1 Control 5-4 29,14,49
nCO1 Lithium 5-4 24,116,53
nCO1 Control 5-4 33,157,94
nCO1 Control 5-4 4,10,0
AO1 Lithium 5-4 21,22,14
CO1 Control 5-4 33,88,66
nCO1 Lithium 5-4 34,5,0
CO1 Control 5-4 8,72,60
AO1 Control 5-4 43,47,28
nCO1 Control 5-4 10,148,87
AO1 Lithium 5-4 35,39,2
CO1 Lithium 5-4 18,56,34
nCO1 Control 5-4 46,106,62
CO1 Control 5-4 50,76,46
AO1 Lithium 5-4 45,100,38
ACO1 Lithium 5-4 34,124,0
nCO1 Control 5-4 2,108,87
ACO1 Lithium 5-4 11,105,45
nCO1 Lithium 5-4 22,24,0
AO1 Lithium 5-4 7,48,49
AO1 Control 5-4 11,56,45
ACO1 Lithium 5-4 16,22,16
ACO1 Lithium 5-4 17,34,34
nCO1 Control 5-4 9,15,0
nCO1 Control 5-4 18,117,105
ACO1 Control 5-4 46,72,46
CO1 Lithium 5-4 30,121,89
ACO1 Lithium 5-4 31,25,11
ACO1 Control 5-4 24,21,16
CO1 Lithium 5-4 9,95,62
CO1 Lithium 5-4 25,109,90
AO1 Control 5-4 16,60,37
CO1 Lithium 5-4 3,106,89
ACO1 Lithium 5-4 30,25,0
ACO1 Lithium 5-4 39,21,10
ACO1 Lithium 5-4 49,83,0
ACO1 Control 5-4 31,144,92
CO1 Lithium 5-4 17,188,82
ACO1 Lithium 5-4 22,31,24
ACO1 Control 5-4 49,88,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,5,10
nCO1 Control 5-4 41,203,111
AO1 Lithium 5-4 49,19,8
AO1 Control 5-4 50,12,23
AO1 Lithium 5-4 5,9,2
nCO1 Control 5-4 20,163,85
nCO1 Control 5-4 5,70,80
ACO1 Control 5-4 12,24,5
nCO1 Lithium 5-4 47,89,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,8,4
CO1 Control 5-4 36,184,76
ACO1 Control 5-4 3,34,10
nCO1 Lithium 5-4 39,88,63
