RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,120,61
CO1 Control 5-4 34,63,37
CO1 Control 5-4 41,192,43
nCO1 Lithium 5-4 32,17,10
AO1 Control 5-4 25,109,18
nCO1 Lithium 5-4 46,176,97
CO1 Control 5-4 14,146,73
nCO1 Control 5-4 8,144,77
AO1 Lithium 5-4 40,15,9
nCO1 Lithium 5-4 19,161,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,91,0
AO1 Control 5-4 7,100,15
AO1 Lithium 5-4 14,41,4
ACO1 Lithium 5-4 9,118,31
ACO1 Control 5-4 36,160,36
ACO1 Control 5-4 40,21,0
CO1 Control 5-4 45,129,81
CO1 Lithium 5-4 50,165,54
AO1 Control 5-4 27,58,3
ACO1 Lithium 5-4 6,36,26
AO1 Control 5-4 42,81,22
ACO1 Control 5-4 17,90,5
CO1 Lithium 5-4 13,109,62
AO1 Lithium 5-4 46,28,0
AO1 Control 5-4 33,84,36
CO1 Lithium 5-4 35,120,86
nCO1 Lithium 5-4 50,225,94
CO1 Lithium 5-4 43,141,52
CO1 Control 5-4 3,102,51
ACO1 Lithium 5-4 26,69,4
CO1 Control 5-4 5,42,0
AO1 Control 5-4 41,156,28
CO1 Control 5-4 21,150,69
nCO1 Control 5-4 30,175,55
AO1 Lithium 5-4 37,124,42
nCO1 Control 5-4 14,106,48
CO1 Lithium 5-4 23,135,92
ACO1 Lithium 5-4 40,28,9
nCO1 Lithium 5-4 41,166,76
ACO1 Control 5-4 21,117,58
CO1 Lithium 5-4 20,153,61
AO1 Control 5-4 19,24,0
ACO1 Lithium 5-4 23,18,10
ACO1 Control 5-4 39,54,5
AO1 Lithium 5-4 39,31,0
ACO1 Lithium 5-4 20,22,19
CO1 Lithium 5-4 42,117,0
CO1 Lithium 5-4 32,186,82
nCO1 Control 5-4 44,238,113
nCO1 Control 5-4 45,138,29
AO1 Lithium 5-4 34,9,0
AO1 Control 5-4 9,83,37
AO1 Control 5-4 36,101,6
AO1 Lithium 5-4 12,33,28
nCO1 Lithium 5-4 11,195,92
CO1 Lithium 5-4 38,129,59
nCO1 Lithium 5-4 9,208,80
nCO1 Lithium 5-4 15,168,89
AO1 Lithium 5-4 33,60,49
nCO1 Lithium 5-4 49,112,14
AO1 Control 5-4 6,118,67
CO1 Control 5-4 12,205,69
CO1 Control 5-4 15,127,82
nCO1 Lithium 5-4 6,192,90
ACO1 Control 5-4 25,32,24
ACO1 Lithium 5-4 3,63,38
CO1 Control 5-4 29,122,82
AO1 Control 5-4 26,58,5
nCO1 Lithium 5-4 23,198,112
ACO1 Control 5-4 47,104,22
AO1 Lithium 5-4 15,21,10
CO1 Control 5-4 49,137,47
ACO1 Control 5-4 42,89,25
CO1 Lithium 5-4 46,157,52
ACO1 Control 5-4 26,110,54
ACO1 Lithium 5-4 12,45,0
CO1 Lithium 5-4 47,204,78
ACO1 Lithium 5-4 42,99,37
nCO1 Lithium 5-4 13,122,90
nCO1 Control 5-4 48,18,0
AO1 Control 5-4 39,88,35
ACO1 Control 5-4 41,71,18
CO1 Lithium 5-4 28,147,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,41,13
ACO1 Lithium 5-4 38,49,0
nCO1 Lithium 5-4 7,164,88
CO1 Control 5-4 28,116,50
AO1 Lithium 5-4 30,52,41
ACO1 Control 5-4 22,138,29
nCO1 Lithium 5-4 16,211,117
ACO1 Control 5-4 18,87,22
CO1 Control 5-4 37,189,52
AO1 Control 5-4 47,79,33
AO1 Lithium 5-4 6,27,0
AO1 Control 5-4 44,95,30
nCO1 Control 5-4 36,162,1
AO1 Control 5-4 17,197,0
CO1 Lithium 5-4 14,213,0
nCO1 Lithium 5-4 17,157,83
nCO1 Control 5-4 38,148,91
AO1 Control 5-4 49,35,23
CO1 Lithium 5-4 8,105,36
