RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,118,61
CO1 Control 5-4 34,36,37
CO1 Control 5-4 41,159,43
nCO1 Lithium 5-4 32,47,10
AO1 Control 5-4 25,155,18
nCO1 Lithium 5-4 46,160,97
CO1 Control 5-4 14,103,73
nCO1 Control 5-4 8,157,77
AO1 Lithium 5-4 40,3,9
nCO1 Lithium 5-4 19,186,50
ACO1 Lithium 5-4 14,0,0
ACO1 Control 5-4 33,19,0
AO1 Control 5-4 7,88,15
AO1 Lithium 5-4 14,43,4
ACO1 Lithium 5-4 9,106,31
ACO1 Control 5-4 36,138,36
ACO1 Control 5-4 40,5,0
CO1 Control 5-4 45,107,81
CO1 Lithium 5-4 50,155,54
AO1 Control 5-4 27,42,3
ACO1 Lithium 5-4 6,20,26
AO1 Control 5-4 42,67,22
ACO1 Control 5-4 17,53,5
CO1 Lithium 5-4 13,98,62
AO1 Lithium 5-4 46,42,0
AO1 Control 5-4 33,97,36
CO1 Lithium 5-4 35,112,86
nCO1 Lithium 5-4 50,231,94
CO1 Lithium 5-4 43,88,52
CO1 Control 5-4 3,116,51
ACO1 Lithium 5-4 26,43,4
CO1 Control 5-4 5,72,0
AO1 Control 5-4 41,168,28
CO1 Control 5-4 21,152,69
nCO1 Control 5-4 30,168,55
AO1 Lithium 5-4 37,97,42
nCO1 Control 5-4 14,90,48
CO1 Lithium 5-4 23,122,92
ACO1 Lithium 5-4 40,7,9
nCO1 Lithium 5-4 41,143,76
ACO1 Control 5-4 21,105,58
CO1 Lithium 5-4 20,151,61
AO1 Control 5-4 19,27,0
ACO1 Lithium 5-4 23,25,10
ACO1 Control 5-4 39,54,5
AO1 Lithium 5-4 39,6,0
ACO1 Lithium 5-4 20,33,19
CO1 Lithium 5-4 42,100,0
CO1 Lithium 5-4 32,187,82
nCO1 Control 5-4 44,232,113
nCO1 Control 5-4 45,133,29
AO1 Lithium 5-4 34,22,0
AO1 Control 5-4 9,54,37
AO1 Control 5-4 36,68,6
AO1 Lithium 5-4 12,17,28
nCO1 Lithium 5-4 11,164,92
CO1 Lithium 5-4 38,100,59
nCO1 Lithium 5-4 9,201,80
nCO1 Lithium 5-4 15,171,89
AO1 Lithium 5-4 33,44,49
nCO1 Lithium 5-4 49,128,14
AO1 Control 5-4 6,112,67
CO1 Control 5-4 12,185,69
CO1 Control 5-4 15,111,82
nCO1 Lithium 5-4 6,148,90
ACO1 Control 5-4 25,37,24
