RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,88,61
CO1 Control 5-4 34,39,37
CO1 Control 5-4 41,182,43
nCO1 Lithium 5-4 32,10,10
AO1 Control 5-4 25,63,18
nCO1 Lithium 5-4 46,164,97
CO1 Control 5-4 14,127,73
nCO1 Control 5-4 8,114,77
AO1 Lithium 5-4 40,7,9
nCO1 Lithium 5-4 19,125,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,34,0
AO1 Control 5-4 7,73,15
AO1 Lithium 5-4 14,33,4
ACO1 Lithium 5-4 9,81,31
ACO1 Control 5-4 36,123,36
ACO1 Control 5-4 40,8,0
CO1 Control 5-4 45,137,81
CO1 Lithium 5-4 50,118,54
AO1 Control 5-4 27,43,3
ACO1 Lithium 5-4 6,29,26
AO1 Control 5-4 42,58,22
ACO1 Control 5-4 17,67,5
CO1 Lithium 5-4 13,103,62
AO1 Lithium 5-4 46,18,0
AO1 Control 5-4 33,74,36
CO1 Lithium 5-4 35,111,86
nCO1 Lithium 5-4 50,205,94
CO1 Lithium 5-4 43,119,52
CO1 Control 5-4 3,75,51
ACO1 Lithium 5-4 26,62,4
CO1 Control 5-4 5,29,0
AO1 Control 5-4 41,118,28
CO1 Control 5-4 21,151,69
nCO1 Control 5-4 30,114,55
AO1 Lithium 5-4 37,90,42
nCO1 Control 5-4 14,97,48
CO1 Lithium 5-4 23,127,92
ACO1 Lithium 5-4 40,10,9
nCO1 Lithium 5-4 41,162,76
ACO1 Control 5-4 21,93,58
CO1 Lithium 5-4 20,124,61
AO1 Control 5-4 19,25,0
ACO1 Lithium 5-4 23,14,10
ACO1 Control 5-4 39,25,5
AO1 Lithium 5-4 39,6,0
ACO1 Lithium 5-4 20,27,19
CO1 Lithium 5-4 42,107,0
CO1 Lithium 5-4 32,191,82
nCO1 Control 5-4 44,213,113
nCO1 Control 5-4 45,131,29
AO1 Lithium 5-4 34,14,0
AO1 Control 5-4 9,47,37
AO1 Control 5-4 36,77,6
AO1 Lithium 5-4 12,14,28
nCO1 Lithium 5-4 11,193,92
CO1 Lithium 5-4 38,113,59
nCO1 Lithium 5-4 9,202,80
nCO1 Lithium 5-4 15,148,89
AO1 Lithium 5-4 33,65,49
nCO1 Lithium 5-4 49,81,14
AO1 Control 5-4 6,97,67
CO1 Control 5-4 12,185,69
CO1 Control 5-4 15,116,82
nCO1 Lithium 5-4 6,181,90
ACO1 Control 5-4 25,32,24
ACO1 Lithium 5-4 3,42,38
CO1 Control 5-4 29,110,82
AO1 Control 5-4 26,39,5
nCO1 Lithium 5-4 23,196,112
ACO1 Control 5-4 47,89,22
AO1 Lithium 5-4 15,26,10
CO1 Control 5-4 49,102,47
ACO1 Control 5-4 42,67,25
CO1 Lithium 5-4 46,118,52
ACO1 Control 5-4 26,71,54
ACO1 Lithium 5-4 12,110,0
CO1 Lithium 5-4 47,170,78
ACO1 Lithium 5-4 42,59,37
nCO1 Lithium 5-4 13,101,90
nCO1 Control 5-4 48,18,0
AO1 Control 5-4 39,50,35
ACO1 Control 5-4 41,36,18
CO1 Lithium 5-4 28,145,76
nCO1 Control 5-4 16,20,0
