RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,67,61
CO1 Control 5-4 34,19,37
CO1 Control 5-4 41,148,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,34,18
nCO1 Lithium 5-4 46,123,97
CO1 Control 5-4 14,86,73
nCO1 Control 5-4 8,85,77
AO1 Lithium 5-4 40,6,9
nCO1 Lithium 5-4 19,127,50
ACO1 Lithium 5-4 14,0,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,25,15
AO1 Lithium 5-4 14,14,4
ACO1 Lithium 5-4 9,71,31
ACO1 Control 5-4 36,93,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,105,81
CO1 Lithium 5-4 50,97,54
AO1 Control 5-4 27,32,3
ACO1 Lithium 5-4 6,3,26
AO1 Control 5-4 42,43,22
ACO1 Control 5-4 17,34,5
CO1 Lithium 5-4 13,77,62
AO1 Lithium 5-4 46,21,0
AO1 Control 5-4 33,47,36
CO1 Lithium 5-4 35,99,86
nCO1 Lithium 5-4 50,126,94
CO1 Lithium 5-4 43,66,52
CO1 Control 5-4 3,66,51
ACO1 Lithium 5-4 26,31,4
CO1 Control 5-4 5,40,0
AO1 Control 5-4 41,114,28
CO1 Control 5-4 21,97,69
nCO1 Control 5-4 30,78,55
AO1 Lithium 5-4 37,71,42
nCO1 Control 5-4 14,62,48
CO1 Lithium 5-4 23,98,92
ACO1 Lithium 5-4 40,15,9
nCO1 Lithium 5-4 41,138,76
ACO1 Control 5-4 21,84,58
CO1 Lithium 5-4 20,84,61
AO1 Control 5-4 19,59,0
ACO1 Lithium 5-4 23,21,10
ACO1 Control 5-4 39,27,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,7,19
CO1 Lithium 5-4 42,94,0
CO1 Lithium 5-4 32,131,82
nCO1 Control 5-4 44,171,113
nCO1 Control 5-4 45,86,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,22,37
AO1 Control 5-4 36,69,6
AO1 Lithium 5-4 12,8,28
nCO1 Lithium 5-4 11,164,92
CO1 Lithium 5-4 38,80,59
nCO1 Lithium 5-4 9,148,80
nCO1 Lithium 5-4 15,103,89
AO1 Lithium 5-4 33,24,49
nCO1 Lithium 5-4 49,33,14
AO1 Control 5-4 6,51,67
CO1 Control 5-4 12,144,69
CO1 Control 5-4 15,100,82
nCO1 Lithium 5-4 6,129,90
ACO1 Control 5-4 25,13,24
ACO1 Lithium 5-4 3,18,38
CO1 Control 5-4 29,77,82
AO1 Control 5-4 26,18,5
nCO1 Lithium 5-4 23,141,112
ACO1 Control 5-4 47,50,22
AO1 Lithium 5-4 15,6,10
CO1 Control 5-4 49,36,47
ACO1 Control 5-4 42,35,25
CO1 Lithium 5-4 46,65,52
ACO1 Control 5-4 26,52,54
ACO1 Lithium 5-4 12,15,0
CO1 Lithium 5-4 47,117,78
ACO1 Lithium 5-4 42,27,37
nCO1 Lithium 5-4 13,51,90
nCO1 Control 5-4 48,13,0
AO1 Control 5-4 39,49,35
ACO1 Control 5-4 41,19,18
CO1 Lithium 5-4 28,126,76
nCO1 Control 5-4 16,25,0
ACO1 Lithium 5-4 1,18,13
ACO1 Lithium 5-4 38,24,0
nCO1 Lithium 5-4 7,105,88
CO1 Control 5-4 28,38,50
AO1 Lithium 5-4 30,29,41
