RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,68,61
CO1 Control 5-4 34,20,37
CO1 Control 5-4 41,132,43
nCO1 Lithium 5-4 32,8,10
AO1 Control 5-4 25,57,18
nCO1 Lithium 5-4 46,111,97
CO1 Control 5-4 14,77,73
nCO1 Control 5-4 8,95,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,133,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,30,0
AO1 Control 5-4 7,24,15
AO1 Lithium 5-4 14,13,4
ACO1 Lithium 5-4 9,49,31
ACO1 Control 5-4 36,118,36
ACO1 Control 5-4 40,2,0
CO1 Control 5-4 45,111,81
CO1 Lithium 5-4 50,118,54
AO1 Control 5-4 27,16,3
ACO1 Lithium 5-4 6,17,26
AO1 Control 5-4 42,41,22
ACO1 Control 5-4 17,14,5
CO1 Lithium 5-4 13,78,62
AO1 Lithium 5-4 46,35,0
AO1 Control 5-4 33,68,36
CO1 Lithium 5-4 35,106,86
nCO1 Lithium 5-4 50,156,94
CO1 Lithium 5-4 43,61,52
CO1 Control 5-4 3,55,51
ACO1 Lithium 5-4 26,37,4
CO1 Control 5-4 5,30,0
AO1 Control 5-4 41,87,28
CO1 Control 5-4 21,118,69
nCO1 Control 5-4 30,106,55
AO1 Lithium 5-4 37,69,42
nCO1 Control 5-4 14,72,48
CO1 Lithium 5-4 23,112,92
ACO1 Lithium 5-4 40,2,9
nCO1 Lithium 5-4 41,146,76
ACO1 Control 5-4 21,95,58
CO1 Lithium 5-4 20,116,61
AO1 Control 5-4 19,49,0
ACO1 Lithium 5-4 23,21,10
ACO1 Control 5-4 39,36,5
AO1 Lithium 5-4 39,12,0
ACO1 Lithium 5-4 20,20,19
CO1 Lithium 5-4 42,64,0
CO1 Lithium 5-4 32,130,82
nCO1 Control 5-4 44,183,113
nCO1 Control 5-4 45,87,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,29,37
AO1 Control 5-4 36,46,6
AO1 Lithium 5-4 12,11,28
nCO1 Lithium 5-4 11,132,92
CO1 Lithium 5-4 38,68,59
nCO1 Lithium 5-4 9,176,80
nCO1 Lithium 5-4 15,119,89
AO1 Lithium 5-4 33,43,49
nCO1 Lithium 5-4 49,85,14
AO1 Control 5-4 6,85,67
CO1 Control 5-4 12,126,69
CO1 Control 5-4 15,124,82
nCO1 Lithium 5-4 6,104,90
ACO1 Control 5-4 25,17,24
ACO1 Lithium 5-4 3,26,38
CO1 Control 5-4 29,88,82
AO1 Control 5-4 26,15,5
nCO1 Lithium 5-4 23,164,112
ACO1 Control 5-4 47,58,22
AO1 Lithium 5-4 15,8,10
CO1 Control 5-4 49,53,47
ACO1 Control 5-4 42,32,25
CO1 Lithium 5-4 46,58,52
ACO1 Control 5-4 26,69,54
ACO1 Lithium 5-4 12,45,0
CO1 Lithium 5-4 47,143,78
ACO1 Lithium 5-4 42,49,37
nCO1 Lithium 5-4 13,101,90
nCO1 Control 5-4 48,7,0
AO1 Control 5-4 39,40,35
ACO1 Control 5-4 41,19,18
CO1 Lithium 5-4 28,138,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,23,13
ACO1 Lithium 5-4 38,14,0
nCO1 Lithium 5-4 7,99,88
CO1 Control 5-4 28,48,50
AO1 Lithium 5-4 30,39,41
ACO1 Control 5-4 22,82,29
nCO1 Lithium 5-4 16,140,117
ACO1 Control 5-4 18,32,22
CO1 Control 5-4 37,122,52
AO1 Control 5-4 47,39,33
AO1 Lithium 5-4 6,30,0
AO1 Control 5-4 44,32,30
nCO1 Control 5-4 36,61,1
AO1 Control 5-4 17,36,0
CO1 Lithium 5-4 14,228,0
nCO1 Lithium 5-4 17,124,83
nCO1 Control 5-4 38,118,91
AO1 Control 5-4 49,40,23
CO1 Lithium 5-4 8,50,36
CO1 Control 5-4 2,86,23
CO1 Lithium 5-4 34,78,25
AO1 Control 5-4 4,55,36
AO1 Lithium 5-4 41,8,4
ACO1 Lithium 5-4 48,31,36
nCO1 Control 5-4 22,124,75
AO1 Lithium 5-4 28,36,0
ACO1 Control 5-4 34,32,36
AO1 Lithium 5-4 4,39,0
AO1 Lithium 5-4 16,38,22
AO1 Control 5-4 31,53,35
nCO1 Control 5-4 34,88,68
AO1 Control 5-4 37,9,9
ACO1 Lithium 5-4 36,81,26
nCO1 Control 5-4 50,80,45
CO1 Control 5-4 1,172,0
AO1 Control 5-4 32,5,11
AO1 Control 5-4 5,38,9
AO1 Lithium 5-4 31,18,19
nCO1 Control 5-4 11,194,114
nCO1 Lithium 5-4 30,18,5
AO1 Lithium 5-4 11,94,13
nCO1 Lithium 5-4 28,137,84
CO1 Lithium 5-4 2,157,86
CO1 Lithium 5-4 6,207,0
nCO1 Lithium 5-4 29,115,92
CO1 Lithium 5-4 11,123,79
ACO1 Lithium 5-4 27,88,49
CO1 Control 5-4 24,188,0
CO1 Lithium 5-4 12,164,103
CO1 Lithium 5-4 5,127,92
ACO1 Lithium 5-4 2,4,1
ACO1 Lithium 5-4 19,84,35
CO1 Lithium 5-4 7,73,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,5,0
CO1 Control 5-4 26,114,105
CO1 Control 5-4 18,165,0
AO1 Lithium 5-4 8,34,9
CO1 Lithium 5-4 4,173,0
ACO1 Control 5-4 45,63,0
CO1 Lithium 5-4 26,125,87
CO1 Control 5-4 6,42,44
ACO1 Control 5-4 27,14,9
CO1 Control 5-4 31,90,81
ACO1 Control 5-4 50,26,3
AO1 Control 5-4 14,32,18
CO1 Lithium 5-4 40,76,88
nCO1 Control 5-4 39,87,49
ACO1 Lithium 5-4 43,6,0
nCO1 Lithium 5-4 48,74,64
AO1 Lithium 5-4 42,55,49
ACO1 Control 5-4 32,50,35
nCO1 Lithium 5-4 2,168,118
nCO1 Control 5-4 29,73,63
AO1 Control 5-4 29,20,49
nCO1 Lithium 5-4 24,129,53
nCO1 Control 5-4 33,130,94
nCO1 Control 5-4 4,32,0
AO1 Lithium 5-4 21,19,14
CO1 Control 5-4 33,93,66
nCO1 Lithium 5-4 34,6,0
CO1 Control 5-4 8,44,60
AO1 Control 5-4 43,44,28
nCO1 Control 5-4 10,118,87
AO1 Lithium 5-4 35,4,2
CO1 Lithium 5-4 18,58,34
nCO1 Control 5-4 46,120,62
CO1 Control 5-4 50,84,46
AO1 Lithium 5-4 45,97,38
ACO1 Lithium 5-4 34,100,0
nCO1 Control 5-4 2,118,87
ACO1 Lithium 5-4 11,94,45
nCO1 Lithium 5-4 22,30,0
AO1 Lithium 5-4 7,47,49
AO1 Control 5-4 11,54,45
ACO1 Lithium 5-4 16,23,16
ACO1 Lithium 5-4 17,37,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,130,105
ACO1 Control 5-4 46,58,46
CO1 Lithium 5-4 30,101,89
ACO1 Lithium 5-4 31,27,11
ACO1 Control 5-4 24,27,16
CO1 Lithium 5-4 9,80,62
CO1 Lithium 5-4 25,106,90
AO1 Control 5-4 16,45,37
CO1 Lithium 5-4 3,102,89
ACO1 Lithium 5-4 30,40,0
ACO1 Lithium 5-4 39,14,10
ACO1 Lithium 5-4 49,100,0
ACO1 Control 5-4 31,114,92
CO1 Lithium 5-4 17,177,82
ACO1 Lithium 5-4 22,35,24
ACO1 Control 5-4 49,75,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,2,10
nCO1 Control 5-4 41,190,111
AO1 Lithium 5-4 49,15,8
AO1 Control 5-4 50,22,23
AO1 Lithium 5-4 5,8,2
nCO1 Control 5-4 20,131,85
nCO1 Control 5-4 5,81,80
ACO1 Control 5-4 12,34,5
nCO1 Lithium 5-4 47,101,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,6,4
CO1 Control 5-4 36,125,76
ACO1 Control 5-4 3,6,10
nCO1 Lithium 5-4 39,66,63
ACO1 Lithium 5-4 47,220,0
nCO1 Control 5-4 26,126,0
CO1 Lithium 5-4 21,147,67
AO1 Control 5-4 45,23,29
nCO1 Control 5-4 23,169,100
CO1 Control 5-4 32,56,51
ACO1 Control 5-4 10,38,17
nCO1 Control 5-4 6,134,74
nCO1 Control 5-4 31,100,71
nCO1 Lithium 5-4 36,181,121
ACO1 Control 5-4 9,32,14
CO1 Lithium 5-4 15,145,125
AO1 Lithium 5-4 20,4,18
nCO1 Control 5-4 12,98,52
nCO1 Lithium 5-4 18,95,58
AO1 Control 5-4 20,33,5
nCO1 Lithium 5-4 26,142,97
