RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,188,61
CO1 Control 5-4 34,120,37
CO1 Control 5-4 41,264,43
nCO1 Lithium 5-4 32,70,10
AO1 Control 5-4 25,161,18
nCO1 Lithium 5-4 46,265,97
CO1 Control 5-4 14,179,73
nCO1 Control 5-4 8,215,77
AO1 Lithium 5-4 40,37,9
nCO1 Lithium 5-4 19,280,50
ACO1 Lithium 5-4 14,12,0
ACO1 Control 5-4 33,308,0
AO1 Control 5-4 7,139,15
AO1 Lithium 5-4 14,66,4
ACO1 Lithium 5-4 9,175,31
ACO1 Control 5-4 36,223,36
ACO1 Control 5-4 40,44,0
CO1 Control 5-4 45,209,81
CO1 Lithium 5-4 50,220,54
AO1 Control 5-4 27,129,3
ACO1 Lithium 5-4 6,53,26
AO1 Control 5-4 42,126,22
ACO1 Control 5-4 17,157,5
CO1 Lithium 5-4 13,151,62
AO1 Lithium 5-4 46,58,0
AO1 Control 5-4 33,143,36
CO1 Lithium 5-4 35,187,86
nCO1 Lithium 5-4 50,311,94
CO1 Lithium 5-4 43,176,52
CO1 Control 5-4 3,163,51
ACO1 Lithium 5-4 26,146,4
CO1 Control 5-4 5,40,0
AO1 Control 5-4 41,241,28
CO1 Control 5-4 21,205,69
nCO1 Control 5-4 30,214,55
AO1 Lithium 5-4 37,156,42
nCO1 Control 5-4 14,166,48
CO1 Lithium 5-4 23,225,92
ACO1 Lithium 5-4 40,80,9
nCO1 Lithium 5-4 41,242,76
ACO1 Control 5-4 21,166,58
CO1 Lithium 5-4 20,217,61
AO1 Control 5-4 19,128,0
ACO1 Lithium 5-4 23,48,10
ACO1 Control 5-4 39,104,5
AO1 Lithium 5-4 39,56,0
ACO1 Lithium 5-4 20,93,19
CO1 Lithium 5-4 42,167,0
CO1 Lithium 5-4 32,270,82
nCO1 Control 5-4 44,301,113
nCO1 Control 5-4 45,210,29
AO1 Lithium 5-4 34,33,0
AO1 Control 5-4 9,103,37
AO1 Control 5-4 36,164,6
AO1 Lithium 5-4 12,38,28
nCO1 Lithium 5-4 11,275,92
CO1 Lithium 5-4 38,170,59
nCO1 Lithium 5-4 9,306,80
nCO1 Lithium 5-4 15,213,89
AO1 Lithium 5-4 33,93,49
nCO1 Lithium 5-4 49,206,14
AO1 Control 5-4 6,186,67
CO1 Control 5-4 12,301,69
CO1 Control 5-4 15,191,82
nCO1 Lithium 5-4 6,274,90
ACO1 Control 5-4 25,93,24
ACO1 Lithium 5-4 3,105,38
CO1 Control 5-4 29,157,82
AO1 Control 5-4 26,96,5
nCO1 Lithium 5-4 23,326,112
ACO1 Control 5-4 47,191,22
AO1 Lithium 5-4 15,48,10
CO1 Control 5-4 49,185,47
ACO1 Control 5-4 42,144,25
CO1 Lithium 5-4 46,239,52
ACO1 Control 5-4 26,201,54
ACO1 Lithium 5-4 12,273,0
CO1 Lithium 5-4 47,299,78
ACO1 Lithium 5-4 42,155,37
nCO1 Lithium 5-4 13,231,90
nCO1 Control 5-4 48,63,0
AO1 Control 5-4 39,134,35
ACO1 Control 5-4 41,106,18
CO1 Lithium 5-4 28,251,76
nCO1 Control 5-4 16,207,0
ACO1 Lithium 5-4 1,68,13
ACO1 Lithium 5-4 38,75,0
nCO1 Lithium 5-4 7,240,88
CO1 Control 5-4 28,204,50
AO1 Lithium 5-4 30,94,41
ACO1 Control 5-4 22,217,29
nCO1 Lithium 5-4 16,279,117
ACO1 Control 5-4 18,166,22
CO1 Control 5-4 37,313,52
AO1 Control 5-4 47,201,33
AO1 Lithium 5-4 6,102,0
AO1 Control 5-4 44,194,30
nCO1 Control 5-4 36,219,1
AO1 Control 5-4 17,262,0
CO1 Lithium 5-4 14,261,0
nCO1 Lithium 5-4 17,276,83
nCO1 Control 5-4 38,210,91
AO1 Control 5-4 49,118,23
CO1 Lithium 5-4 8,180,36
CO1 Control 5-4 2,198,23
CO1 Lithium 5-4 34,200,25
AO1 Control 5-4 4,215,36
AO1 Lithium 5-4 41,116,4
ACO1 Lithium 5-4 48,104,36
nCO1 Control 5-4 22,298,75
AO1 Lithium 5-4 28,55,0
ACO1 Control 5-4 34,105,36
AO1 Lithium 5-4 4,170,0
AO1 Lithium 5-4 16,113,22
AO1 Control 5-4 31,286,35
nCO1 Control 5-4 34,200,68
AO1 Control 5-4 37,72,9
ACO1 Lithium 5-4 36,181,26
nCO1 Control 5-4 50,229,45
CO1 Control 5-4 1,331,0
AO1 Control 5-4 32,42,11
AO1 Control 5-4 5,134,9
AO1 Lithium 5-4 31,109,19
nCO1 Control 5-4 11,295,114
nCO1 Lithium 5-4 30,52,5
AO1 Lithium 5-4 11,293,13
nCO1 Lithium 5-4 28,284,84
CO1 Lithium 5-4 2,206,86
CO1 Lithium 5-4 6,393,0
nCO1 Lithium 5-4 29,250,92
CO1 Lithium 5-4 11,251,79
ACO1 Lithium 5-4 27,206,49
CO1 Control 5-4 24,414,0
CO1 Lithium 5-4 12,262,103
CO1 Lithium 5-4 5,189,92
ACO1 Lithium 5-4 2,59,1
ACO1 Lithium 5-4 19,174,35
CO1 Lithium 5-4 7,178,59
ACO1 Lithium 5-4 4,22,2
ACO1 Control 5-4 28,47,0
CO1 Control 5-4 26,236,105
CO1 Control 5-4 18,407,0
AO1 Lithium 5-4 8,76,9
CO1 Lithium 5-4 4,255,0
ACO1 Control 5-4 45,58,0
CO1 Lithium 5-4 26,324,87
CO1 Control 5-4 6,262,44
ACO1 Control 5-4 27,66,9
CO1 Control 5-4 31,262,81
ACO1 Control 5-4 50,129,3
AO1 Control 5-4 14,225,18
CO1 Lithium 5-4 40,239,88
nCO1 Control 5-4 39,309,49
ACO1 Lithium 5-4 43,49,0
nCO1 Lithium 5-4 48,171,64
AO1 Lithium 5-4 42,165,49
ACO1 Control 5-4 32,95,35
nCO1 Lithium 5-4 2,379,118
nCO1 Control 5-4 29,178,63
AO1 Control 5-4 29,111,49
nCO1 Lithium 5-4 24,248,53
nCO1 Control 5-4 33,227,94
nCO1 Control 5-4 4,51,0
AO1 Lithium 5-4 21,93,14
CO1 Control 5-4 33,165,66
nCO1 Lithium 5-4 34,27,0
CO1 Control 5-4 8,123,60
AO1 Control 5-4 43,114,28
nCO1 Control 5-4 10,218,87
AO1 Lithium 5-4 35,102,2
CO1 Lithium 5-4 18,252,34
nCO1 Control 5-4 46,252,62
CO1 Control 5-4 50,223,46
AO1 Lithium 5-4 45,205,38
ACO1 Lithium 5-4 34,291,0
nCO1 Control 5-4 2,267,87
ACO1 Lithium 5-4 11,199,45
nCO1 Lithium 5-4 22,88,0
AO1 Lithium 5-4 7,118,49
AO1 Control 5-4 11,161,45
ACO1 Lithium 5-4 16,88,16
ACO1 Lithium 5-4 17,97,34
nCO1 Control 5-4 9,48,0
nCO1 Control 5-4 18,260,105
ACO1 Control 5-4 46,201,46
CO1 Lithium 5-4 30,264,89
ACO1 Lithium 5-4 31,68,11
ACO1 Control 5-4 24,92,16
CO1 Lithium 5-4 9,186,62
