RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,45,61
CO1 Control 5-4 34,20,37
CO1 Control 5-4 41,86,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,36,18
nCO1 Lithium 5-4 46,78,97
CO1 Control 5-4 14,50,73
nCO1 Control 5-4 8,72,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,65,50
ACO1 Lithium 5-4 14,1,0
ACO1 Control 5-4 33,213,0
AO1 Control 5-4 7,28,15
AO1 Lithium 5-4 14,18,4
ACO1 Lithium 5-4 9,23,31
ACO1 Control 5-4 36,58,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,76,81
CO1 Lithium 5-4 50,57,54
AO1 Control 5-4 27,6,3
ACO1 Lithium 5-4 6,24,26
AO1 Control 5-4 42,32,22
ACO1 Control 5-4 17,8,5
CO1 Lithium 5-4 13,64,62
AO1 Lithium 5-4 46,15,0
AO1 Control 5-4 33,32,36
CO1 Lithium 5-4 35,76,86
nCO1 Lithium 5-4 50,124,94
CO1 Lithium 5-4 43,38,52
CO1 Control 5-4 3,30,51
ACO1 Lithium 5-4 26,22,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,14,28
CO1 Control 5-4 21,98,69
nCO1 Control 5-4 30,82,55
AO1 Lithium 5-4 37,49,42
nCO1 Control 5-4 14,50,48
CO1 Lithium 5-4 23,78,92
ACO1 Lithium 5-4 40,1,9
nCO1 Lithium 5-4 41,95,76
ACO1 Control 5-4 21,66,58
CO1 Lithium 5-4 20,71,61
AO1 Control 5-4 19,28,0
ACO1 Lithium 5-4 23,10,10
ACO1 Control 5-4 39,11,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,11,19
CO1 Lithium 5-4 42,15,0
CO1 Lithium 5-4 32,76,82
nCO1 Control 5-4 44,130,113
nCO1 Control 5-4 45,57,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,25,37
AO1 Control 5-4 36,23,6
AO1 Lithium 5-4 12,12,28
nCO1 Lithium 5-4 11,86,92
CO1 Lithium 5-4 38,56,59
nCO1 Lithium 5-4 9,141,80
nCO1 Lithium 5-4 15,77,89
AO1 Lithium 5-4 33,32,49
nCO1 Lithium 5-4 49,21,14
AO1 Control 5-4 6,55,67
CO1 Control 5-4 12,78,69
CO1 Control 5-4 15,75,82
nCO1 Lithium 5-4 6,92,90
ACO1 Control 5-4 25,13,24
ACO1 Lithium 5-4 3,24,38
CO1 Control 5-4 29,47,82
AO1 Control 5-4 26,7,5
nCO1 Lithium 5-4 23,130,112
ACO1 Control 5-4 47,40,22
AO1 Lithium 5-4 15,7,10
CO1 Control 5-4 49,36,47
ACO1 Control 5-4 42,13,25
CO1 Lithium 5-4 46,36,52
ACO1 Control 5-4 26,69,54
ACO1 Lithium 5-4 12,19,0
CO1 Lithium 5-4 47,107,78
ACO1 Lithium 5-4 42,35,37
nCO1 Lithium 5-4 13,61,90
nCO1 Control 5-4 48,2,0
AO1 Control 5-4 39,13,35
ACO1 Control 5-4 41,5,18
CO1 Lithium 5-4 28,77,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,32,13
ACO1 Lithium 5-4 38,5,0
nCO1 Lithium 5-4 7,77,88
CO1 Control 5-4 28,45,50
AO1 Lithium 5-4 30,34,41
ACO1 Control 5-4 22,24,29
nCO1 Lithium 5-4 16,104,117
ACO1 Control 5-4 18,13,22
CO1 Control 5-4 37,82,52
AO1 Control 5-4 47,28,33
