RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,262,61
CO1 Control 5-4 34,262,37
CO1 Control 5-4 41,392,43
nCO1 Lithium 5-4 32,81,10
AO1 Control 5-4 25,264,18
nCO1 Lithium 5-4 46,365,97
CO1 Control 5-4 14,270,73
nCO1 Control 5-4 8,311,77
AO1 Lithium 5-4 40,135,9
nCO1 Lithium 5-4 19,454,50
ACO1 Lithium 5-4 14,76,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,308,15
AO1 Lithium 5-4 14,159,4
ACO1 Lithium 5-4 9,247,31
ACO1 Control 5-4 36,366,36
ACO1 Control 5-4 40,131,0
CO1 Control 5-4 45,390,81
CO1 Lithium 5-4 50,358,54
AO1 Control 5-4 27,267,3
ACO1 Lithium 5-4 6,155,26
AO1 Control 5-4 42,229,22
ACO1 Control 5-4 17,323,5
CO1 Lithium 5-4 13,230,62
AO1 Lithium 5-4 46,31,0
AO1 Control 5-4 33,239,36
CO1 Lithium 5-4 35,263,86
nCO1 Lithium 5-4 50,453,94
CO1 Lithium 5-4 43,262,52
CO1 Control 5-4 3,286,51
ACO1 Lithium 5-4 26,184,4
CO1 Control 5-4 5,91,0
AO1 Control 5-4 41,353,28
CO1 Control 5-4 21,326,69
nCO1 Control 5-4 30,210,55
AO1 Lithium 5-4 37,245,42
nCO1 Control 5-4 14,216,48
CO1 Lithium 5-4 23,372,92
ACO1 Lithium 5-4 40,147,9
nCO1 Lithium 5-4 41,365,76
ACO1 Control 5-4 21,305,58
CO1 Lithium 5-4 20,373,61
AO1 Control 5-4 19,25,0
ACO1 Lithium 5-4 23,120,10
ACO1 Control 5-4 39,191,5
AO1 Lithium 5-4 39,117,0
ACO1 Lithium 5-4 20,185,19
CO1 Lithium 5-4 42,306,0
CO1 Lithium 5-4 32,361,82
nCO1 Control 5-4 44,404,113
nCO1 Control 5-4 45,351,29
AO1 Lithium 5-4 34,58,0
AO1 Control 5-4 9,190,37
AO1 Control 5-4 36,263,6
AO1 Lithium 5-4 12,115,28
nCO1 Lithium 5-4 11,363,92
CO1 Lithium 5-4 38,278,59
nCO1 Lithium 5-4 9,452,80
nCO1 Lithium 5-4 15,353,89
AO1 Lithium 5-4 33,206,49
nCO1 Lithium 5-4 49,341,14
AO1 Control 5-4 6,311,67
CO1 Control 5-4 12,404,69
CO1 Control 5-4 15,263,82
nCO1 Lithium 5-4 6,335,90
ACO1 Control 5-4 25,127,24
ACO1 Lithium 5-4 3,170,38
CO1 Control 5-4 29,259,82
AO1 Control 5-4 26,194,5
nCO1 Lithium 5-4 23,450,112
ACO1 Control 5-4 47,280,22
AO1 Lithium 5-4 15,134,10
CO1 Control 5-4 49,335,47
ACO1 Control 5-4 42,262,25
CO1 Lithium 5-4 46,404,52
ACO1 Control 5-4 26,311,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,406,78
ACO1 Lithium 5-4 42,237,37
nCO1 Lithium 5-4 13,272,90
nCO1 Control 5-4 48,178,0
AO1 Control 5-4 39,222,35
ACO1 Control 5-4 41,241,18
CO1 Lithium 5-4 28,320,76
nCO1 Control 5-4 16,37,0
ACO1 Lithium 5-4 1,138,13
ACO1 Lithium 5-4 38,199,0
nCO1 Lithium 5-4 7,308,88
CO1 Control 5-4 28,289,50
AO1 Lithium 5-4 30,181,41
ACO1 Control 5-4 22,350,29
nCO1 Lithium 5-4 16,388,117
ACO1 Control 5-4 18,340,22
CO1 Control 5-4 37,390,52
AO1 Control 5-4 47,303,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,331,30
nCO1 Control 5-4 36,318,1
AO1 Control 5-4 17,375,0
CO1 Lithium 5-4 14,149,0
