RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,67,61
CO1 Control 5-4 34,29,37
CO1 Control 5-4 41,104,43
nCO1 Lithium 5-4 32,16,10
AO1 Control 5-4 25,74,18
nCO1 Lithium 5-4 46,114,97
CO1 Control 5-4 14,90,73
nCO1 Control 5-4 8,91,77
AO1 Lithium 5-4 40,2,9
nCO1 Lithium 5-4 19,118,50
ACO1 Lithium 5-4 14,4,0
ACO1 Control 5-4 33,312,0
AO1 Control 5-4 7,29,15
AO1 Lithium 5-4 14,19,4
ACO1 Lithium 5-4 9,43,31
ACO1 Control 5-4 36,115,36
ACO1 Control 5-4 40,2,0
CO1 Control 5-4 45,97,81
CO1 Lithium 5-4 50,109,54
AO1 Control 5-4 27,25,3
ACO1 Lithium 5-4 6,33,26
AO1 Control 5-4 42,44,22
ACO1 Control 5-4 17,33,5
CO1 Lithium 5-4 13,84,62
AO1 Lithium 5-4 46,31,0
AO1 Control 5-4 33,58,36
CO1 Lithium 5-4 35,88,86
nCO1 Lithium 5-4 50,190,94
CO1 Lithium 5-4 43,56,52
CO1 Control 5-4 3,57,51
ACO1 Lithium 5-4 26,28,4
CO1 Control 5-4 5,15,0
AO1 Control 5-4 41,84,28
CO1 Control 5-4 21,121,69
nCO1 Control 5-4 30,142,55
AO1 Lithium 5-4 37,67,42
nCO1 Control 5-4 14,72,48
CO1 Lithium 5-4 23,101,92
ACO1 Lithium 5-4 40,3,9
nCO1 Lithium 5-4 41,143,76
ACO1 Control 5-4 21,95,58
CO1 Lithium 5-4 20,99,61
AO1 Control 5-4 19,30,0
ACO1 Lithium 5-4 23,20,10
ACO1 Control 5-4 39,34,5
AO1 Lithium 5-4 39,4,0
ACO1 Lithium 5-4 20,29,19
CO1 Lithium 5-4 42,46,0
CO1 Lithium 5-4 32,122,82
nCO1 Control 5-4 44,210,113
nCO1 Control 5-4 45,101,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,38,37
AO1 Control 5-4 36,51,6
AO1 Lithium 5-4 12,17,28
nCO1 Lithium 5-4 11,151,92
CO1 Lithium 5-4 38,84,59
nCO1 Lithium 5-4 9,184,80
