RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,42,61
CO1 Control 5-4 34,19,37
CO1 Control 5-4 41,52,43
nCO1 Lithium 5-4 32,2,10
AO1 Control 5-4 25,16,18
nCO1 Lithium 5-4 46,78,97
CO1 Control 5-4 14,47,73
nCO1 Control 5-4 8,64,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,74,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,21,15
AO1 Lithium 5-4 14,7,4
ACO1 Lithium 5-4 9,21,31
ACO1 Control 5-4 36,63,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,60,81
CO1 Lithium 5-4 50,63,54
AO1 Control 5-4 27,21,3
ACO1 Lithium 5-4 6,22,26
AO1 Control 5-4 42,23,22
ACO1 Control 5-4 17,13,5
CO1 Lithium 5-4 13,41,62
AO1 Lithium 5-4 46,8,0
AO1 Control 5-4 33,36,36
CO1 Lithium 5-4 35,61,86
nCO1 Lithium 5-4 50,106,94
CO1 Lithium 5-4 43,34,52
CO1 Control 5-4 3,38,51
ACO1 Lithium 5-4 26,20,4
CO1 Control 5-4 5,26,0
AO1 Control 5-4 41,11,28
CO1 Control 5-4 21,73,69
nCO1 Control 5-4 30,73,55
AO1 Lithium 5-4 37,41,42
nCO1 Control 5-4 14,39,48
CO1 Lithium 5-4 23,66,92
ACO1 Lithium 5-4 40,1,9
nCO1 Lithium 5-4 41,89,76
ACO1 Control 5-4 21,56,58
CO1 Lithium 5-4 20,45,61
AO1 Control 5-4 19,60,0
ACO1 Lithium 5-4 23,10,10
ACO1 Control 5-4 39,16,5
AO1 Lithium 5-4 39,4,0
ACO1 Lithium 5-4 20,14,19
CO1 Lithium 5-4 42,10,0
CO1 Lithium 5-4 32,87,82
nCO1 Control 5-4 44,130,113
nCO1 Control 5-4 45,35,29
AO1 Lithium 5-4 34,5,0
AO1 Control 5-4 9,26,37
AO1 Control 5-4 36,23,6
AO1 Lithium 5-4 12,10,28
nCO1 Lithium 5-4 11,80,92
CO1 Lithium 5-4 38,45,59
nCO1 Lithium 5-4 9,103,80
nCO1 Lithium 5-4 15,64,89
AO1 Lithium 5-4 33,35,49
nCO1 Lithium 5-4 49,45,14
AO1 Control 5-4 6,51,67
CO1 Control 5-4 12,61,69
CO1 Control 5-4 15,80,82
nCO1 Lithium 5-4 6,65,90
ACO1 Control 5-4 25,12,24
ACO1 Lithium 5-4 3,18,38
CO1 Control 5-4 29,49,82
AO1 Control 5-4 26,8,5
nCO1 Lithium 5-4 23,121,112
ACO1 Control 5-4 47,58,22
AO1 Lithium 5-4 15,7,10
CO1 Control 5-4 49,36,47
ACO1 Control 5-4 42,20,25
CO1 Lithium 5-4 46,29,52
ACO1 Control 5-4 26,42,54
ACO1 Lithium 5-4 12,90,0
CO1 Lithium 5-4 47,84,78
ACO1 Lithium 5-4 42,33,37
nCO1 Lithium 5-4 13,44,90
nCO1 Control 5-4 48,5,0
AO1 Control 5-4 39,38,35
ACO1 Control 5-4 41,12,18
CO1 Lithium 5-4 28,59,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,27,13
ACO1 Lithium 5-4 38,4,0
nCO1 Lithium 5-4 7,67,88
CO1 Control 5-4 28,34,50
AO1 Lithium 5-4 30,34,41
ACO1 Control 5-4 22,28,29
nCO1 Lithium 5-4 16,92,117
ACO1 Control 5-4 18,16,22
CO1 Control 5-4 37,58,52
AO1 Control 5-4 47,26,33
AO1 Lithium 5-4 6,4,0
AO1 Control 5-4 44,26,30
nCO1 Control 5-4 36,29,1
AO1 Control 5-4 17,4,0
CO1 Lithium 5-4 14,114,0
nCO1 Lithium 5-4 17,84,83
nCO1 Control 5-4 38,69,91
AO1 Control 5-4 49,21,23
CO1 Lithium 5-4 8,36,36
CO1 Control 5-4 2,48,23
CO1 Lithium 5-4 34,25,25
AO1 Control 5-4 4,39,36
AO1 Lithium 5-4 41,6,4
ACO1 Lithium 5-4 48,25,36
nCO1 Control 5-4 22,87,75
AO1 Lithium 5-4 28,13,0
ACO1 Control 5-4 34,32,36
AO1 Lithium 5-4 4,26,0
AO1 Lithium 5-4 16,27,22
AO1 Control 5-4 31,38,35
nCO1 Control 5-4 34,50,68
AO1 Control 5-4 37,1,9
ACO1 Lithium 5-4 36,36,26
nCO1 Control 5-4 50,59,45
CO1 Control 5-4 1,77,0
AO1 Control 5-4 32,4,11
AO1 Control 5-4 5,14,9
AO1 Lithium 5-4 31,17,19
nCO1 Control 5-4 11,123,114
nCO1 Lithium 5-4 30,14,5
AO1 Lithium 5-4 11,37,13
nCO1 Lithium 5-4 28,88,84
CO1 Lithium 5-4 2,97,86
CO1 Lithium 5-4 6,139,0
nCO1 Lithium 5-4 29,96,92
CO1 Lithium 5-4 11,85,79
ACO1 Lithium 5-4 27,53,49
CO1 Control 5-4 24,51,0
CO1 Lithium 5-4 12,100,103
CO1 Lithium 5-4 5,79,92
ACO1 Lithium 5-4 2,10,1
ACO1 Lithium 5-4 19,42,35
CO1 Lithium 5-4 7,38,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,4,0
CO1 Control 5-4 26,66,105
CO1 Control 5-4 18,163,0
AO1 Lithium 5-4 8,12,9
CO1 Lithium 5-4 4,89,0
ACO1 Control 5-4 45,39,0
CO1 Lithium 5-4 26,70,87
CO1 Control 5-4 6,41,44
ACO1 Control 5-4 27,4,9
CO1 Control 5-4 31,63,81
ACO1 Control 5-4 50,20,3
AO1 Control 5-4 14,30,18
CO1 Lithium 5-4 40,57,88
nCO1 Control 5-4 39,43,49
ACO1 Lithium 5-4 43,1,0
nCO1 Lithium 5-4 48,53,64
AO1 Lithium 5-4 42,46,49
ACO1 Control 5-4 32,26,35
nCO1 Lithium 5-4 2,90,118
nCO1 Control 5-4 29,55,63
AO1 Control 5-4 29,17,49
nCO1 Lithium 5-4 24,72,53
nCO1 Control 5-4 33,84,94
nCO1 Control 5-4 4,10,0
AO1 Lithium 5-4 21,16,14
CO1 Control 5-4 33,50,66
nCO1 Lithium 5-4 34,0,0
CO1 Control 5-4 8,29,60
AO1 Control 5-4 43,15,28
nCO1 Control 5-4 10,63,87
AO1 Lithium 5-4 35,2,2
CO1 Lithium 5-4 18,27,34
nCO1 Control 5-4 46,73,62
CO1 Control 5-4 50,35,46
AO1 Lithium 5-4 45,63,38
ACO1 Lithium 5-4 34,14,0
nCO1 Control 5-4 2,74,87
ACO1 Lithium 5-4 11,28,45
nCO1 Lithium 5-4 22,24,0
AO1 Lithium 5-4 7,31,49
AO1 Control 5-4 11,29,45
ACO1 Lithium 5-4 16,9,16
ACO1 Lithium 5-4 17,34,34
nCO1 Control 5-4 9,10,0
nCO1 Control 5-4 18,75,105
ACO1 Control 5-4 46,46,46
CO1 Lithium 5-4 30,72,89
ACO1 Lithium 5-4 31,18,11
ACO1 Control 5-4 24,11,16
CO1 Lithium 5-4 9,51,62
CO1 Lithium 5-4 25,63,90
AO1 Control 5-4 16,25,37
CO1 Lithium 5-4 3,85,89
ACO1 Lithium 5-4 30,14,0
ACO1 Lithium 5-4 39,7,10
ACO1 Lithium 5-4 49,35,0
ACO1 Control 5-4 31,75,92
CO1 Lithium 5-4 17,56,82
ACO1 Lithium 5-4 22,25,24
ACO1 Control 5-4 49,43,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,115,111
AO1 Lithium 5-4 49,18,8
AO1 Control 5-4 50,33,23
AO1 Lithium 5-4 5,4,2
nCO1 Control 5-4 20,78,85
nCO1 Control 5-4 5,56,80
ACO1 Control 5-4 12,3,5
nCO1 Lithium 5-4 47,51,61
AO1 Control 5-4 10,12,0
ACO1 Lithium 5-4 50,3,4
CO1 Control 5-4 36,53,76
ACO1 Control 5-4 3,12,10
nCO1 Lithium 5-4 39,41,63
ACO1 Lithium 5-4 47,64,0
nCO1 Control 5-4 26,29,0
CO1 Lithium 5-4 21,94,67
AO1 Control 5-4 45,15,29
nCO1 Control 5-4 23,94,100
CO1 Control 5-4 32,42,51
