RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,65,61
CO1 Control 5-4 34,29,37
CO1 Control 5-4 41,79,43
nCO1 Lithium 5-4 32,1,10
AO1 Control 5-4 25,13,18
nCO1 Lithium 5-4 46,104,97
CO1 Control 5-4 14,69,73
nCO1 Control 5-4 8,87,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,84,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,28,15
AO1 Lithium 5-4 14,5,4
ACO1 Lithium 5-4 9,29,31
ACO1 Control 5-4 36,64,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,99,81
CO1 Lithium 5-4 50,64,54
AO1 Control 5-4 27,9,3
ACO1 Lithium 5-4 6,32,26
AO1 Control 5-4 42,31,22
ACO1 Control 5-4 17,11,5
CO1 Lithium 5-4 13,79,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,53,36
CO1 Lithium 5-4 35,71,86
nCO1 Lithium 5-4 50,141,94
CO1 Lithium 5-4 43,57,52
CO1 Control 5-4 3,39,51
ACO1 Lithium 5-4 26,23,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,41,28
CO1 Control 5-4 21,94,69
nCO1 Control 5-4 30,70,55
AO1 Lithium 5-4 37,71,42
nCO1 Control 5-4 14,49,48
CO1 Lithium 5-4 23,98,92
ACO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 41,140,76
ACO1 Control 5-4 21,77,58
CO1 Lithium 5-4 20,70,61
AO1 Control 5-4 19,0,0
ACO1 Lithium 5-4 23,12,10
ACO1 Control 5-4 39,11,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,27,19
CO1 Lithium 5-4 42,31,0
CO1 Lithium 5-4 32,99,82
nCO1 Control 5-4 44,167,113
nCO1 Control 5-4 45,55,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,31,37
AO1 Control 5-4 36,34,6
AO1 Lithium 5-4 12,17,28
nCO1 Lithium 5-4 11,132,92
CO1 Lithium 5-4 38,65,59
nCO1 Lithium 5-4 9,119,80
nCO1 Lithium 5-4 15,93,89
AO1 Lithium 5-4 33,45,49
nCO1 Lithium 5-4 49,40,14
AO1 Control 5-4 6,69,67
CO1 Control 5-4 12,85,69
CO1 Control 5-4 15,101,82
nCO1 Lithium 5-4 6,91,90
ACO1 Control 5-4 25,26,24
ACO1 Lithium 5-4 3,27,38
CO1 Control 5-4 29,78,82
AO1 Control 5-4 26,10,5
nCO1 Lithium 5-4 23,137,112
ACO1 Control 5-4 47,23,22
AO1 Lithium 5-4 15,8,10
CO1 Control 5-4 49,64,47
ACO1 Control 5-4 42,23,25
CO1 Lithium 5-4 46,37,52
ACO1 Control 5-4 26,58,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,106,78
ACO1 Lithium 5-4 42,37,37
nCO1 Lithium 5-4 13,50,90
nCO1 Control 5-4 48,3,0
AO1 Control 5-4 39,31,35
ACO1 Control 5-4 41,4,18
CO1 Lithium 5-4 28,89,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,26,13
ACO1 Lithium 5-4 38,6,0
nCO1 Lithium 5-4 7,97,88
CO1 Control 5-4 28,53,50
AO1 Lithium 5-4 30,37,41
ACO1 Control 5-4 22,43,29
nCO1 Lithium 5-4 16,127,117
ACO1 Control 5-4 18,34,22
CO1 Control 5-4 37,63,52
AO1 Control 5-4 47,34,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,32,30
nCO1 Control 5-4 36,34,1
AO1 Control 5-4 17,5,0
CO1 Lithium 5-4 14,102,0
nCO1 Lithium 5-4 17,92,83
nCO1 Control 5-4 38,100,91
AO1 Control 5-4 49,21,23
CO1 Lithium 5-4 8,49,36
CO1 Control 5-4 2,55,23
CO1 Lithium 5-4 34,21,25
AO1 Control 5-4 4,40,36
AO1 Lithium 5-4 41,9,4
ACO1 Lithium 5-4 48,30,36
nCO1 Control 5-4 22,126,75
AO1 Lithium 5-4 28,0,0
ACO1 Control 5-4 34,38,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,45,22
AO1 Control 5-4 31,24,35
nCO1 Control 5-4 34,85,68
AO1 Control 5-4 37,8,9
ACO1 Lithium 5-4 36,53,26
nCO1 Control 5-4 50,49,45
CO1 Control 5-4 1,39,0
AO1 Control 5-4 32,5,11
AO1 Control 5-4 5,11,9
AO1 Lithium 5-4 31,19,19
nCO1 Control 5-4 11,162,114
nCO1 Lithium 5-4 30,6,5
AO1 Lithium 5-4 11,59,13
nCO1 Lithium 5-4 28,108,84
CO1 Lithium 5-4 2,110,86
CO1 Lithium 5-4 6,80,0
nCO1 Lithium 5-4 29,95,92
CO1 Lithium 5-4 11,97,79
ACO1 Lithium 5-4 27,77,49
CO1 Control 5-4 24,13,0
