RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,49,61
CO1 Control 5-4 34,24,37
CO1 Control 5-4 41,96,43
nCO1 Lithium 5-4 32,3,10
AO1 Control 5-4 25,62,18
nCO1 Lithium 5-4 46,111,97
CO1 Control 5-4 14,75,73
nCO1 Control 5-4 8,82,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,111,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,25,15
AO1 Lithium 5-4 14,14,4
ACO1 Lithium 5-4 9,46,31
ACO1 Control 5-4 36,128,36
ACO1 Control 5-4 40,2,0
CO1 Control 5-4 45,79,81
CO1 Lithium 5-4 50,93,54
AO1 Control 5-4 27,17,3
ACO1 Lithium 5-4 6,17,26
AO1 Control 5-4 42,45,22
ACO1 Control 5-4 17,19,5
CO1 Lithium 5-4 13,71,62
AO1 Lithium 5-4 46,43,0
AO1 Control 5-4 33,50,36
CO1 Lithium 5-4 35,85,86
nCO1 Lithium 5-4 50,190,94
CO1 Lithium 5-4 43,37,52
CO1 Control 5-4 3,43,51
ACO1 Lithium 5-4 26,12,4
CO1 Control 5-4 5,64,0
AO1 Control 5-4 41,76,28
CO1 Control 5-4 21,99,69
nCO1 Control 5-4 30,105,55
AO1 Lithium 5-4 37,51,42
nCO1 Control 5-4 14,70,48
CO1 Lithium 5-4 23,86,92
ACO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 41,124,76
ACO1 Control 5-4 21,86,58
CO1 Lithium 5-4 20,87,61
AO1 Control 5-4 19,24,0
ACO1 Lithium 5-4 23,19,10
ACO1 Control 5-4 39,22,5
AO1 Lithium 5-4 39,4,0
ACO1 Lithium 5-4 20,20,19
CO1 Lithium 5-4 42,36,0
CO1 Lithium 5-4 32,99,82
nCO1 Control 5-4 44,160,113
nCO1 Control 5-4 45,73,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,25,37
AO1 Control 5-4 36,34,6
AO1 Lithium 5-4 12,8,28
nCO1 Lithium 5-4 11,127,92
CO1 Lithium 5-4 38,54,59
nCO1 Lithium 5-4 9,158,80
nCO1 Lithium 5-4 15,106,89
AO1 Lithium 5-4 33,37,49
nCO1 Lithium 5-4 49,55,14
AO1 Control 5-4 6,67,67
CO1 Control 5-4 12,69,69
CO1 Control 5-4 15,90,82
nCO1 Lithium 5-4 6,90,90
ACO1 Control 5-4 25,24,24
ACO1 Lithium 5-4 3,24,38
CO1 Control 5-4 29,71,82
AO1 Control 5-4 26,10,5
nCO1 Lithium 5-4 23,128,112
ACO1 Control 5-4 47,35,22
AO1 Lithium 5-4 15,4,10
CO1 Control 5-4 49,103,47
ACO1 Control 5-4 42,35,25
CO1 Lithium 5-4 46,45,52
ACO1 Control 5-4 26,64,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,105,78
ACO1 Lithium 5-4 42,39,37
nCO1 Lithium 5-4 13,82,90
nCO1 Control 5-4 48,9,0
AO1 Control 5-4 39,33,35
ACO1 Control 5-4 41,20,18
CO1 Lithium 5-4 28,110,76
nCO1 Control 5-4 16,15,0
ACO1 Lithium 5-4 1,42,13
ACO1 Lithium 5-4 38,8,0
nCO1 Lithium 5-4 7,87,88
CO1 Control 5-4 28,43,50
AO1 Lithium 5-4 30,41,41
ACO1 Control 5-4 22,39,29
nCO1 Lithium 5-4 16,135,117
ACO1 Control 5-4 18,14,22
CO1 Control 5-4 37,140,52
AO1 Control 5-4 47,25,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,49,30
nCO1 Control 5-4 36,32,1
AO1 Control 5-4 17,26,0
CO1 Lithium 5-4 14,231,0
nCO1 Lithium 5-4 17,111,83
nCO1 Control 5-4 38,98,91
AO1 Control 5-4 49,32,23
CO1 Lithium 5-4 8,68,36
CO1 Control 5-4 2,97,23
CO1 Lithium 5-4 34,38,25
AO1 Control 5-4 4,55,36
AO1 Lithium 5-4 41,6,4
ACO1 Lithium 5-4 48,32,36
nCO1 Control 5-4 22,106,75
AO1 Lithium 5-4 28,90,0
ACO1 Control 5-4 34,38,36
AO1 Lithium 5-4 4,30,0
AO1 Lithium 5-4 16,35,22
AO1 Control 5-4 31,34,35
nCO1 Control 5-4 34,66,68
AO1 Control 5-4 37,1,9
ACO1 Lithium 5-4 36,44,26
nCO1 Control 5-4 50,111,45
CO1 Control 5-4 1,216,0
AO1 Control 5-4 32,7,11
AO1 Control 5-4 5,29,9
AO1 Lithium 5-4 31,14,19
nCO1 Control 5-4 11,175,114
nCO1 Lithium 5-4 30,11,5
AO1 Lithium 5-4 11,112,13
nCO1 Lithium 5-4 28,109,84
CO1 Lithium 5-4 2,137,86
CO1 Lithium 5-4 6,210,0
nCO1 Lithium 5-4 29,119,92
CO1 Lithium 5-4 11,127,79
ACO1 Lithium 5-4 27,80,49
CO1 Control 5-4 24,172,0
CO1 Lithium 5-4 12,152,103
CO1 Lithium 5-4 5,101,92
ACO1 Lithium 5-4 2,5,1
ACO1 Lithium 5-4 19,49,35
CO1 Lithium 5-4 7,65,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,4,0
CO1 Control 5-4 26,97,105
CO1 Control 5-4 18,433,0
AO1 Lithium 5-4 8,11,9
CO1 Lithium 5-4 4,366,0
ACO1 Control 5-4 45,54,0
CO1 Lithium 5-4 26,101,87
CO1 Control 5-4 6,38,44
ACO1 Control 5-4 27,14,9
CO1 Control 5-4 31,95,81
ACO1 Control 5-4 50,37,3
AO1 Control 5-4 14,52,18
CO1 Lithium 5-4 40,72,88
nCO1 Control 5-4 39,95,49
ACO1 Lithium 5-4 43,2,0
nCO1 Lithium 5-4 48,71,64
AO1 Lithium 5-4 42,42,49
ACO1 Control 5-4 32,31,35
nCO1 Lithium 5-4 2,204,118
nCO1 Control 5-4 29,62,63
AO1 Control 5-4 29,13,49
nCO1 Lithium 5-4 24,107,53
nCO1 Control 5-4 33,98,94
nCO1 Control 5-4 4,29,0
AO1 Lithium 5-4 21,19,14
CO1 Control 5-4 33,106,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,31,60
AO1 Control 5-4 43,21,28
nCO1 Control 5-4 10,89,87
AO1 Lithium 5-4 35,9,2
CO1 Lithium 5-4 18,40,34
nCO1 Control 5-4 46,122,62
CO1 Control 5-4 50,59,46
AO1 Lithium 5-4 45,86,38
ACO1 Lithium 5-4 34,54,0
nCO1 Control 5-4 2,89,87
ACO1 Lithium 5-4 11,61,45
nCO1 Lithium 5-4 22,30,0
AO1 Lithium 5-4 7,48,49
AO1 Control 5-4 11,39,45
ACO1 Lithium 5-4 16,20,16
