RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,61,61
CO1 Control 5-4 34,29,37
CO1 Control 5-4 41,118,43
nCO1 Lithium 5-4 32,4,10
AO1 Control 5-4 25,42,18
nCO1 Lithium 5-4 46,117,97
CO1 Control 5-4 14,64,73
nCO1 Control 5-4 8,88,77
AO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 19,119,50
ACO1 Lithium 5-4 14,1,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,37,15
AO1 Lithium 5-4 14,17,4
ACO1 Lithium 5-4 9,58,31
ACO1 Control 5-4 36,104,36
ACO1 Control 5-4 40,5,0
CO1 Control 5-4 45,104,81
CO1 Lithium 5-4 50,101,54
AO1 Control 5-4 27,15,3
ACO1 Lithium 5-4 6,6,26
AO1 Control 5-4 42,40,22
ACO1 Control 5-4 17,35,5
CO1 Lithium 5-4 13,74,62
AO1 Lithium 5-4 46,22,0
AO1 Control 5-4 33,52,36
CO1 Lithium 5-4 35,85,86
nCO1 Lithium 5-4 50,140,94
CO1 Lithium 5-4 43,66,52
CO1 Control 5-4 3,56,51
ACO1 Lithium 5-4 26,36,4
CO1 Control 5-4 5,27,0
AO1 Control 5-4 41,127,28
CO1 Control 5-4 21,102,69
nCO1 Control 5-4 30,85,55
AO1 Lithium 5-4 37,72,42
nCO1 Control 5-4 14,70,48
CO1 Lithium 5-4 23,98,92
ACO1 Lithium 5-4 40,5,9
nCO1 Lithium 5-4 41,134,76
ACO1 Control 5-4 21,84,58
CO1 Lithium 5-4 20,82,61
AO1 Control 5-4 19,36,0
ACO1 Lithium 5-4 23,6,10
ACO1 Control 5-4 39,18,5
AO1 Lithium 5-4 39,1,0
ACO1 Lithium 5-4 20,16,19
CO1 Lithium 5-4 42,90,0
CO1 Lithium 5-4 32,141,82
nCO1 Control 5-4 44,189,113
nCO1 Control 5-4 45,67,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,36,37
AO1 Control 5-4 36,60,6
AO1 Lithium 5-4 12,12,28
nCO1 Lithium 5-4 11,160,92
CO1 Lithium 5-4 38,84,59
nCO1 Lithium 5-4 9,159,80
nCO1 Lithium 5-4 15,109,89
AO1 Lithium 5-4 33,42,49
nCO1 Lithium 5-4 49,79,14
AO1 Control 5-4 6,64,67
CO1 Control 5-4 12,138,69
CO1 Control 5-4 15,94,82
nCO1 Lithium 5-4 6,140,90
ACO1 Control 5-4 25,12,24
ACO1 Lithium 5-4 3,19,38
CO1 Control 5-4 29,90,82
AO1 Control 5-4 26,19,5
nCO1 Lithium 5-4 23,141,112
ACO1 Control 5-4 47,52,22
AO1 Lithium 5-4 15,5,10
CO1 Control 5-4 49,50,47
ACO1 Control 5-4 42,43,25
CO1 Lithium 5-4 46,99,52
ACO1 Control 5-4 26,74,54
ACO1 Lithium 5-4 12,36,0
CO1 Lithium 5-4 47,117,78
ACO1 Lithium 5-4 42,33,37
nCO1 Lithium 5-4 13,93,90
nCO1 Control 5-4 48,9,0
AO1 Control 5-4 39,52,35
ACO1 Control 5-4 41,22,18
CO1 Lithium 5-4 28,127,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,21,13
ACO1 Lithium 5-4 38,12,0
nCO1 Lithium 5-4 7,106,88
CO1 Control 5-4 28,63,50
AO1 Lithium 5-4 30,37,41
ACO1 Control 5-4 22,65,29
nCO1 Lithium 5-4 16,159,117
ACO1 Control 5-4 18,21,22
CO1 Control 5-4 37,158,52
AO1 Control 5-4 47,35,33
AO1 Lithium 5-4 6,12,0
AO1 Control 5-4 44,42,30
nCO1 Control 5-4 36,77,1
AO1 Control 5-4 17,40,0
CO1 Lithium 5-4 14,113,0
nCO1 Lithium 5-4 17,124,83
nCO1 Control 5-4 38,89,91
AO1 Control 5-4 49,19,23
CO1 Lithium 5-4 8,62,36
CO1 Control 5-4 2,87,23
CO1 Lithium 5-4 34,71,25
AO1 Control 5-4 4,51,36
AO1 Lithium 5-4 41,8,4
ACO1 Lithium 5-4 48,21,36
nCO1 Control 5-4 22,126,75
AO1 Lithium 5-4 28,37,0
ACO1 Control 5-4 34,41,36
AO1 Lithium 5-4 4,32,0
AO1 Lithium 5-4 16,37,22
AO1 Control 5-4 31,45,35
nCO1 Control 5-4 34,91,68
AO1 Control 5-4 37,7,9
ACO1 Lithium 5-4 36,65,26
nCO1 Control 5-4 50,97,45
CO1 Control 5-4 1,93,0
AO1 Control 5-4 32,16,11
AO1 Control 5-4 5,24,9
AO1 Lithium 5-4 31,16,19
nCO1 Control 5-4 11,174,114
nCO1 Lithium 5-4 30,10,5
AO1 Lithium 5-4 11,151,13
nCO1 Lithium 5-4 28,131,84
CO1 Lithium 5-4 2,113,86
CO1 Lithium 5-4 6,118,0
nCO1 Lithium 5-4 29,120,92
CO1 Lithium 5-4 11,117,79
ACO1 Lithium 5-4 27,84,49
CO1 Control 5-4 24,160,0
CO1 Lithium 5-4 12,139,103
CO1 Lithium 5-4 5,96,92
ACO1 Lithium 5-4 2,3,1
ACO1 Lithium 5-4 19,50,35
CO1 Lithium 5-4 7,80,59
ACO1 Lithium 5-4 4,8,2
ACO1 Control 5-4 28,3,0
CO1 Control 5-4 26,118,105
CO1 Control 5-4 18,238,0
AO1 Lithium 5-4 8,17,9
CO1 Lithium 5-4 4,123,0
ACO1 Control 5-4 45,47,0
CO1 Lithium 5-4 26,124,87
CO1 Control 5-4 6,107,44
ACO1 Control 5-4 27,8,9
CO1 Control 5-4 31,111,81
ACO1 Control 5-4 50,25,3
AO1 Control 5-4 14,46,18
CO1 Lithium 5-4 40,78,88
nCO1 Control 5-4 39,85,49
ACO1 Lithium 5-4 43,5,0
nCO1 Lithium 5-4 48,53,64
AO1 Lithium 5-4 42,47,49
ACO1 Control 5-4 32,33,35
nCO1 Lithium 5-4 2,159,118
nCO1 Control 5-4 29,71,63
AO1 Control 5-4 29,15,49
nCO1 Lithium 5-4 24,95,53
nCO1 Control 5-4 33,132,94
nCO1 Control 5-4 4,18,0
AO1 Lithium 5-4 21,12,14
CO1 Control 5-4 33,85,66
nCO1 Lithium 5-4 34,5,0
CO1 Control 5-4 8,64,60
AO1 Control 5-4 43,47,28
nCO1 Control 5-4 10,119,87
AO1 Lithium 5-4 35,28,2
CO1 Lithium 5-4 18,51,34
nCO1 Control 5-4 46,129,62
CO1 Control 5-4 50,60,46
AO1 Lithium 5-4 45,79,38
ACO1 Lithium 5-4 34,89,0
nCO1 Control 5-4 2,86,87
ACO1 Lithium 5-4 11,96,45
nCO1 Lithium 5-4 22,19,0
AO1 Lithium 5-4 7,38,49
AO1 Control 5-4 11,57,45
ACO1 Lithium 5-4 16,13,16
ACO1 Lithium 5-4 17,32,34
nCO1 Control 5-4 9,10,0
nCO1 Control 5-4 18,105,105
ACO1 Control 5-4 46,52,46
CO1 Lithium 5-4 30,106,89
ACO1 Lithium 5-4 31,9,11
ACO1 Control 5-4 24,23,16
CO1 Lithium 5-4 9,92,62
CO1 Lithium 5-4 25,98,90
AO1 Control 5-4 16,77,37
CO1 Lithium 5-4 3,88,89
ACO1 Lithium 5-4 30,42,0
ACO1 Lithium 5-4 39,9,10
ACO1 Lithium 5-4 49,108,0
ACO1 Control 5-4 31,107,92
CO1 Lithium 5-4 17,187,82
ACO1 Lithium 5-4 22,21,24
ACO1 Control 5-4 49,52,9
ACO1 Control 5-4 8,10,0
nCO1 Lithium 5-4 43,5,10
nCO1 Control 5-4 41,184,111
AO1 Lithium 5-4 49,10,8
AO1 Control 5-4 50,17,23
AO1 Lithium 5-4 5,6,2
nCO1 Control 5-4 20,127,85
nCO1 Control 5-4 5,70,80
ACO1 Control 5-4 12,31,5
nCO1 Lithium 5-4 47,69,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,7,4
CO1 Control 5-4 36,161,76
ACO1 Control 5-4 3,6,10
nCO1 Lithium 5-4 39,47,63
ACO1 Lithium 5-4 47,218,0
nCO1 Control 5-4 26,96,0
CO1 Lithium 5-4 21,137,67
AO1 Control 5-4 45,11,29
nCO1 Control 5-4 23,130,100
CO1 Control 5-4 32,64,51
ACO1 Control 5-4 10,29,17
nCO1 Control 5-4 6,112,74
nCO1 Control 5-4 31,122,71
nCO1 Lithium 5-4 36,188,121
ACO1 Control 5-4 9,23,14
CO1 Lithium 5-4 15,130,125
AO1 Lithium 5-4 20,11,18
nCO1 Control 5-4 12,106,52
nCO1 Lithium 5-4 18,88,58
AO1 Control 5-4 20,15,5
nCO1 Lithium 5-4 26,138,97
CO1 Lithium 5-4 19,81,80
nCO1 Lithium 5-4 8,90,48
AO1 Control 5-4 40,10,11
CO1 Control 5-4 40,147,100
AO1 Lithium 5-4 17,16,13
nCO1 Lithium 5-4 44,124,101
CO1 Control 5-4 48,34,28
CO1 Control 5-4 27,69,62
CO1 Control 5-4 22,101,0
CO1 Control 5-4 13,105,66
AO1 Lithium 5-4 29,34,18
nCO1 Lithium 5-4 10,153,109
ACO1 Control 5-4 15,30,17
AO1 Control 5-4 1,45,12
AO1 Control 5-4 38,14,4
nCO1 Lithium 5-4 33,1,0
ACO1 Lithium 5-4 13,36,52
CO1 Lithium 5-4 16,63,0
ACO1 Control 5-4 23,130,67
AO1 Control 5-4 12,26,47
ACO1 Lithium 5-4 25,46,37
CO1 Control 5-4 10,104,71
nCO1 Lithium 5-4 31,61,56
AO1 Control 5-4 28,20,0
AO1 Lithium 5-4 24,11,12
ACO1 Control 5-4 30,61,0
nCO1 Lithium 5-4 20,164,119
ACO1 Control 5-4 14,70,1
nCO1 Control 5-4 27,49,51
CO1 Lithium 5-4 45,78,89
AO1 Control 5-4 8,52,40
CO1 Lithium 5-4 37,138,88
ACO1 Control 5-4 6,95,34
AO1 Control 5-4 15,35,35
ACO1 Control 5-4 4,14,0
CO1 Control 5-4 30,87,43
nCO1 Lithium 5-4 42,136,91
nCO1 Control 5-4 24,82,53
ACO1 Lithium 5-4 10,58,0
CO1 Lithium 5-4 36,161,30
AO1 Lithium 5-4 43,92,49
AO1 Control 5-4 30,27,18
AO1 Lithium 5-4 9,15,31
ACO1 Lithium 5-4 35,219,0
CO1 Lithium 5-4 1,82,38
ACO1 Control 5-4 1,105,0
ACO1 Lithium 5-4 5,14,0
nCO1 Control 5-4 13,95,66
CO1 Control 5-4 42,46,81
CO1 Lithium 5-4 39,75,70
nCO1 Control 5-4 47,67,0
ACO1 Lithium 5-4 15,11,16
CO1 Lithium 5-4 48,107,101
CO1 Control 5-4 25,157,0
ACO1 Lithium 5-4 7,7,0
ACO1 Lithium 5-4 24,3,15
ACO1 Lithium 5-4 21,26,4
nCO1 Lithium 5-4 21,99,56
CO1 Control 5-4 9,158,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,131,69
CO1 Lithium 5-4 31,128,95
ACO1 Control 5-4 7,19,23
nCO1 Lithium 5-4 3,13,4
CO1 Control 5-4 47,115,66
CO1 Control 5-4 16,137,60
CO1 Lithium 5-4 10,113,86
nCO1 Lithium 5-4 1,144,80
CO1 Control 5-4 38,164,75
ACO1 Control 5-4 19,49,24
CO1 Lithium 5-4 49,99,0
nCO1 Lithium 5-4 14,120,70
nCO1 Control 5-4 40,63,74
AO1 Lithium 5-4 2,5,2
AO1 Lithium 5-4 10,34,30
CO1 Lithium 5-4 44,88,87
ACO1 Lithium 5-4 44,99,80
nCO1 Control 5-4 35,178,23
CO1 Control 5-4 39,116,64
AO1 Lithium 5-4 13,31,0
ACO1 Control 5-4 20,33,17
nCO1 Control 5-4 32,103,76
CO1 Control 5-4 17,93,86
AO1 Lithium 5-4 25,28,0
CO1 Lithium 5-4 29,109,102
AO1 Control 5-4 34,71,55
AO1 Control 5-4 3,48,39
ACO1 Lithium 5-4 28,11,0
CO1 Control 5-4 23,171,0
CO1 Lithium 5-4 41,160,106
ACO1 Lithium 5-4 37,8,0
ACO1 Lithium 5-4 18,15,19
AO1 Lithium 5-4 18,19,4
ACO1 Control 5-4 2,38,30
AO1 Lithium 5-4 38,29,25
AO1 Lithium 5-4 19,23,0
nCO1 Lithium 5-4 38,88,84
AO1 Lithium 5-4 32,30,0
AO1 Lithium 5-4 26,31,21
ACO1 Control 5-4 44,56,48
nCO1 Control 5-4 42,152,79
CO1 Control 5-4 4,58,39
AO1 Control 5-4 23,30,0
CO1 Lithium 5-4 27,123,88
AO1 Lithium 5-4 36,39,10
nCO1 Control 5-4 7,79,56
nCO1 Lithium 5-4 25,118,104
CO1 Control 5-4 46,76,56
AO1 Control 5-4 2,60,18
nCO1 Control 5-4 43,130,72
AO1 Control 5-4 22,92,31
AO1 Lithium 5-4 48,3,15
AO1 Control 5-4 48,58,25
CO1 Control 5-4 43,63,47
AO1 Control 5-4 13,74,36
nCO1 Lithium 5-4 5,75,61
ACO1 Control 5-4 48,22,19
AO1 Lithium 5-4 50,11,5
ACO1 Lithium 5-4 45,29,37
nCO1 Lithium 5-4 35,10,0
AO1 Lithium 5-4 27,29,0
AO1 Control 5-4 35,60,28
ACO1 Lithium 5-4 41,25,27
AO1 Control 5-4 21,53,36
nCO1 Control 5-4 21,134,44
AO1 Lithium 5-4 47,28,23
AO1 Lithium 5-4 44,38,20
CO1 Control 5-4 20,94,83
nCO1 Control 5-4 19,118,72
ACO1 Control 5-4 37,34,22
nCO1 Control 5-4 37,157,63
ACO1 Control 5-4 16,35,9
CO1 Control 5-4 35,113,77
AO1 Lithium 5-4 23,37,0
CO1 Control 5-4 7,81,64
AO1 Control 5-4 18,9,5
ACO1 Control 5-4 5,13,15
CO1 Control 5-4 11,25,0
CO1 Lithium 5-4 33,126,95
nCO1 Lithium 5-4 27,94,71
CO1 Control 5-4 19,85,0
nCO1 Lithium 5-4 37,3,3
nCO1 Lithium 5-4 45,86,67
nCO1 Control 5-4 28,43,0
CO1 Control 5-4 44,74,59
AO1 Control 5-4 24,153,0
nCO1 Control 5-4 3,31,2
ACO1 Control 5-4 11,66,21
nCO1 Control 5-4 49,11,0
nCO1 Control 5-4 15,107,54
AO1 Control 5-4 46,101,7
nCO1 Lithium 5-4 12,125,97
ACO1 Lithium 5-4 33,42,27
AO1 Lithium 5-4 3,2,1
ACO1 Control 5-4 38,14,19
ACO1 Control 5-4 29,15,0
ACO1 Control 5-4 13,109,30
ACO1 Control 5-4 35,32,30
ACO1 Lithium 5-4 32,62,0
ACO1 Lithium 5-4 29,27,3
nCO1 Lithium 5-4 4,75,75
nCO1 Control 5-4 17,90,88
nCO1 Lithium 5-4 40,121,79
nCO1 Control 5-4 25,86,67
ACO1 Control 5-4 43,21,1
AO1 Lithium 5-4 22,14,17
AO1 Lithium 5-4 1,65,41
CO1 Lithium 5-4 22,100,55
ACO1 Lithium 5-4 46,39,18
