RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,155,61
CO1 Control 5-4 34,114,37
CO1 Control 5-4 41,189,43
nCO1 Lithium 5-4 32,59,10
AO1 Control 5-4 25,100,18
nCO1 Lithium 5-4 46,197,97
CO1 Control 5-4 14,124,73
nCO1 Control 5-4 8,174,77
AO1 Lithium 5-4 40,64,9
nCO1 Lithium 5-4 19,160,50
ACO1 Lithium 5-4 14,51,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,116,15
AO1 Lithium 5-4 14,79,4
ACO1 Lithium 5-4 9,146,31
ACO1 Control 5-4 36,181,36
ACO1 Control 5-4 40,65,0
CO1 Control 5-4 45,151,81
CO1 Lithium 5-4 50,189,54
AO1 Control 5-4 27,108,3
ACO1 Lithium 5-4 6,99,26
AO1 Control 5-4 42,138,22
ACO1 Control 5-4 17,134,5
CO1 Lithium 5-4 13,138,62
AO1 Lithium 5-4 46,35,0
AO1 Control 5-4 33,127,36
CO1 Lithium 5-4 35,170,86
nCO1 Lithium 5-4 50,216,94
CO1 Lithium 5-4 43,146,52
CO1 Control 5-4 3,141,51
ACO1 Lithium 5-4 26,120,4
CO1 Control 5-4 5,69,0
AO1 Control 5-4 41,164,28
CO1 Control 5-4 21,191,69
nCO1 Control 5-4 30,167,55
AO1 Lithium 5-4 37,139,42
nCO1 Control 5-4 14,96,48
CO1 Lithium 5-4 23,166,92
ACO1 Lithium 5-4 40,44,9
nCO1 Lithium 5-4 41,216,76
ACO1 Control 5-4 21,158,58
CO1 Lithium 5-4 20,152,61
AO1 Control 5-4 19,29,0
ACO1 Lithium 5-4 23,74,10
ACO1 Control 5-4 39,83,5
AO1 Lithium 5-4 39,57,0
ACO1 Lithium 5-4 20,99,19
CO1 Lithium 5-4 42,161,0
CO1 Lithium 5-4 32,193,82
nCO1 Control 5-4 44,256,113
nCO1 Control 5-4 45,157,29
AO1 Lithium 5-4 34,44,0
AO1 Control 5-4 9,118,37
AO1 Control 5-4 36,148,6
AO1 Lithium 5-4 12,48,28
nCO1 Lithium 5-4 11,205,92
CO1 Lithium 5-4 38,148,59
nCO1 Lithium 5-4 9,218,80
nCO1 Lithium 5-4 15,156,89
AO1 Lithium 5-4 33,121,49
nCO1 Lithium 5-4 49,126,14
AO1 Control 5-4 6,145,67
CO1 Control 5-4 12,160,69
CO1 Control 5-4 15,137,82
nCO1 Lithium 5-4 6,174,90
ACO1 Control 5-4 25,71,24
ACO1 Lithium 5-4 3,73,38
CO1 Control 5-4 29,169,82
AO1 Control 5-4 26,93,5
nCO1 Lithium 5-4 23,216,112
ACO1 Control 5-4 47,150,22
AO1 Lithium 5-4 15,56,10
CO1 Control 5-4 49,160,47
ACO1 Control 5-4 42,128,25
CO1 Lithium 5-4 46,165,52
ACO1 Control 5-4 26,156,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,200,78
ACO1 Lithium 5-4 42,142,37
nCO1 Lithium 5-4 13,124,90
nCO1 Control 5-4 48,97,0
AO1 Control 5-4 39,98,35
ACO1 Control 5-4 41,111,18
CO1 Lithium 5-4 28,193,76
nCO1 Control 5-4 16,28,0
ACO1 Lithium 5-4 1,91,13
ACO1 Lithium 5-4 38,76,0
nCO1 Lithium 5-4 7,193,88
CO1 Control 5-4 28,161,50
AO1 Lithium 5-4 30,97,41
ACO1 Control 5-4 22,136,29
nCO1 Lithium 5-4 16,222,117
ACO1 Control 5-4 18,136,22
CO1 Control 5-4 37,174,52
AO1 Control 5-4 47,111,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,120,30
nCO1 Control 5-4 36,163,1
AO1 Control 5-4 17,139,0
CO1 Lithium 5-4 14,301,0
nCO1 Lithium 5-4 17,187,83
nCO1 Control 5-4 38,156,91
AO1 Control 5-4 49,98,23
CO1 Lithium 5-4 8,157,36
CO1 Control 5-4 2,157,23
CO1 Lithium 5-4 34,146,25
AO1 Control 5-4 4,125,36
AO1 Lithium 5-4 41,76,4
ACO1 Lithium 5-4 48,92,36
nCO1 Control 5-4 22,221,75
AO1 Lithium 5-4 28,65,0
ACO1 Control 5-4 34,111,36
AO1 Lithium 5-4 4,174,0
AO1 Lithium 5-4 16,122,22
AO1 Control 5-4 31,121,35
nCO1 Control 5-4 34,160,68
AO1 Control 5-4 37,73,9
ACO1 Lithium 5-4 36,108,26
nCO1 Control 5-4 50,155,45
CO1 Control 5-4 1,148,0
AO1 Control 5-4 32,101,11
AO1 Control 5-4 5,121,9
AO1 Lithium 5-4 31,99,19
nCO1 Control 5-4 11,226,114
nCO1 Lithium 5-4 30,69,5
AO1 Lithium 5-4 11,211,13
nCO1 Lithium 5-4 28,194,84
CO1 Lithium 5-4 2,183,86
CO1 Lithium 5-4 6,207,0
nCO1 Lithium 5-4 29,225,92
CO1 Lithium 5-4 11,186,79
ACO1 Lithium 5-4 27,185,49
CO1 Control 5-4 24,231,0
CO1 Lithium 5-4 12,194,103
CO1 Lithium 5-4 5,154,92
ACO1 Lithium 5-4 2,69,1
ACO1 Lithium 5-4 19,141,35
CO1 Lithium 5-4 7,142,59
ACO1 Lithium 5-4 4,67,2
ACO1 Control 5-4 28,84,0
CO1 Control 5-4 26,205,105
CO1 Control 5-4 18,394,0
AO1 Lithium 5-4 8,125,9
CO1 Lithium 5-4 4,162,0
ACO1 Control 5-4 45,54,0
CO1 Lithium 5-4 26,212,87
CO1 Control 5-4 6,186,44
ACO1 Control 5-4 27,78,9
CO1 Control 5-4 31,185,81
ACO1 Control 5-4 50,114,3
AO1 Control 5-4 14,109,18
CO1 Lithium 5-4 40,168,88
nCO1 Control 5-4 39,151,49
ACO1 Lithium 5-4 43,74,0
nCO1 Lithium 5-4 48,139,64
AO1 Lithium 5-4 42,120,49
ACO1 Control 5-4 32,117,35
nCO1 Lithium 5-4 2,209,118
nCO1 Control 5-4 29,152,63
AO1 Control 5-4 29,100,49
nCO1 Lithium 5-4 24,179,53
nCO1 Control 5-4 33,204,94
nCO1 Control 5-4 4,30,0
AO1 Lithium 5-4 21,88,14
CO1 Control 5-4 33,147,66
nCO1 Lithium 5-4 34,46,0
CO1 Control 5-4 8,124,60
AO1 Control 5-4 43,109,28
nCO1 Control 5-4 10,194,87
AO1 Lithium 5-4 35,99,2
CO1 Lithium 5-4 18,105,34
nCO1 Control 5-4 46,151,62
CO1 Control 5-4 50,152,46
AO1 Lithium 5-4 45,199,38
ACO1 Lithium 5-4 34,298,0
nCO1 Control 5-4 2,168,87
ACO1 Lithium 5-4 11,127,45
nCO1 Lithium 5-4 22,24,0
AO1 Lithium 5-4 7,110,49
AO1 Control 5-4 11,113,45
ACO1 Lithium 5-4 16,44,16
ACO1 Lithium 5-4 17,114,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,181,105
ACO1 Control 5-4 46,152,46
CO1 Lithium 5-4 30,185,89
ACO1 Lithium 5-4 31,93,11
ACO1 Control 5-4 24,97,16
CO1 Lithium 5-4 9,146,62
CO1 Lithium 5-4 25,170,90
AO1 Control 5-4 16,141,37
CO1 Lithium 5-4 3,150,89
ACO1 Lithium 5-4 30,48,0
ACO1 Lithium 5-4 39,68,10
ACO1 Lithium 5-4 49,86,0
ACO1 Control 5-4 31,188,92
CO1 Lithium 5-4 17,251,82
ACO1 Lithium 5-4 22,90,24
ACO1 Control 5-4 49,155,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,57,10
nCO1 Control 5-4 41,226,111
AO1 Lithium 5-4 49,94,8
AO1 Control 5-4 50,88,23
AO1 Lithium 5-4 5,62,2
nCO1 Control 5-4 20,197,85
nCO1 Control 5-4 5,114,80
ACO1 Control 5-4 12,84,5
nCO1 Lithium 5-4 47,152,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,76,4
CO1 Control 5-4 36,208,76
ACO1 Control 5-4 3,88,10
nCO1 Lithium 5-4 39,138,63
ACO1 Lithium 5-4 47,129,0
nCO1 Control 5-4 26,75,0
CO1 Lithium 5-4 21,182,67
AO1 Control 5-4 45,103,29
nCO1 Control 5-4 23,179,100
CO1 Control 5-4 32,171,51
ACO1 Control 5-4 10,94,17
nCO1 Control 5-4 6,200,74
nCO1 Control 5-4 31,245,71
nCO1 Lithium 5-4 36,221,121
ACO1 Control 5-4 9,101,14
CO1 Lithium 5-4 15,173,125
