RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,47,61
CO1 Control 5-4 34,9,37
CO1 Control 5-4 41,67,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,22,18
nCO1 Lithium 5-4 46,95,97
CO1 Control 5-4 14,54,73
nCO1 Control 5-4 8,77,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,93,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,37,15
AO1 Lithium 5-4 14,3,4
ACO1 Lithium 5-4 9,24,31
ACO1 Control 5-4 36,70,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,86,81
CO1 Lithium 5-4 50,67,54
AO1 Control 5-4 27,15,3
ACO1 Lithium 5-4 6,30,26
AO1 Control 5-4 42,22,22
ACO1 Control 5-4 17,8,5
CO1 Lithium 5-4 13,59,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,47,36
CO1 Lithium 5-4 35,61,86
nCO1 Lithium 5-4 50,136,94
CO1 Lithium 5-4 43,41,52
CO1 Control 5-4 3,45,51
ACO1 Lithium 5-4 26,21,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,40,28
CO1 Control 5-4 21,72,69
nCO1 Control 5-4 30,69,55
AO1 Lithium 5-4 37,53,42
nCO1 Control 5-4 14,34,48
CO1 Lithium 5-4 23,83,92
ACO1 Lithium 5-4 40,2,9
nCO1 Lithium 5-4 41,99,76
ACO1 Control 5-4 21,58,58
CO1 Lithium 5-4 20,61,61
AO1 Control 5-4 19,12,0
ACO1 Lithium 5-4 23,16,10
ACO1 Control 5-4 39,24,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,14,19
CO1 Lithium 5-4 42,11,0
CO1 Lithium 5-4 32,84,82
nCO1 Control 5-4 44,136,113
nCO1 Control 5-4 45,49,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,33,37
AO1 Control 5-4 36,33,6
AO1 Lithium 5-4 12,15,28
nCO1 Lithium 5-4 11,104,92
CO1 Lithium 5-4 38,68,59
nCO1 Lithium 5-4 9,144,80
nCO1 Lithium 5-4 15,86,89
AO1 Lithium 5-4 33,36,49
nCO1 Lithium 5-4 49,33,14
AO1 Control 5-4 6,58,67
CO1 Control 5-4 12,74,69
CO1 Control 5-4 15,81,82
nCO1 Lithium 5-4 6,83,90
ACO1 Control 5-4 25,19,24
ACO1 Lithium 5-4 3,18,38
CO1 Control 5-4 29,58,82
AO1 Control 5-4 26,13,5
nCO1 Lithium 5-4 23,127,112
ACO1 Control 5-4 47,35,22
AO1 Lithium 5-4 15,7,10
CO1 Control 5-4 49,59,47
ACO1 Control 5-4 42,17,25
CO1 Lithium 5-4 46,30,52
ACO1 Control 5-4 26,50,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,99,78
ACO1 Lithium 5-4 42,40,37
nCO1 Lithium 5-4 13,58,90
nCO1 Control 5-4 48,8,0
AO1 Control 5-4 39,36,35
ACO1 Control 5-4 41,3,18
CO1 Lithium 5-4 28,78,76
nCO1 Control 5-4 16,20,0
ACO1 Lithium 5-4 1,23,13
ACO1 Lithium 5-4 38,8,0
nCO1 Lithium 5-4 7,105,88
CO1 Control 5-4 28,44,50
AO1 Lithium 5-4 30,41,41
ACO1 Control 5-4 22,36,29
nCO1 Lithium 5-4 16,120,117
ACO1 Control 5-4 18,24,22
CO1 Control 5-4 37,63,52
AO1 Control 5-4 47,29,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,19,30
nCO1 Control 5-4 36,27,1
AO1 Control 5-4 17,7,0
CO1 Lithium 5-4 14,133,0
nCO1 Lithium 5-4 17,82,83
nCO1 Control 5-4 38,101,91
AO1 Control 5-4 49,20,23
CO1 Lithium 5-4 8,67,36
CO1 Control 5-4 2,58,23
CO1 Lithium 5-4 34,21,25
AO1 Control 5-4 4,35,36
AO1 Lithium 5-4 41,7,4
ACO1 Lithium 5-4 48,27,36
nCO1 Control 5-4 22,105,75
AO1 Lithium 5-4 28,25,0
ACO1 Control 5-4 34,41,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,36,22
AO1 Control 5-4 31,23,35
nCO1 Control 5-4 34,67,68
AO1 Control 5-4 37,7,9
ACO1 Lithium 5-4 36,43,26
nCO1 Control 5-4 50,82,45
CO1 Control 5-4 1,60,0
AO1 Control 5-4 32,4,11
AO1 Control 5-4 5,14,9
AO1 Lithium 5-4 31,27,19
nCO1 Control 5-4 11,145,114
nCO1 Lithium 5-4 30,6,5
AO1 Lithium 5-4 11,46,13
nCO1 Lithium 5-4 28,83,84
CO1 Lithium 5-4 2,106,86
CO1 Lithium 5-4 6,212,0
nCO1 Lithium 5-4 29,101,92
CO1 Lithium 5-4 11,84,79
ACO1 Lithium 5-4 27,70,49
CO1 Control 5-4 24,73,0
CO1 Lithium 5-4 12,113,103
CO1 Lithium 5-4 5,104,92
ACO1 Lithium 5-4 2,9,1
ACO1 Lithium 5-4 19,52,35
CO1 Lithium 5-4 7,62,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,2,0
CO1 Control 5-4 26,84,105
CO1 Control 5-4 18,213,0
AO1 Lithium 5-4 8,12,9
CO1 Lithium 5-4 4,67,0
ACO1 Control 5-4 45,0,0
CO1 Lithium 5-4 26,93,87
CO1 Control 5-4 6,52,44
ACO1 Control 5-4 27,7,9
CO1 Control 5-4 31,78,81
ACO1 Control 5-4 50,19,3
AO1 Control 5-4 14,34,18
CO1 Lithium 5-4 40,64,88
nCO1 Control 5-4 39,59,49
ACO1 Lithium 5-4 43,4,0
nCO1 Lithium 5-4 48,50,64
AO1 Lithium 5-4 42,49,49
ACO1 Control 5-4 32,37,35
nCO1 Lithium 5-4 2,116,118
nCO1 Control 5-4 29,73,63
AO1 Control 5-4 29,19,49
nCO1 Lithium 5-4 24,81,53
nCO1 Control 5-4 33,102,94
nCO1 Control 5-4 4,0,0
AO1 Lithium 5-4 21,19,14
CO1 Control 5-4 33,80,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,29,60
AO1 Control 5-4 43,22,28
nCO1 Control 5-4 10,79,87
AO1 Lithium 5-4 35,0,2
CO1 Lithium 5-4 18,30,34
nCO1 Control 5-4 46,96,62
CO1 Control 5-4 50,55,46
AO1 Lithium 5-4 45,62,38
ACO1 Lithium 5-4 34,12,0
nCO1 Control 5-4 2,78,87
ACO1 Lithium 5-4 11,56,45
nCO1 Lithium 5-4 22,15,0
AO1 Lithium 5-4 7,37,49
AO1 Control 5-4 11,37,45
ACO1 Lithium 5-4 16,11,16
ACO1 Lithium 5-4 17,30,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,88,105
ACO1 Control 5-4 46,58,46
CO1 Lithium 5-4 30,54,89
ACO1 Lithium 5-4 31,14,11
ACO1 Control 5-4 24,12,16
CO1 Lithium 5-4 9,59,62
CO1 Lithium 5-4 25,80,90
AO1 Control 5-4 16,32,37
CO1 Lithium 5-4 3,93,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,11,10
ACO1 Lithium 5-4 49,0,0
ACO1 Control 5-4 31,80,92
CO1 Lithium 5-4 17,69,82
ACO1 Lithium 5-4 22,33,24
ACO1 Control 5-4 49,49,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,1,10
nCO1 Control 5-4 41,152,111
AO1 Lithium 5-4 49,13,8
AO1 Control 5-4 50,20,23
AO1 Lithium 5-4 5,2,2
nCO1 Control 5-4 20,96,85
nCO1 Control 5-4 5,68,80
ACO1 Control 5-4 12,4,5
nCO1 Lithium 5-4 47,54,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,10,4
CO1 Control 5-4 36,81,76
ACO1 Control 5-4 3,10,10
nCO1 Lithium 5-4 39,45,63
ACO1 Lithium 5-4 47,12,0
nCO1 Control 5-4 26,0,0
CO1 Lithium 5-4 21,135,67
AO1 Control 5-4 45,16,29
nCO1 Control 5-4 23,112,100
CO1 Control 5-4 32,48,51
ACO1 Control 5-4 10,31,17
nCO1 Control 5-4 6,82,74
nCO1 Control 5-4 31,84,71
nCO1 Lithium 5-4 36,153,121
ACO1 Control 5-4 9,18,14
CO1 Lithium 5-4 15,115,125
AO1 Lithium 5-4 20,3,18
nCO1 Control 5-4 12,81,52
nCO1 Lithium 5-4 18,50,58
AO1 Control 5-4 20,21,5
nCO1 Lithium 5-4 26,125,97
CO1 Lithium 5-4 19,65,80
nCO1 Lithium 5-4 8,84,48
AO1 Control 5-4 40,16,11
CO1 Control 5-4 40,87,100
AO1 Lithium 5-4 17,13,13
nCO1 Lithium 5-4 44,95,101
CO1 Control 5-4 48,28,28
CO1 Control 5-4 27,64,62
CO1 Control 5-4 22,30,0
CO1 Control 5-4 13,71,66
AO1 Lithium 5-4 29,17,18
nCO1 Lithium 5-4 10,141,109
ACO1 Control 5-4 15,26,17
AO1 Control 5-4 1,37,12
AO1 Control 5-4 38,7,4
nCO1 Lithium 5-4 33,1,0
ACO1 Lithium 5-4 13,27,52
CO1 Lithium 5-4 16,91,0
ACO1 Control 5-4 23,95,67
AO1 Control 5-4 12,33,47
ACO1 Lithium 5-4 25,65,37
CO1 Control 5-4 10,70,71
nCO1 Lithium 5-4 31,58,56
AO1 Control 5-4 28,6,0
AO1 Lithium 5-4 24,6,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,151,119
ACO1 Control 5-4 14,27,1
nCO1 Control 5-4 27,55,51
CO1 Lithium 5-4 45,74,89
AO1 Control 5-4 8,44,40
CO1 Lithium 5-4 37,120,88
ACO1 Control 5-4 6,61,34
AO1 Control 5-4 15,26,35
ACO1 Control 5-4 4,0,0
CO1 Control 5-4 30,52,43
nCO1 Lithium 5-4 42,85,91
nCO1 Control 5-4 24,46,53
ACO1 Lithium 5-4 10,0,0
CO1 Lithium 5-4 36,57,30
AO1 Lithium 5-4 43,71,49
AO1 Control 5-4 30,11,18
AO1 Lithium 5-4 9,21,31
ACO1 Lithium 5-4 35,204,0
CO1 Lithium 5-4 1,63,38
ACO1 Control 5-4 1,45,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,65,66
CO1 Control 5-4 42,45,81
CO1 Lithium 5-4 39,52,70
nCO1 Control 5-4 47,20,0
ACO1 Lithium 5-4 15,3,16
CO1 Lithium 5-4 48,87,101
CO1 Control 5-4 25,171,0
ACO1 Lithium 5-4 7,7,0
ACO1 Lithium 5-4 24,6,15
ACO1 Lithium 5-4 21,28,4
nCO1 Lithium 5-4 21,74,56
CO1 Control 5-4 9,105,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,102,69
CO1 Lithium 5-4 31,92,95
ACO1 Control 5-4 7,22,23
nCO1 Lithium 5-4 3,10,4
CO1 Control 5-4 47,58,66
CO1 Control 5-4 16,121,60
CO1 Lithium 5-4 10,91,86
nCO1 Lithium 5-4 1,147,80
CO1 Control 5-4 38,95,75
ACO1 Control 5-4 19,47,24
CO1 Lithium 5-4 49,0,0
nCO1 Lithium 5-4 14,93,70
nCO1 Control 5-4 40,61,74
AO1 Lithium 5-4 2,6,2
AO1 Lithium 5-4 10,40,30
CO1 Lithium 5-4 44,90,87
ACO1 Lithium 5-4 44,101,80
nCO1 Control 5-4 35,155,23
CO1 Control 5-4 39,55,64
AO1 Lithium 5-4 13,0,0
ACO1 Control 5-4 20,23,17
nCO1 Control 5-4 32,79,76
CO1 Control 5-4 17,79,86
AO1 Lithium 5-4 25,15,0
CO1 Lithium 5-4 29,99,102
AO1 Control 5-4 34,60,55
AO1 Control 5-4 3,44,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,133,0
CO1 Lithium 5-4 41,122,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,22,19
AO1 Lithium 5-4 18,9,4
ACO1 Control 5-4 2,44,30
AO1 Lithium 5-4 38,27,25
AO1 Lithium 5-4 19,13,0
nCO1 Lithium 5-4 38,82,84
AO1 Lithium 5-4 32,24,0
AO1 Lithium 5-4 26,26,21
ACO1 Control 5-4 44,55,48
nCO1 Control 5-4 42,79,79
CO1 Control 5-4 4,33,39
AO1 Control 5-4 23,27,0
CO1 Lithium 5-4 27,82,88
AO1 Lithium 5-4 36,44,10
nCO1 Control 5-4 7,47,56
nCO1 Lithium 5-4 25,123,104
CO1 Control 5-4 46,51,56
AO1 Control 5-4 2,63,18
nCO1 Control 5-4 43,94,72
AO1 Control 5-4 22,78,31
AO1 Lithium 5-4 48,17,15
AO1 Control 5-4 48,41,25
