RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,69,61
CO1 Control 5-4 34,24,37
CO1 Control 5-4 41,80,43
nCO1 Lithium 5-4 32,4,10
AO1 Control 5-4 25,21,18
nCO1 Lithium 5-4 46,121,97
CO1 Control 5-4 14,62,73
nCO1 Control 5-4 8,89,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,95,50
ACO1 Lithium 5-4 14,4,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,31,15
AO1 Lithium 5-4 14,4,4
ACO1 Lithium 5-4 9,39,31
ACO1 Control 5-4 36,76,36
ACO1 Control 5-4 40,1,0
CO1 Control 5-4 45,103,81
CO1 Lithium 5-4 50,71,54
AO1 Control 5-4 27,14,3
ACO1 Lithium 5-4 6,35,26
AO1 Control 5-4 42,32,22
ACO1 Control 5-4 17,8,5
CO1 Lithium 5-4 13,82,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,47,36
CO1 Lithium 5-4 35,75,86
nCO1 Lithium 5-4 50,143,94
CO1 Lithium 5-4 43,53,52
CO1 Control 5-4 3,52,51
ACO1 Lithium 5-4 26,10,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,33,28
CO1 Control 5-4 21,90,69
nCO1 Control 5-4 30,106,55
AO1 Lithium 5-4 37,77,42
nCO1 Control 5-4 14,49,48
CO1 Lithium 5-4 23,115,92
ACO1 Lithium 5-4 40,3,9
nCO1 Lithium 5-4 41,132,76
ACO1 Control 5-4 21,66,58
CO1 Lithium 5-4 20,77,61
AO1 Control 5-4 19,24,0
ACO1 Lithium 5-4 23,11,10
ACO1 Control 5-4 39,15,5
AO1 Lithium 5-4 39,1,0
ACO1 Lithium 5-4 20,27,19
CO1 Lithium 5-4 42,41,0
CO1 Lithium 5-4 32,118,82
nCO1 Control 5-4 44,170,113
nCO1 Control 5-4 45,58,29
AO1 Lithium 5-4 34,1,0
AO1 Control 5-4 9,32,37
AO1 Control 5-4 36,33,6
AO1 Lithium 5-4 12,17,28
nCO1 Lithium 5-4 11,130,92
CO1 Lithium 5-4 38,79,59
nCO1 Lithium 5-4 9,127,80
nCO1 Lithium 5-4 15,99,89
AO1 Lithium 5-4 33,44,49
nCO1 Lithium 5-4 49,13,14
AO1 Control 5-4 6,73,67
CO1 Control 5-4 12,89,69
CO1 Control 5-4 15,91,82
nCO1 Lithium 5-4 6,105,90
ACO1 Control 5-4 25,32,24
ACO1 Lithium 5-4 3,29,38
CO1 Control 5-4 29,65,82
AO1 Control 5-4 26,12,5
nCO1 Lithium 5-4 23,152,112
ACO1 Control 5-4 47,33,22
AO1 Lithium 5-4 15,11,10
CO1 Control 5-4 49,44,47
ACO1 Control 5-4 42,16,25
CO1 Lithium 5-4 46,40,52
ACO1 Control 5-4 26,55,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,125,78
ACO1 Lithium 5-4 42,44,37
nCO1 Lithium 5-4 13,58,90
nCO1 Control 5-4 48,4,0
AO1 Control 5-4 39,26,35
ACO1 Control 5-4 41,7,18
CO1 Lithium 5-4 28,103,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,29,13
ACO1 Lithium 5-4 38,13,0
nCO1 Lithium 5-4 7,114,88
CO1 Control 5-4 28,47,50
AO1 Lithium 5-4 30,45,41
ACO1 Control 5-4 22,26,29
nCO1 Lithium 5-4 16,134,117
ACO1 Control 5-4 18,26,22
CO1 Control 5-4 37,45,52
AO1 Control 5-4 47,34,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,30,30
nCO1 Control 5-4 36,44,1
AO1 Control 5-4 17,3,0
CO1 Lithium 5-4 14,115,0
nCO1 Lithium 5-4 17,110,83
nCO1 Control 5-4 38,98,91
AO1 Control 5-4 49,26,23
CO1 Lithium 5-4 8,67,36
CO1 Control 5-4 2,49,23
CO1 Lithium 5-4 34,34,25
AO1 Control 5-4 4,34,36
AO1 Lithium 5-4 41,11,4
ACO1 Lithium 5-4 48,32,36
nCO1 Control 5-4 22,107,75
AO1 Lithium 5-4 28,0,0
ACO1 Control 5-4 34,37,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,39,22
AO1 Control 5-4 31,27,35
nCO1 Control 5-4 34,78,68
AO1 Control 5-4 37,7,9
ACO1 Lithium 5-4 36,62,26
nCO1 Control 5-4 50,63,45
CO1 Control 5-4 1,58,0
AO1 Control 5-4 32,7,11
AO1 Control 5-4 5,17,9
AO1 Lithium 5-4 31,22,19
nCO1 Control 5-4 11,170,114
nCO1 Lithium 5-4 30,20,5
AO1 Lithium 5-4 11,68,13
nCO1 Lithium 5-4 28,127,84
CO1 Lithium 5-4 2,133,86
CO1 Lithium 5-4 6,204,0
nCO1 Lithium 5-4 29,115,92
CO1 Lithium 5-4 11,108,79
ACO1 Lithium 5-4 27,78,49
CO1 Control 5-4 24,33,0
CO1 Lithium 5-4 12,144,103
CO1 Lithium 5-4 5,105,92
ACO1 Lithium 5-4 2,5,1
ACO1 Lithium 5-4 19,59,35
CO1 Lithium 5-4 7,78,59
ACO1 Lithium 5-4 4,2,2
ACO1 Control 5-4 28,5,0
CO1 Control 5-4 26,102,105
CO1 Control 5-4 18,30,0
AO1 Lithium 5-4 8,14,9
CO1 Lithium 5-4 4,129,0
ACO1 Control 5-4 45,0,0
CO1 Lithium 5-4 26,101,87
CO1 Control 5-4 6,52,44
ACO1 Control 5-4 27,3,9
CO1 Control 5-4 31,100,81
ACO1 Control 5-4 50,11,3
AO1 Control 5-4 14,28,18
CO1 Lithium 5-4 40,80,88
nCO1 Control 5-4 39,67,49
ACO1 Lithium 5-4 43,1,0
nCO1 Lithium 5-4 48,75,64
AO1 Lithium 5-4 42,61,49
ACO1 Control 5-4 32,41,35
nCO1 Lithium 5-4 2,111,118
nCO1 Control 5-4 29,70,63
AO1 Control 5-4 29,19,49
nCO1 Lithium 5-4 24,98,53
nCO1 Control 5-4 33,132,94
nCO1 Control 5-4 4,2,0
AO1 Lithium 5-4 21,21,14
CO1 Control 5-4 33,76,66
nCO1 Lithium 5-4 34,4,0
CO1 Control 5-4 8,48,60
AO1 Control 5-4 43,25,28
nCO1 Control 5-4 10,102,87
AO1 Lithium 5-4 35,4,2
CO1 Lithium 5-4 18,40,34
nCO1 Control 5-4 46,86,62
CO1 Control 5-4 50,56,46
AO1 Lithium 5-4 45,65,38
ACO1 Lithium 5-4 34,10,0
nCO1 Control 5-4 2,95,87
ACO1 Lithium 5-4 11,59,45
nCO1 Lithium 5-4 22,26,0
AO1 Lithium 5-4 7,40,49
AO1 Control 5-4 11,42,45
ACO1 Lithium 5-4 16,17,16
ACO1 Lithium 5-4 17,37,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,104,105
ACO1 Control 5-4 46,57,46
CO1 Lithium 5-4 30,93,89
ACO1 Lithium 5-4 31,21,11
ACO1 Control 5-4 24,17,16
CO1 Lithium 5-4 9,70,62
CO1 Lithium 5-4 25,92,90
AO1 Control 5-4 16,22,37
CO1 Lithium 5-4 3,110,89
ACO1 Lithium 5-4 30,6,0
ACO1 Lithium 5-4 39,18,10
ACO1 Lithium 5-4 49,39,0
ACO1 Control 5-4 31,119,92
CO1 Lithium 5-4 17,106,82
ACO1 Lithium 5-4 22,36,24
ACO1 Control 5-4 49,34,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,1,10
nCO1 Control 5-4 41,160,111
AO1 Lithium 5-4 49,14,8
AO1 Control 5-4 50,11,23
AO1 Lithium 5-4 5,3,2
nCO1 Control 5-4 20,131,85
nCO1 Control 5-4 5,76,80
ACO1 Control 5-4 12,5,5
nCO1 Lithium 5-4 47,60,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,10,4
CO1 Control 5-4 36,87,76
ACO1 Control 5-4 3,4,10
nCO1 Lithium 5-4 39,52,63
ACO1 Lithium 5-4 47,27,0
nCO1 Control 5-4 26,25,0
CO1 Lithium 5-4 21,153,67
AO1 Control 5-4 45,24,29
nCO1 Control 5-4 23,126,100
CO1 Control 5-4 32,64,51
ACO1 Control 5-4 10,29,17
nCO1 Control 5-4 6,89,74
nCO1 Control 5-4 31,97,71
nCO1 Lithium 5-4 36,185,121
ACO1 Control 5-4 9,17,14
CO1 Lithium 5-4 15,128,125
AO1 Lithium 5-4 20,7,18
nCO1 Control 5-4 12,79,52
nCO1 Lithium 5-4 18,45,58
AO1 Control 5-4 20,15,5
nCO1 Lithium 5-4 26,140,97
CO1 Lithium 5-4 19,89,80
nCO1 Lithium 5-4 8,79,48
AO1 Control 5-4 40,14,11
CO1 Control 5-4 40,137,100
AO1 Lithium 5-4 17,8,13
nCO1 Lithium 5-4 44,117,101
CO1 Control 5-4 48,43,28
CO1 Control 5-4 27,55,62
CO1 Control 5-4 22,31,0
CO1 Control 5-4 13,79,66
AO1 Lithium 5-4 29,21,18
nCO1 Lithium 5-4 10,175,109
ACO1 Control 5-4 15,37,17
AO1 Control 5-4 1,27,12
AO1 Control 5-4 38,12,4
nCO1 Lithium 5-4 33,3,0
ACO1 Lithium 5-4 13,38,52
CO1 Lithium 5-4 16,147,0
ACO1 Control 5-4 23,71,67
AO1 Control 5-4 12,38,47
ACO1 Lithium 5-4 25,82,37
CO1 Control 5-4 10,47,71
nCO1 Lithium 5-4 31,62,56
AO1 Control 5-4 28,20,0
AO1 Lithium 5-4 24,10,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,146,119
ACO1 Control 5-4 14,4,1
nCO1 Control 5-4 27,55,51
CO1 Lithium 5-4 45,94,89
AO1 Control 5-4 8,44,40
CO1 Lithium 5-4 37,139,88
ACO1 Control 5-4 6,33,34
AO1 Control 5-4 15,28,35
ACO1 Control 5-4 4,15,0
CO1 Control 5-4 30,83,43
nCO1 Lithium 5-4 42,94,91
nCO1 Control 5-4 24,44,53
ACO1 Lithium 5-4 10,13,0
CO1 Lithium 5-4 36,102,30
AO1 Lithium 5-4 43,73,49
AO1 Control 5-4 30,10,18
AO1 Lithium 5-4 9,26,31
ACO1 Lithium 5-4 35,13,0
CO1 Lithium 5-4 1,37,38
ACO1 Control 5-4 1,104,0
ACO1 Lithium 5-4 5,1,0
nCO1 Control 5-4 13,78,66
CO1 Control 5-4 42,62,81
CO1 Lithium 5-4 39,72,70
nCO1 Control 5-4 47,27,0
ACO1 Lithium 5-4 15,7,16
CO1 Lithium 5-4 48,100,101
CO1 Control 5-4 25,0,0
ACO1 Lithium 5-4 7,4,0
ACO1 Lithium 5-4 24,14,15
ACO1 Lithium 5-4 21,10,4
nCO1 Lithium 5-4 21,64,56
CO1 Control 5-4 9,134,79
nCO1 Control 5-4 1,0,0
