RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,105,61
CO1 Control 5-4 34,51,37
CO1 Control 5-4 41,163,43
nCO1 Lithium 5-4 32,37,10
AO1 Control 5-4 25,146,18
nCO1 Lithium 5-4 46,144,97
CO1 Control 5-4 14,115,73
nCO1 Control 5-4 8,129,77
AO1 Lithium 5-4 40,6,9
nCO1 Lithium 5-4 19,248,50
ACO1 Lithium 5-4 14,6,0
ACO1 Control 5-4 33,139,0
AO1 Control 5-4 7,124,15
AO1 Lithium 5-4 14,38,4
ACO1 Lithium 5-4 9,116,31
ACO1 Control 5-4 36,145,36
ACO1 Control 5-4 40,18,0
CO1 Control 5-4 45,164,81
CO1 Lithium 5-4 50,138,54
AO1 Control 5-4 27,85,3
ACO1 Lithium 5-4 6,61,26
AO1 Control 5-4 42,77,22
ACO1 Control 5-4 17,91,5
CO1 Lithium 5-4 13,94,62
AO1 Lithium 5-4 46,39,0
AO1 Control 5-4 33,91,36
CO1 Lithium 5-4 35,130,86
nCO1 Lithium 5-4 50,175,94
CO1 Lithium 5-4 43,91,52
CO1 Control 5-4 3,172,51
ACO1 Lithium 5-4 26,63,4
CO1 Control 5-4 5,12,0
AO1 Control 5-4 41,161,28
CO1 Control 5-4 21,155,69
nCO1 Control 5-4 30,115,55
AO1 Lithium 5-4 37,103,42
nCO1 Control 5-4 14,118,48
CO1 Lithium 5-4 23,155,92
ACO1 Lithium 5-4 40,25,9
nCO1 Lithium 5-4 41,158,76
ACO1 Control 5-4 21,137,58
CO1 Lithium 5-4 20,168,61
AO1 Control 5-4 19,30,0
ACO1 Lithium 5-4 23,46,10
ACO1 Control 5-4 39,75,5
AO1 Lithium 5-4 39,20,0
ACO1 Lithium 5-4 20,52,19
CO1 Lithium 5-4 42,62,0
CO1 Lithium 5-4 32,166,82
nCO1 Control 5-4 44,217,113
nCO1 Control 5-4 45,159,29
AO1 Lithium 5-4 34,31,0
AO1 Control 5-4 9,62,37
AO1 Control 5-4 36,80,6
AO1 Lithium 5-4 12,37,28
nCO1 Lithium 5-4 11,137,92
CO1 Lithium 5-4 38,110,59
nCO1 Lithium 5-4 9,210,80
nCO1 Lithium 5-4 15,143,89
AO1 Lithium 5-4 33,73,49
nCO1 Lithium 5-4 49,152,14
AO1 Control 5-4 6,123,67
CO1 Control 5-4 12,235,69
CO1 Control 5-4 15,137,82
nCO1 Lithium 5-4 6,124,90
ACO1 Control 5-4 25,26,24
ACO1 Lithium 5-4 3,69,38
CO1 Control 5-4 29,121,82
AO1 Control 5-4 26,41,5
nCO1 Lithium 5-4 23,205,112
ACO1 Control 5-4 47,91,22
AO1 Lithium 5-4 15,44,10
CO1 Control 5-4 49,151,47
ACO1 Control 5-4 42,94,25
CO1 Lithium 5-4 46,148,52
ACO1 Control 5-4 26,125,54
ACO1 Lithium 5-4 12,15,0
CO1 Lithium 5-4 47,227,78
ACO1 Lithium 5-4 42,71,37
nCO1 Lithium 5-4 13,161,90
nCO1 Control 5-4 48,20,0
AO1 Control 5-4 39,95,35
ACO1 Control 5-4 41,16,18
CO1 Lithium 5-4 28,160,76
nCO1 Control 5-4 16,15,0
ACO1 Lithium 5-4 1,57,13
ACO1 Lithium 5-4 38,41,0
nCO1 Lithium 5-4 7,107,88
CO1 Control 5-4 28,149,50
AO1 Lithium 5-4 30,59,41
ACO1 Control 5-4 22,148,29
nCO1 Lithium 5-4 16,164,117
ACO1 Control 5-4 18,88,22
CO1 Control 5-4 37,196,52
AO1 Control 5-4 47,91,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,113,30
nCO1 Control 5-4 36,56,1
AO1 Control 5-4 17,140,0
CO1 Lithium 5-4 14,304,0
nCO1 Lithium 5-4 17,170,83
nCO1 Control 5-4 38,145,91
AO1 Control 5-4 49,71,23
CO1 Lithium 5-4 8,92,36
CO1 Control 5-4 2,160,23
CO1 Lithium 5-4 34,93,25
AO1 Control 5-4 4,158,36
AO1 Lithium 5-4 41,27,4
ACO1 Lithium 5-4 48,84,36
nCO1 Control 5-4 22,166,75
AO1 Lithium 5-4 28,35,0
ACO1 Control 5-4 34,92,36
AO1 Lithium 5-4 4,34,0
AO1 Lithium 5-4 16,74,22
AO1 Control 5-4 31,105,35
nCO1 Control 5-4 34,121,68
AO1 Control 5-4 37,38,9
ACO1 Lithium 5-4 36,99,26
nCO1 Control 5-4 50,186,45
CO1 Control 5-4 1,174,0
AO1 Control 5-4 32,20,11
AO1 Control 5-4 5,70,9
AO1 Lithium 5-4 31,63,19
nCO1 Control 5-4 11,205,114
nCO1 Lithium 5-4 30,23,5
AO1 Lithium 5-4 11,191,13
nCO1 Lithium 5-4 28,179,84
