RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,56,61
CO1 Control 5-4 34,13,37
CO1 Control 5-4 41,121,43
nCO1 Lithium 5-4 32,8,10
AO1 Control 5-4 25,32,18
nCO1 Lithium 5-4 46,125,97
CO1 Control 5-4 14,88,73
nCO1 Control 5-4 8,94,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,84,50
ACO1 Lithium 5-4 14,4,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,42,15
AO1 Lithium 5-4 14,9,4
ACO1 Lithium 5-4 9,52,31
ACO1 Control 5-4 36,95,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,97,81
CO1 Lithium 5-4 50,75,54
AO1 Control 5-4 27,19,3
ACO1 Lithium 5-4 6,5,26
AO1 Control 5-4 42,51,22
ACO1 Control 5-4 17,25,5
CO1 Lithium 5-4 13,64,62
AO1 Lithium 5-4 46,22,0
AO1 Control 5-4 33,42,36
CO1 Lithium 5-4 35,81,86
nCO1 Lithium 5-4 50,155,94
CO1 Lithium 5-4 43,69,52
CO1 Control 5-4 3,61,51
ACO1 Lithium 5-4 26,34,4
CO1 Control 5-4 5,34,0
AO1 Control 5-4 41,92,28
CO1 Control 5-4 21,116,69
nCO1 Control 5-4 30,80,55
AO1 Lithium 5-4 37,83,42
nCO1 Control 5-4 14,55,48
CO1 Lithium 5-4 23,87,92
ACO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 41,119,76
ACO1 Control 5-4 21,65,58
CO1 Lithium 5-4 20,85,61
AO1 Control 5-4 19,48,0
ACO1 Lithium 5-4 23,4,10
ACO1 Control 5-4 39,6,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,8,19
CO1 Lithium 5-4 42,90,0
CO1 Lithium 5-4 32,141,82
nCO1 Control 5-4 44,181,113
nCO1 Control 5-4 45,69,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,26,37
AO1 Control 5-4 36,38,6
AO1 Lithium 5-4 12,7,28
nCO1 Lithium 5-4 11,156,92
CO1 Lithium 5-4 38,85,59
nCO1 Lithium 5-4 9,136,80
nCO1 Lithium 5-4 15,109,89
AO1 Lithium 5-4 33,35,49
nCO1 Lithium 5-4 49,58,14
AO1 Control 5-4 6,57,67
CO1 Control 5-4 12,117,69
CO1 Control 5-4 15,86,82
nCO1 Lithium 5-4 6,124,90
ACO1 Control 5-4 25,11,24
ACO1 Lithium 5-4 3,11,38
CO1 Control 5-4 29,73,82
AO1 Control 5-4 26,16,5
nCO1 Lithium 5-4 23,138,112
ACO1 Control 5-4 47,55,22
AO1 Lithium 5-4 15,6,10
CO1 Control 5-4 49,53,47
ACO1 Control 5-4 42,31,25
CO1 Lithium 5-4 46,74,52
ACO1 Control 5-4 26,45,54
ACO1 Lithium 5-4 12,71,0
CO1 Lithium 5-4 47,122,78
ACO1 Lithium 5-4 42,38,37
nCO1 Lithium 5-4 13,77,90
nCO1 Control 5-4 48,11,0
AO1 Control 5-4 39,42,35
ACO1 Control 5-4 41,22,18
CO1 Lithium 5-4 28,116,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,15,13
ACO1 Lithium 5-4 38,16,0
nCO1 Lithium 5-4 7,127,88
CO1 Control 5-4 28,43,50
AO1 Lithium 5-4 30,33,41
ACO1 Control 5-4 22,67,29
nCO1 Lithium 5-4 16,148,117
ACO1 Control 5-4 18,10,22
CO1 Control 5-4 37,126,52
AO1 Control 5-4 47,22,33
AO1 Lithium 5-4 6,13,0
AO1 Control 5-4 44,42,30
nCO1 Control 5-4 36,71,1
AO1 Control 5-4 17,24,0
CO1 Lithium 5-4 14,130,0
nCO1 Lithium 5-4 17,115,83
nCO1 Control 5-4 38,94,91
AO1 Control 5-4 49,20,23
CO1 Lithium 5-4 8,53,36
CO1 Control 5-4 2,68,23
CO1 Lithium 5-4 34,54,25
AO1 Control 5-4 4,48,36
AO1 Lithium 5-4 41,2,4
ACO1 Lithium 5-4 48,23,36
