RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,37,61
CO1 Control 5-4 34,13,37
CO1 Control 5-4 41,117,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,14,18
nCO1 Lithium 5-4 46,100,97
CO1 Control 5-4 14,56,73
nCO1 Control 5-4 8,72,77
AO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 19,78,50
ACO1 Lithium 5-4 14,0,0
ACO1 Control 5-4 33,0,0
AO1 Control 5-4 7,27,15
AO1 Lithium 5-4 14,15,4
ACO1 Lithium 5-4 9,53,31
ACO1 Control 5-4 36,67,36
ACO1 Control 5-4 40,5,0
CO1 Control 5-4 45,73,81
CO1 Lithium 5-4 50,62,54
AO1 Control 5-4 27,10,3
ACO1 Lithium 5-4 6,8,26
AO1 Control 5-4 42,29,22
ACO1 Control 5-4 17,16,5
CO1 Lithium 5-4 13,47,62
AO1 Lithium 5-4 46,16,0
AO1 Control 5-4 33,40,36
CO1 Lithium 5-4 35,98,86
nCO1 Lithium 5-4 50,135,94
CO1 Lithium 5-4 43,36,52
CO1 Control 5-4 3,50,51
ACO1 Lithium 5-4 26,24,4
CO1 Control 5-4 5,22,0
AO1 Control 5-4 41,62,28
CO1 Control 5-4 21,86,69
nCO1 Control 5-4 30,63,55
AO1 Lithium 5-4 37,41,42
nCO1 Control 5-4 14,53,48
CO1 Lithium 5-4 23,81,92
ACO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 41,112,76
ACO1 Control 5-4 21,57,58
CO1 Lithium 5-4 20,68,61
AO1 Control 5-4 19,36,0
ACO1 Lithium 5-4 23,0,10
ACO1 Control 5-4 39,20,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,10,19
CO1 Lithium 5-4 42,58,0
CO1 Lithium 5-4 32,123,82
nCO1 Control 5-4 44,131,113
nCO1 Control 5-4 45,57,29
AO1 Lithium 5-4 34,3,0
AO1 Control 5-4 9,12,37
AO1 Control 5-4 36,27,6
AO1 Lithium 5-4 12,7,28
