RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,52,61
CO1 Control 5-4 34,20,37
CO1 Control 5-4 41,70,43
nCO1 Lithium 5-4 32,0,10
AO1 Control 5-4 25,19,18
nCO1 Lithium 5-4 46,96,97
CO1 Control 5-4 14,69,73
nCO1 Control 5-4 8,79,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,68,50
ACO1 Lithium 5-4 14,3,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,27,15
AO1 Lithium 5-4 14,3,4
ACO1 Lithium 5-4 9,31,31
ACO1 Control 5-4 36,59,36
ACO1 Control 5-4 40,0,0
CO1 Control 5-4 45,91,81
CO1 Lithium 5-4 50,68,54
AO1 Control 5-4 27,7,3
ACO1 Lithium 5-4 6,29,26
AO1 Control 5-4 42,22,22
ACO1 Control 5-4 17,9,5
CO1 Lithium 5-4 13,66,62
AO1 Lithium 5-4 46,0,0
AO1 Control 5-4 33,47,36
CO1 Lithium 5-4 35,66,86
nCO1 Lithium 5-4 50,135,94
CO1 Lithium 5-4 43,47,52
CO1 Control 5-4 3,40,51
ACO1 Lithium 5-4 26,5,4
CO1 Control 5-4 5,0,0
AO1 Control 5-4 41,33,28
CO1 Control 5-4 21,88,69
nCO1 Control 5-4 30,61,55
AO1 Lithium 5-4 37,72,42
nCO1 Control 5-4 14,53,48
CO1 Lithium 5-4 23,80,92
ACO1 Lithium 5-4 40,4,9
nCO1 Lithium 5-4 41,103,76
ACO1 Control 5-4 21,66,58
CO1 Lithium 5-4 20,59,61
AO1 Control 5-4 19,15,0
ACO1 Lithium 5-4 23,13,10
ACO1 Control 5-4 39,9,5
AO1 Lithium 5-4 39,0,0
ACO1 Lithium 5-4 20,20,19
CO1 Lithium 5-4 42,17,0
CO1 Lithium 5-4 32,83,82
nCO1 Control 5-4 44,137,113
nCO1 Control 5-4 45,60,29
AO1 Lithium 5-4 34,0,0
AO1 Control 5-4 9,30,37
AO1 Control 5-4 36,24,6
AO1 Lithium 5-4 12,19,28
nCO1 Lithium 5-4 11,105,92
CO1 Lithium 5-4 38,53,59
nCO1 Lithium 5-4 9,134,80
nCO1 Lithium 5-4 15,79,89
AO1 Lithium 5-4 33,44,49
nCO1 Lithium 5-4 49,46,14
AO1 Control 5-4 6,67,67
CO1 Control 5-4 12,103,69
CO1 Control 5-4 15,92,82
nCO1 Lithium 5-4 6,80,90
ACO1 Control 5-4 25,21,24
ACO1 Lithium 5-4 3,25,38
CO1 Control 5-4 29,69,82
AO1 Control 5-4 26,12,5
nCO1 Lithium 5-4 23,129,112
ACO1 Control 5-4 47,22,22
