RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,95,61
CO1 Control 5-4 34,42,37
CO1 Control 5-4 41,229,43
nCO1 Lithium 5-4 32,22,10
AO1 Control 5-4 25,65,18
nCO1 Lithium 5-4 46,194,97
CO1 Control 5-4 14,152,73
nCO1 Control 5-4 8,125,77
AO1 Lithium 5-4 40,24,9
nCO1 Lithium 5-4 19,159,50
ACO1 Lithium 5-4 14,10,0
ACO1 Control 5-4 33,15,0
AO1 Control 5-4 7,70,15
AO1 Lithium 5-4 14,25,4
ACO1 Lithium 5-4 9,95,31
ACO1 Control 5-4 36,154,36
ACO1 Control 5-4 40,8,0
CO1 Control 5-4 45,130,81
CO1 Lithium 5-4 50,169,54
AO1 Control 5-4 27,35,3
ACO1 Lithium 5-4 6,27,26
AO1 Control 5-4 42,78,22
ACO1 Control 5-4 17,76,5
CO1 Lithium 5-4 13,121,62
AO1 Lithium 5-4 46,31,0
AO1 Control 5-4 33,75,36
CO1 Lithium 5-4 35,112,86
nCO1 Lithium 5-4 50,219,94
CO1 Lithium 5-4 43,134,52
CO1 Control 5-4 3,59,51
ACO1 Lithium 5-4 26,64,4
CO1 Control 5-4 5,35,0
AO1 Control 5-4 41,159,28
CO1 Control 5-4 21,158,69
nCO1 Control 5-4 30,141,55
AO1 Lithium 5-4 37,105,42
nCO1 Control 5-4 14,71,48
CO1 Lithium 5-4 23,137,92
ACO1 Lithium 5-4 40,15,9
nCO1 Lithium 5-4 41,189,76
ACO1 Control 5-4 21,109,58
CO1 Lithium 5-4 20,124,61
AO1 Control 5-4 19,27,0
ACO1 Lithium 5-4 23,24,10
ACO1 Control 5-4 39,36,5
AO1 Lithium 5-4 39,20,0
ACO1 Lithium 5-4 20,37,19
CO1 Lithium 5-4 42,140,0
CO1 Lithium 5-4 32,187,82
nCO1 Control 5-4 44,228,113
nCO1 Control 5-4 45,102,29
AO1 Lithium 5-4 34,12,0
AO1 Control 5-4 9,71,37
AO1 Control 5-4 36,98,6
AO1 Lithium 5-4 12,18,28
nCO1 Lithium 5-4 11,204,92
CO1 Lithium 5-4 38,137,59
nCO1 Lithium 5-4 9,206,80
nCO1 Lithium 5-4 15,147,89
AO1 Lithium 5-4 33,60,49
nCO1 Lithium 5-4 49,132,14
AO1 Control 5-4 6,107,67
CO1 Control 5-4 12,169,69
CO1 Control 5-4 15,110,82
nCO1 Lithium 5-4 6,178,90
ACO1 Control 5-4 25,38,24
ACO1 Lithium 5-4 3,40,38
CO1 Control 5-4 29,103,82
AO1 Control 5-4 26,48,5
nCO1 Lithium 5-4 23,210,112
ACO1 Control 5-4 47,99,22
AO1 Lithium 5-4 15,11,10
CO1 Control 5-4 49,78,47
ACO1 Control 5-4 42,86,25
CO1 Lithium 5-4 46,135,52
ACO1 Control 5-4 26,73,54
ACO1 Lithium 5-4 12,75,0
CO1 Lithium 5-4 47,149,78
ACO1 Lithium 5-4 42,99,37
nCO1 Lithium 5-4 13,100,90
nCO1 Control 5-4 48,31,0
AO1 Control 5-4 39,69,35
ACO1 Control 5-4 41,81,18
CO1 Lithium 5-4 28,171,76
nCO1 Control 5-4 16,212,0
ACO1 Lithium 5-4 1,38,13
ACO1 Lithium 5-4 38,30,0
nCO1 Lithium 5-4 7,171,88
CO1 Control 5-4 28,71,50
AO1 Lithium 5-4 30,44,41
ACO1 Control 5-4 22,120,29
nCO1 Lithium 5-4 16,211,117
ACO1 Control 5-4 18,99,22
CO1 Control 5-4 37,142,52
AO1 Control 5-4 47,32,33
AO1 Lithium 5-4 6,90,0
AO1 Control 5-4 44,64,30
nCO1 Control 5-4 36,184,1
AO1 Control 5-4 17,114,0
CO1 Lithium 5-4 14,152,0
nCO1 Lithium 5-4 17,182,83
nCO1 Control 5-4 38,128,91
AO1 Control 5-4 49,56,23
CO1 Lithium 5-4 8,87,36
CO1 Control 5-4 2,100,23
CO1 Lithium 5-4 34,106,25
AO1 Control 5-4 4,73,36
AO1 Lithium 5-4 41,29,4
ACO1 Lithium 5-4 48,48,36
nCO1 Control 5-4 22,205,75
AO1 Lithium 5-4 28,42,0
ACO1 Control 5-4 34,46,36
AO1 Lithium 5-4 4,193,0
AO1 Lithium 5-4 16,82,22
AO1 Control 5-4 31,144,35
nCO1 Control 5-4 34,123,68
AO1 Control 5-4 37,32,9
ACO1 Lithium 5-4 36,86,26
nCO1 Control 5-4 50,131,45
CO1 Control 5-4 1,150,0
AO1 Control 5-4 32,20,11
AO1 Control 5-4 5,72,9
AO1 Lithium 5-4 31,32,19
nCO1 Control 5-4 11,213,114
nCO1 Lithium 5-4 30,14,5
AO1 Lithium 5-4 11,172,13
nCO1 Lithium 5-4 28,177,84
CO1 Lithium 5-4 2,145,86
CO1 Lithium 5-4 6,195,0
nCO1 Lithium 5-4 29,159,92
CO1 Lithium 5-4 11,163,79
ACO1 Lithium 5-4 27,106,49
CO1 Control 5-4 24,212,0
CO1 Lithium 5-4 12,150,103
CO1 Lithium 5-4 5,102,92
ACO1 Lithium 5-4 2,14,1
ACO1 Lithium 5-4 19,97,35
CO1 Lithium 5-4 7,100,59
ACO1 Lithium 5-4 4,2,2
ACO1 Control 5-4 28,17,0
CO1 Control 5-4 26,162,105
CO1 Control 5-4 18,319,0
AO1 Lithium 5-4 8,41,9
CO1 Lithium 5-4 4,135,0
ACO1 Control 5-4 45,95,0
CO1 Lithium 5-4 26,183,87
CO1 Control 5-4 6,193,44
