RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,63,61
CO1 Control 5-4 34,19,37
CO1 Control 5-4 41,93,43
nCO1 Lithium 5-4 32,5,10
AO1 Control 5-4 25,65,18
nCO1 Lithium 5-4 46,110,97
CO1 Control 5-4 14,100,73
nCO1 Control 5-4 8,85,77
AO1 Lithium 5-4 40,0,9
nCO1 Lithium 5-4 19,102,50
ACO1 Lithium 5-4 14,2,0
ACO1 Control 5-4 33,11,0
AO1 Control 5-4 7,32,15
AO1 Lithium 5-4 14,14,4
ACO1 Lithium 5-4 9,54,31
ACO1 Control 5-4 36,99,36
ACO1 Control 5-4 40,5,0
CO1 Control 5-4 45,76,81
CO1 Lithium 5-4 50,102,54
AO1 Control 5-4 27,14,3
ACO1 Lithium 5-4 6,10,26
AO1 Control 5-4 42,38,22
ACO1 Control 5-4 17,14,5
CO1 Lithium 5-4 13,74,62
AO1 Lithium 5-4 46,24,0
AO1 Control 5-4 33,38,36
CO1 Lithium 5-4 35,87,86
nCO1 Lithium 5-4 50,144,94
CO1 Lithium 5-4 43,53,52
CO1 Control 5-4 3,49,51
ACO1 Lithium 5-4 26,28,4
CO1 Control 5-4 5,40,0
AO1 Control 5-4 41,102,28
CO1 Control 5-4 21,98,69
nCO1 Control 5-4 30,100,55
AO1 Lithium 5-4 37,47,42
nCO1 Control 5-4 14,62,48
CO1 Lithium 5-4 23,80,92
ACO1 Lithium 5-4 40,15,9
nCO1 Lithium 5-4 41,124,76
ACO1 Control 5-4 21,76,58
CO1 Lithium 5-4 20,89,61
AO1 Control 5-4 19,25,0
ACO1 Lithium 5-4 23,5,10
ACO1 Control 5-4 39,9,5
AO1 Lithium 5-4 39,1,0
ACO1 Lithium 5-4 20,18,19
CO1 Lithium 5-4 42,67,0
CO1 Lithium 5-4 32,132,82
nCO1 Control 5-4 44,167,113
nCO1 Control 5-4 45,61,29
AO1 Lithium 5-4 34,11,0
AO1 Control 5-4 9,18,37
AO1 Control 5-4 36,45,6
AO1 Lithium 5-4 12,6,28
nCO1 Lithium 5-4 11,151,92
CO1 Lithium 5-4 38,82,59
nCO1 Lithium 5-4 9,138,80
nCO1 Lithium 5-4 15,110,89
AO1 Lithium 5-4 33,30,49
nCO1 Lithium 5-4 49,74,14
AO1 Control 5-4 6,75,67
CO1 Control 5-4 12,119,69
CO1 Control 5-4 15,110,82
nCO1 Lithium 5-4 6,113,90
ACO1 Control 5-4 25,21,24
ACO1 Lithium 5-4 3,14,38
CO1 Control 5-4 29,77,82
AO1 Control 5-4 26,12,5
nCO1 Lithium 5-4 23,128,112
ACO1 Control 5-4 47,66,22
AO1 Lithium 5-4 15,2,10
CO1 Control 5-4 49,72,47
ACO1 Control 5-4 42,14,25
CO1 Lithium 5-4 46,86,52
ACO1 Control 5-4 26,73,54
ACO1 Lithium 5-4 12,11,0
CO1 Lithium 5-4 47,125,78
ACO1 Lithium 5-4 42,52,37
nCO1 Lithium 5-4 13,101,90
nCO1 Control 5-4 48,8,0
AO1 Control 5-4 39,52,35
ACO1 Control 5-4 41,11,18
CO1 Lithium 5-4 28,113,76
nCO1 Control 5-4 16,20,0
ACO1 Lithium 5-4 1,28,13
ACO1 Lithium 5-4 38,8,0
nCO1 Lithium 5-4 7,116,88
CO1 Control 5-4 28,43,50
AO1 Lithium 5-4 30,38,41
ACO1 Control 5-4 22,75,29
nCO1 Lithium 5-4 16,144,117
ACO1 Control 5-4 18,14,22
CO1 Control 5-4 37,129,52
AO1 Control 5-4 47,35,33
AO1 Lithium 5-4 6,11,0
AO1 Control 5-4 44,41,30
nCO1 Control 5-4 36,54,1
AO1 Control 5-4 17,82,0
CO1 Lithium 5-4 14,191,0
nCO1 Lithium 5-4 17,114,83
nCO1 Control 5-4 38,91,91
AO1 Control 5-4 49,19,23
CO1 Lithium 5-4 8,75,36
CO1 Control 5-4 2,79,23
CO1 Lithium 5-4 34,89,25
AO1 Control 5-4 4,64,36
AO1 Lithium 5-4 41,0,4
ACO1 Lithium 5-4 48,41,36
nCO1 Control 5-4 22,109,75
AO1 Lithium 5-4 28,31,0
ACO1 Control 5-4 34,36,36
AO1 Lithium 5-4 4,72,0
AO1 Lithium 5-4 16,32,22
AO1 Control 5-4 31,48,35
nCO1 Control 5-4 34,81,68
AO1 Control 5-4 37,0,9
ACO1 Lithium 5-4 36,68,26
nCO1 Control 5-4 50,79,45
CO1 Control 5-4 1,139,0
AO1 Control 5-4 32,9,11
AO1 Control 5-4 5,25,9
AO1 Lithium 5-4 31,10,19
nCO1 Control 5-4 11,165,114
nCO1 Lithium 5-4 30,11,5
AO1 Lithium 5-4 11,143,13
nCO1 Lithium 5-4 28,126,84
CO1 Lithium 5-4 2,120,86
CO1 Lithium 5-4 6,189,0
nCO1 Lithium 5-4 29,132,92
CO1 Lithium 5-4 11,142,79
ACO1 Lithium 5-4 27,84,49
CO1 Control 5-4 24,166,0
CO1 Lithium 5-4 12,145,103
CO1 Lithium 5-4 5,102,92
ACO1 Lithium 5-4 2,3,1
ACO1 Lithium 5-4 19,44,35
CO1 Lithium 5-4 7,74,59
ACO1 Lithium 5-4 4,2,2
ACO1 Control 5-4 28,1,0
CO1 Control 5-4 26,122,105
CO1 Control 5-4 18,202,0
AO1 Lithium 5-4 8,15,9
CO1 Lithium 5-4 4,156,0
ACO1 Control 5-4 45,61,0
CO1 Lithium 5-4 26,109,87
CO1 Control 5-4 6,97,44
ACO1 Control 5-4 27,7,9
CO1 Control 5-4 31,127,81
ACO1 Control 5-4 50,15,3
AO1 Control 5-4 14,64,18
CO1 Lithium 5-4 40,93,88
nCO1 Control 5-4 39,91,49
ACO1 Lithium 5-4 43,5,0
nCO1 Lithium 5-4 48,43,64
AO1 Lithium 5-4 42,69,49
ACO1 Control 5-4 32,56,35
nCO1 Lithium 5-4 2,179,118
nCO1 Control 5-4 29,72,63
AO1 Control 5-4 29,9,49
nCO1 Lithium 5-4 24,104,53
nCO1 Control 5-4 33,121,94
nCO1 Control 5-4 4,47,0
AO1 Lithium 5-4 21,8,14
CO1 Control 5-4 33,81,66
nCO1 Lithium 5-4 34,5,0
CO1 Control 5-4 8,35,60
AO1 Control 5-4 43,36,28
nCO1 Control 5-4 10,117,87
AO1 Lithium 5-4 35,19,2
CO1 Lithium 5-4 18,31,34
nCO1 Control 5-4 46,112,62
CO1 Control 5-4 50,86,46
AO1 Lithium 5-4 45,90,38
ACO1 Lithium 5-4 34,144,0
nCO1 Control 5-4 2,117,87
ACO1 Lithium 5-4 11,86,45
nCO1 Lithium 5-4 22,18,0
AO1 Lithium 5-4 7,25,49
AO1 Control 5-4 11,37,45
ACO1 Lithium 5-4 16,11,16
ACO1 Lithium 5-4 17,36,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,114,105
ACO1 Control 5-4 46,47,46
CO1 Lithium 5-4 30,114,89
ACO1 Lithium 5-4 31,16,11
ACO1 Control 5-4 24,25,16
CO1 Lithium 5-4 9,81,62
CO1 Lithium 5-4 25,97,90
AO1 Control 5-4 16,80,37
CO1 Lithium 5-4 3,103,89
ACO1 Lithium 5-4 30,53,0
ACO1 Lithium 5-4 39,7,10
ACO1 Lithium 5-4 49,84,0
ACO1 Control 5-4 31,150,92
CO1 Lithium 5-4 17,198,82
ACO1 Lithium 5-4 22,13,24
ACO1 Control 5-4 49,97,9
ACO1 Control 5-4 8,28,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,157,111
AO1 Lithium 5-4 49,6,8
AO1 Control 5-4 50,28,23
AO1 Lithium 5-4 5,2,2
nCO1 Control 5-4 20,126,85
nCO1 Control 5-4 5,67,80
ACO1 Control 5-4 12,21,5
nCO1 Lithium 5-4 47,52,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,2,4
CO1 Control 5-4 36,133,76
ACO1 Control 5-4 3,31,10
nCO1 Lithium 5-4 39,74,63
ACO1 Lithium 5-4 47,275,0
nCO1 Control 5-4 26,101,0
CO1 Lithium 5-4 21,129,67
AO1 Control 5-4 45,16,29
nCO1 Control 5-4 23,119,100
CO1 Control 5-4 32,47,51
ACO1 Control 5-4 10,28,17
nCO1 Control 5-4 6,87,74
nCO1 Control 5-4 31,114,71
nCO1 Lithium 5-4 36,152,121
ACO1 Control 5-4 9,32,14
CO1 Lithium 5-4 15,127,125
AO1 Lithium 5-4 20,6,18
nCO1 Control 5-4 12,100,52
nCO1 Lithium 5-4 18,81,58
AO1 Control 5-4 20,37,5
nCO1 Lithium 5-4 26,135,97
CO1 Lithium 5-4 19,89,80
nCO1 Lithium 5-4 8,89,48
AO1 Control 5-4 40,9,11
