RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 8,125,61
CO1 Control 5-4 34,87,37
CO1 Control 5-4 41,254,43
nCO1 Lithium 5-4 32,79,10
AO1 Control 5-4 25,192,18
nCO1 Lithium 5-4 46,220,97
CO1 Control 5-4 14,149,73
nCO1 Control 5-4 8,186,77
AO1 Lithium 5-4 40,23,9
nCO1 Lithium 5-4 19,258,50
ACO1 Lithium 5-4 14,16,0
ACO1 Control 5-4 33,338,0
AO1 Control 5-4 7,136,15
AO1 Lithium 5-4 14,97,4
ACO1 Lithium 5-4 9,179,31
ACO1 Control 5-4 36,248,36
ACO1 Control 5-4 40,34,0
CO1 Control 5-4 45,221,81
CO1 Lithium 5-4 50,220,54
AO1 Control 5-4 27,88,3
ACO1 Lithium 5-4 6,53,26
AO1 Control 5-4 42,138,22
ACO1 Control 5-4 17,114,5
CO1 Lithium 5-4 13,146,62
AO1 Lithium 5-4 46,60,0
AO1 Control 5-4 33,165,36
CO1 Lithium 5-4 35,147,86
nCO1 Lithium 5-4 50,283,94
CO1 Lithium 5-4 43,132,52
CO1 Control 5-4 3,172,51
ACO1 Lithium 5-4 26,125,4
CO1 Control 5-4 5,58,0
AO1 Control 5-4 41,241,28
CO1 Control 5-4 21,219,69
nCO1 Control 5-4 30,241,55
AO1 Lithium 5-4 37,132,42
nCO1 Control 5-4 14,138,48
CO1 Lithium 5-4 23,177,92
ACO1 Lithium 5-4 40,62,9
nCO1 Lithium 5-4 41,215,76
ACO1 Control 5-4 21,148,58
CO1 Lithium 5-4 20,213,61
AO1 Control 5-4 19,165,0
ACO1 Lithium 5-4 23,36,10
ACO1 Control 5-4 39,75,5
AO1 Lithium 5-4 39,36,0
ACO1 Lithium 5-4 20,106,19
CO1 Lithium 5-4 42,153,0
CO1 Lithium 5-4 32,258,82
nCO1 Control 5-4 44,292,113
nCO1 Control 5-4 45,207,29
AO1 Lithium 5-4 34,62,0
AO1 Control 5-4 9,105,37
AO1 Control 5-4 36,162,6
AO1 Lithium 5-4 12,38,28
nCO1 Lithium 5-4 11,235,92
CO1 Lithium 5-4 38,147,59
nCO1 Lithium 5-4 9,269,80
nCO1 Lithium 5-4 15,235,89
AO1 Lithium 5-4 33,84,49
nCO1 Lithium 5-4 49,241,14
AO1 Control 5-4 6,148,67
CO1 Control 5-4 12,302,69
CO1 Control 5-4 15,178,82
nCO1 Lithium 5-4 6,197,90
ACO1 Control 5-4 25,82,24
ACO1 Lithium 5-4 3,97,38
CO1 Control 5-4 29,209,82
AO1 Control 5-4 26,57,5
nCO1 Lithium 5-4 23,271,112
ACO1 Control 5-4 47,186,22
AO1 Lithium 5-4 15,48,10
CO1 Control 5-4 49,259,47
ACO1 Control 5-4 42,141,25
CO1 Lithium 5-4 46,240,52
ACO1 Control 5-4 26,188,54
ACO1 Lithium 5-4 12,264,0
CO1 Lithium 5-4 47,292,78
ACO1 Lithium 5-4 42,114,37
nCO1 Lithium 5-4 13,237,90
nCO1 Control 5-4 48,37,0
AO1 Control 5-4 39,129,35
ACO1 Control 5-4 41,68,18
CO1 Lithium 5-4 28,216,76
nCO1 Control 5-4 16,230,0
ACO1 Lithium 5-4 1,88,13
ACO1 Lithium 5-4 38,76,0
nCO1 Lithium 5-4 7,226,88
CO1 Control 5-4 28,124,50
AO1 Lithium 5-4 30,95,41
ACO1 Control 5-4 22,208,29
nCO1 Lithium 5-4 16,273,117
ACO1 Control 5-4 18,106,22
CO1 Control 5-4 37,333,52
AO1 Control 5-4 47,132,33
AO1 Lithium 5-4 6,123,0
AO1 Control 5-4 44,167,30
nCO1 Control 5-4 36,167,1
AO1 Control 5-4 17,341,0
CO1 Lithium 5-4 14,336,0
nCO1 Lithium 5-4 17,244,83
nCO1 Control 5-4 38,169,91
AO1 Control 5-4 49,92,23
CO1 Lithium 5-4 8,124,36
CO1 Control 5-4 2,215,23
CO1 Lithium 5-4 34,212,25
AO1 Control 5-4 4,209,36
AO1 Lithium 5-4 41,48,4
ACO1 Lithium 5-4 48,95,36
nCO1 Control 5-4 22,215,75
AO1 Lithium 5-4 28,99,0
ACO1 Control 5-4 34,87,36
AO1 Lithium 5-4 4,202,0
AO1 Lithium 5-4 16,100,22
AO1 Control 5-4 31,231,35
nCO1 Control 5-4 34,164,68
AO1 Control 5-4 37,42,9
ACO1 Lithium 5-4 36,144,26
nCO1 Control 5-4 50,246,45
CO1 Control 5-4 1,297,0
AO1 Control 5-4 32,40,11
AO1 Control 5-4 5,111,9
AO1 Lithium 5-4 31,118,19
nCO1 Control 5-4 11,264,114
nCO1 Lithium 5-4 30,40,5
AO1 Lithium 5-4 11,354,13
nCO1 Lithium 5-4 28,273,84
CO1 Lithium 5-4 2,206,86
CO1 Lithium 5-4 6,575,0
nCO1 Lithium 5-4 29,212,92
CO1 Lithium 5-4 11,249,79
ACO1 Lithium 5-4 27,149,49
CO1 Control 5-4 24,545,0
CO1 Lithium 5-4 12,236,103
CO1 Lithium 5-4 5,160,92
ACO1 Lithium 5-4 2,36,1
ACO1 Lithium 5-4 19,125,35
CO1 Lithium 5-4 7,147,59
ACO1 Lithium 5-4 4,14,2
ACO1 Control 5-4 28,32,0
CO1 Control 5-4 26,196,105
CO1 Control 5-4 18,433,0
AO1 Lithium 5-4 8,63,9
CO1 Lithium 5-4 4,264,0
ACO1 Control 5-4 45,111,0
CO1 Lithium 5-4 26,282,87
CO1 Control 5-4 6,223,44
ACO1 Control 5-4 27,50,9
CO1 Control 5-4 31,231,81
ACO1 Control 5-4 50,98,3
AO1 Control 5-4 14,231,18
CO1 Lithium 5-4 40,204,88
nCO1 Control 5-4 39,260,49
ACO1 Lithium 5-4 43,39,0
nCO1 Lithium 5-4 48,124,64
AO1 Lithium 5-4 42,156,49
ACO1 Control 5-4 32,96,35
nCO1 Lithium 5-4 2,407,118
nCO1 Control 5-4 29,132,63
AO1 Control 5-4 29,113,49
nCO1 Lithium 5-4 24,202,53
nCO1 Control 5-4 33,226,94
nCO1 Control 5-4 4,68,0
AO1 Lithium 5-4 21,54,14
CO1 Control 5-4 33,192,66
nCO1 Lithium 5-4 34,9,0
CO1 Control 5-4 8,127,60
AO1 Control 5-4 43,94,28
nCO1 Control 5-4 10,205,87
AO1 Lithium 5-4 35,85,2
CO1 Lithium 5-4 18,209,34
nCO1 Control 5-4 46,237,62
CO1 Control 5-4 50,260,46
AO1 Lithium 5-4 45,181,38
ACO1 Lithium 5-4 34,393,0
nCO1 Control 5-4 2,240,87
ACO1 Lithium 5-4 11,197,45
nCO1 Lithium 5-4 22,44,0
AO1 Lithium 5-4 7,102,49
AO1 Control 5-4 11,151,45
ACO1 Lithium 5-4 16,53,16
ACO1 Lithium 5-4 17,103,34
nCO1 Control 5-4 9,52,0
nCO1 Control 5-4 18,249,105
ACO1 Control 5-4 46,108,46
CO1 Lithium 5-4 30,243,89
ACO1 Lithium 5-4 31,64,11
ACO1 Control 5-4 24,93,16
CO1 Lithium 5-4 9,127,62
CO1 Lithium 5-4 25,192,90
AO1 Control 5-4 16,192,37
CO1 Lithium 5-4 3,145,89
ACO1 Lithium 5-4 30,88,0
ACO1 Lithium 5-4 39,39,10
ACO1 Lithium 5-4 49,251,0
ACO1 Control 5-4 31,221,92
CO1 Lithium 5-4 17,333,82
ACO1 Lithium 5-4 22,63,24
ACO1 Control 5-4 49,353,9
ACO1 Control 5-4 8,54,0
nCO1 Lithium 5-4 43,41,10
nCO1 Control 5-4 41,307,111
AO1 Lithium 5-4 49,53,8
AO1 Control 5-4 50,77,23
AO1 Lithium 5-4 5,17,2
nCO1 Control 5-4 20,198,85
nCO1 Control 5-4 5,154,80
ACO1 Control 5-4 12,133,5
nCO1 Lithium 5-4 47,147,61
AO1 Control 5-4 10,55,0
ACO1 Lithium 5-4 50,46,4
CO1 Control 5-4 36,289,76
ACO1 Control 5-4 3,129,10
nCO1 Lithium 5-4 39,160,63
ACO1 Lithium 5-4 47,460,0
nCO1 Control 5-4 26,287,0
CO1 Lithium 5-4 21,336,67
AO1 Control 5-4 45,70,29
nCO1 Control 5-4 23,301,100
CO1 Control 5-4 32,175,51
ACO1 Control 5-4 10,146,17
nCO1 Control 5-4 6,233,74
nCO1 Control 5-4 31,301,71
nCO1 Lithium 5-4 36,272,121
ACO1 Control 5-4 9,156,14
CO1 Lithium 5-4 15,221,125
AO1 Lithium 5-4 20,56,18
nCO1 Control 5-4 12,232,52
nCO1 Lithium 5-4 18,181,58
AO1 Control 5-4 20,92,5
nCO1 Lithium 5-4 26,207,97
CO1 Lithium 5-4 19,165,80
nCO1 Lithium 5-4 8,300,48
AO1 Control 5-4 40,85,11
CO1 Control 5-4 40,238,100
AO1 Lithium 5-4 17,72,13
nCO1 Lithium 5-4 44,250,101
CO1 Control 5-4 48,160,28
CO1 Control 5-4 27,142,62
CO1 Control 5-4 22,520,0
CO1 Control 5-4 13,180,66
AO1 Lithium 5-4 29,84,18
nCO1 Lithium 5-4 10,263,109
ACO1 Control 5-4 15,83,17
AO1 Control 5-4 1,140,12
AO1 Control 5-4 38,30,4
nCO1 Lithium 5-4 33,50,0
ACO1 Lithium 5-4 13,85,52
CO1 Lithium 5-4 16,370,0
ACO1 Control 5-4 23,332,67
AO1 Control 5-4 12,71,47
ACO1 Lithium 5-4 25,119,37
CO1 Control 5-4 10,228,71
nCO1 Lithium 5-4 31,144,56
AO1 Control 5-4 28,96,0
AO1 Lithium 5-4 24,38,12
ACO1 Control 5-4 30,94,0
nCO1 Lithium 5-4 20,268,119
ACO1 Control 5-4 14,312,1
nCO1 Control 5-4 27,190,51
CO1 Lithium 5-4 45,210,89
AO1 Control 5-4 8,118,40
CO1 Lithium 5-4 37,231,88
ACO1 Control 5-4 6,280,34
AO1 Control 5-4 15,147,35
ACO1 Control 5-4 4,191,0
CO1 Control 5-4 30,162,43
nCO1 Lithium 5-4 42,233,91
nCO1 Control 5-4 24,203,53
ACO1 Lithium 5-4 10,64,0
