Image,Part,Count,Whitespace
ACO4 Control 5-5 40,36,7,False
ACO4 Lithium 5-5 3,39,4,False
ACO4 Lithium 5-5 3,78,8,False
ACO4 Lithium 5-5 3,87,1,False
ACO4 Lithium 5-5 6,42,1,False
ACO4 Lithium 5-5 30,96,0,False
ACO4 Lithium 5-5 38,50,0,False
ACO4 Lithium 5-5 42,59,0,False
ACO4 Lithium 5-5 47,5,2,False
AO4 Control 5-5 15,79,13,False
AO4 Control 5-5 21,12,8,False
AO4 Control 5-5 22,13,5,False
AO4 Control 5-5 22,62,8,False
AO4 Control 5-5 26,86,3,False
AO4 Control 5-5 27,14,7,False
AO4 Control 5-5 34,85,6,False
AO4 Control 5-5 34,95,8,False
AO4 Lithium 5-5 1,74,6,False
AO4 Lithium 5-5 8,77,2,False
AO4 Lithium 5-5 27,37,6,False
AO4 Lithium 5-5 32,15,7,False
CO4 Control 5-5 2,16,11,False
CO4 Control 5-5 2,29,11,False
CO4 Control 5-5 2,39,13,False
CO4 Control 5-5 3,26,10,False
CO4 Control 5-5 3,38,9,False
CO4 Control 5-5 4,95,10,False
CO4 Control 5-5 5,77,8,False
CO4 Control 5-5 7,53,9,False
CO4 Control 5-5 7,74,7,False
CO4 Control 5-5 7,75,8,False
CO4 Control 5-5 8,5,18,False
CO4 Control 5-5 9,69,12,False
CO4 Control 5-5 9,87,10,False
CO4 Control 5-5 9,88,11,False
CO4 Control 5-5 11,7,8,False
CO4 Control 5-5 12,50,0,False
CO4 Control 5-5 13,32,23,False
CO4 Control 5-5 13,52,12,False
CO4 Control 5-5 14,32,9,False
CO4 Control 5-5 14,42,8,False
CO4 Control 5-5 14,52,9,False
CO4 Control 5-5 15,62,13,False
CO4 Control 5-5 18,13,14,False
CO4 Control 5-5 19,22,18,False
CO4 Control 5-5 19,42,7,False
CO4 Control 5-5 24,59,13,False
CO4 Control 5-5 24,85,12,False
CO4 Control 5-5 25,14,15,False
CO4 Control 5-5 25,15,10,False
CO4 Control 5-5 26,74,10,False
CO4 Control 5-5 27,15,6,False
CO4 Control 5-5 27,23,12,False
CO4 Control 5-5 27,56,8,False
CO4 Control 5-5 27,67,9,False
CO4 Control 5-5 27,75,6,False
CO4 Control 5-5 29,23,9,False
CO4 Control 5-5 30,36,6,False
CO4 Control 5-5 30,77,7,False
CO4 Control 5-5 32,6,10,False
CO4 Control 5-5 32,13,11,False
CO4 Control 5-5 32,14,10,False
CO4 Control 5-5 32,77,7,False
CO4 Control 5-5 33,69,12,False
CO4 Control 5-5 33,78,8,False
CO4 Control 5-5 34,85,13,False
CO4 Control 5-5 34,95,9,False
CO4 Control 5-5 36,28,14,False
CO4 Control 5-5 36,55,5,False
CO4 Control 5-5 36,68,9,False
CO4 Control 5-5 36,76,9,False
CO4 Control 5-5 37,6,8,False
CO4 Control 5-5 37,14,10,False
CO4 Control 5-5 37,17,17,False
CO4 Control 5-5 38,49,10,False
CO4 Control 5-5 39,37,7,False
CO4 Control 5-5 40,32,14,False
CO4 Control 5-5 40,43,11,False
CO4 Control 5-5 41,49,10,False
CO4 Control 5-5 41,75,22,False
CO4 Control 5-5 41,77,8,False
CO4 Control 5-5 43,17,9,False
CO4 Control 5-5 43,59,13,False
CO4 Control 5-5 43,78,14,False
CO4 Control 5-5 45,15,5,False
CO4 Control 5-5 45,74,4,False
CO4 Control 5-5 45,78,7,False
CO4 Control 5-5 45,85,9,False
CO4 Control 5-5 46,48,6,False
CO4 Control 5-5 47,4,9,False
CO4 Control 5-5 49,6,0,False
CO4 Control 5-5 49,73,4,False
CO4 Control 5-5 49,74,6,False
CO4 Control 5-5 50,77,8,False
CO4 Control 5-5 50,84,9,False
CO4 Lithium 5-5 1,53,9,False
CO4 Lithium 5-5 1,64,8,False
CO4 Lithium 5-5 1,68,8,False
CO4 Lithium 5-5 1,69,5,False
CO4 Lithium 5-5 1,76,5,False
CO4 Lithium 5-5 1,77,6,False
CO4 Lithium 5-5 2,15,8,False
CO4 Lithium 5-5 2,24,11,False
CO4 Lithium 5-5 2,25,11,False
CO4 Lithium 5-5 2,36,10,False
CO4 Lithium 5-5 4,45,10,False
CO4 Lithium 5-5 4,49,10,False
CO4 Lithium 5-5 5,16,12,False
CO4 Lithium 5-5 5,17,12,False
CO4 Lithium 5-5 5,25,9,False
CO4 Lithium 5-5 5,27,8,False
CO4 Lithium 5-5 5,28,11,False
CO4 Lithium 5-5 5,39,8,False
CO4 Lithium 5-5 9,47,6,False
CO4 Lithium 5-5 10,34,11,False
CO4 Lithium 5-5 11,43,7,False
CO4 Lithium 5-5 11,53,6,False
CO4 Lithium 5-5 11,74,10,False
CO4 Lithium 5-5 12,59,5,False
CO4 Lithium 5-5 14,68,8,False
CO4 Lithium 5-5 16,14,11,False
CO4 Lithium 5-5 16,38,7,False
CO4 Lithium 5-5 17,65,7,False
CO4 Lithium 5-5 18,13,10,False
CO4 Lithium 5-5 18,18,10,False
CO4 Lithium 5-5 18,28,11,False
CO4 Lithium 5-5 20,43,10,False
CO4 Lithium 5-5 20,74,11,False
CO4 Lithium 5-5 22,13,11,False
CO4 Lithium 5-5 22,15,8,False
CO4 Lithium 5-5 22,16,5,False
CO4 Lithium 5-5 22,17,7,False
CO4 Lithium 5-5 22,52,9,False
CO4 Lithium 5-5 23,4,7,False
CO4 Lithium 5-5 23,15,9,False
CO4 Lithium 5-5 23,16,8,False
CO4 Lithium 5-5 23,17,8,False
CO4 Lithium 5-5 23,28,7,False
CO4 Lithium 5-5 24,62,9,False
CO4 Lithium 5-5 25,42,16,False
CO4 Lithium 5-5 25,52,5,False
CO4 Lithium 5-5 26,27,6,False
CO4 Lithium 5-5 26,32,5,False
CO4 Lithium 5-5 26,42,8,False
CO4 Lithium 5-5 26,56,7,False
CO4 Lithium 5-5 26,77,7,False
CO4 Lithium 5-5 27,29,8,False
CO4 Lithium 5-5 27,39,10,False
CO4 Lithium 5-5 28,5,14,False
CO4 Lithium 5-5 28,6,10,False
CO4 Lithium 5-5 29,33,8,False
CO4 Lithium 5-5 30,18,9,False
CO4 Lithium 5-5 31,6,8,False
CO4 Lithium 5-5 31,52,12,False
CO4 Lithium 5-5 31,59,9,False
CO4 Lithium 5-5 32,16,7,False
CO4 Lithium 5-5 32,17,18,False
CO4 Lithium 5-5 32,28,7,False
CO4 Lithium 5-5 35,27,9,False
CO4 Lithium 5-5 35,85,6,False
CO4 Lithium 5-5 35,87,15,False
CO4 Lithium 5-5 36,67,7,False
CO4 Lithium 5-5 37,76,11,False
CO4 Lithium 5-5 37,77,10,False
CO4 Lithium 5-5 37,87,7,False
CO4 Lithium 5-5 38,36,7,False
CO4 Lithium 5-5 38,37,7,False
CO4 Lithium 5-5 38,48,9,False
CO4 Lithium 5-5 38,54,5,False
CO4 Lithium 5-5 38,65,7,False
CO4 Lithium 5-5 38,75,6,False
CO4 Lithium 5-5 40,59,7,False
CO4 Lithium 5-5 41,15,9,False
CO4 Lithium 5-5 41,44,7,False
CO4 Lithium 5-5 42,67,6,False
CO4 Lithium 5-5 44,24,7,False
CO4 Lithium 5-5 44,27,5,False
CO4 Lithium 5-5 44,56,8,False
CO4 Lithium 5-5 46,13,13,False
CO4 Lithium 5-5 46,14,8,False
CO4 Lithium 5-5 46,22,13,False
CO4 Lithium 5-5 47,5,10,False
CO4 Lithium 5-5 47,16,7,False
CO4 Lithium 5-5 47,17,10,False
CO4 Lithium 5-5 47,38,8,False
CO4 Lithium 5-5 49,41,6,False
CO4 Lithium 5-5 50,33,7,False
CO4 Lithium 5-5 50,42,7,False
CO4 Lithium 5-5 50,43,7,False
CO4 Lithium 5-5 50,44,9,False
NCO4 Control 5-5 1,78,10,False
NCO4 Control 5-5 6,29,7,False
NCO4 Control 5-5 7,14,20,False
NCO4 Control 5-5 9,84,10,False
NCO4 Control 5-5 10,64,8,False
NCO4 Control 5-5 10,73,10,False
NCO4 Control 5-5 10,77,9,False
NCO4 Control 5-5 11,52,14,False
NCO4 Control 5-5 12,15,8,False
NCO4 Control 5-5 12,16,12,False
NCO4 Control 5-5 12,65,5,False
NCO4 Control 5-5 15,16,8,False
NCO4 Control 5-5 18,23,9,False
NCO4 Control 5-5 18,24,8,False
NCO4 Control 5-5 18,32,10,False
NCO4 Control 5-5 18,33,4,False
NCO4 Control 5-5 18,52,11,False
NCO4 Control 5-5 20,88,6,False
NCO4 Control 5-5 21,24,8,False
NCO4 Control 5-5 21,25,5,False
NCO4 Control 5-5 21,46,5,False
NCO4 Control 5-5 21,75,7,False
NCO4 Control 5-5 24,13,10,False
NCO4 Control 5-5 25,85,6,False
NCO4 Control 5-5 27,46,7,False
NCO4 Control 5-5 27,86,0,False
NCO4 Control 5-5 28,17,6,False
NCO4 Control 5-5 28,24,11,False
NCO4 Control 5-5 29,25,6,False
NCO4 Control 5-5 29,39,5,False
NCO4 Control 5-5 29,45,5,False
NCO4 Control 5-5 29,54,1,False
NCO4 Control 5-5 30,86,18,False
NCO4 Control 5-5 30,88,14,False
NCO4 Control 5-5 31,4,10,False
NCO4 Control 5-5 31,5,10,False
NCO4 Control 5-5 31,6,12,False
NCO4 Control 5-5 32,43,13,False
NCO4 Control 5-5 32,53,7,False
NCO4 Control 5-5 32,74,8,False
NCO4 Control 5-5 32,75,6,False
NCO4 Control 5-5 32,76,9,False
NCO4 Control 5-5 34,15,7,False
NCO4 Control 5-5 34,16,10,False
NCO4 Control 5-5 34,17,11,False
NCO4 Control 5-5 34,27,10,False
NCO4 Control 5-5 35,73,13,False
NCO4 Control 5-5 36,76,12,False
NCO4 Control 5-5 36,86,11,False
NCO4 Control 5-5 38,77,5,False
NCO4 Control 5-5 38,87,8,False
NCO4 Control 5-5 39,39,14,False
NCO4 Control 5-5 39,49,19,False
NCO4 Control 5-5 40,16,10,False
NCO4 Control 5-5 40,84,16,False
NCO4 Control 5-5 40,85,10,False
NCO4 Control 5-5 41,13,11,False
NCO4 Control 5-5 41,43,6,False
NCO4 Control 5-5 42,14,5,False
NCO4 Control 5-5 42,17,10,False
NCO4 Control 5-5 42,85,0,False
NCO4 Control 5-5 43,85,9,False
NCO4 Control 5-5 44,49,0,False
NCO4 Control 5-5 46,5,17,False
NCO4 Control 5-5 46,6,9,False
NCO4 Control 5-5 46,73,7,False
NCO4 Control 5-5 49,14,16,False
NCO4 Control 5-5 49,15,15,False
NCO4 Control 5-5 49,16,12,False
NCO4 Control 5-5 49,25,6,False
NCO4 Lithium 5-5 1,7,11,False
NCO4 Lithium 5-5 1,17,8,False
NCO4 Lithium 5-5 1,18,17,False
NCO4 Lithium 5-5 2,49,12,False
NCO4 Lithium 5-5 3,58,8,False
NCO4 Lithium 5-5 3,68,9,False
NCO4 Lithium 5-5 3,77,7,False
NCO4 Lithium 5-5 3,86,8,False
NCO4 Lithium 5-5 4,84,20,False
NCO4 Lithium 5-5 4,85,12,False
NCO4 Lithium 5-5 6,29,10,False
NCO4 Lithium 5-5 6,75,13,False
NCO4 Lithium 5-5 7,68,8,False
NCO4 Lithium 5-5 7,75,12,False
NCO4 Lithium 5-5 7,76,12,False
NCO4 Lithium 5-5 8,86,12,False
NCO4 Lithium 5-5 8,87,13,False
NCO4 Lithium 5-5 10,38,8,False
NCO4 Lithium 5-5 11,54,8,False
NCO4 Lithium 5-5 11,66,7,False
NCO4 Lithium 5-5 11,74,8,False
NCO4 Lithium 5-5 12,17,17,False
NCO4 Lithium 5-5 13,35,5,False
NCO4 Lithium 5-5 13,47,9,False
NCO4 Lithium 5-5 13,57,9,False
NCO4 Lithium 5-5 14,28,6,False
NCO4 Lithium 5-5 14,75,6,False
NCO4 Lithium 5-5 14,86,10,False
NCO4 Lithium 5-5 16,28,8,False
NCO4 Lithium 5-5 16,38,7,False
NCO4 Lithium 5-5 16,67,6,False
NCO4 Lithium 5-5 16,76,6,False
NCO4 Lithium 5-5 18,25,4,False
NCO4 Lithium 5-5 18,27,6,False
NCO4 Lithium 5-5 18,33,6,False
NCO4 Lithium 5-5 18,45,5,False
NCO4 Lithium 5-5 18,65,5,False
NCO4 Lithium 5-5 19,42,9,False
NCO4 Lithium 5-5 19,72,12,False
NCO4 Lithium 5-5 24,85,9,False
NCO4 Lithium 5-5 24,86,6,False
NCO4 Lithium 5-5 24,87,7,False
NCO4 Lithium 5-5 27,17,5,False
NCO4 Lithium 5-5 27,75,7,False
NCO4 Lithium 5-5 27,77,7,False
NCO4 Lithium 5-5 28,15,6,False
NCO4 Lithium 5-5 28,23,9,False
NCO4 Lithium 5-5 29,24,6,False
NCO4 Lithium 5-5 29,25,9,False
NCO4 Lithium 5-5 29,34,8,False
NCO4 Lithium 5-5 29,44,7,False
