Image,Part,Count,Whitespace
ACO4 Li 05-17 3,76,0,False
ACO4 Li 05-17 7,41,0,False
ACO4 Li 05-17 18,18,0,False
ACO4 Li 05-17 18,68,1,False
ACO4 Li 05-17 34,74,1,False
ACO4 Li 05-17 44,36,0,False
CO4 Control 5-17 1,74,2,False
CO4 Control 5-17 14,76,9,False
CO4 Control 5-17 15,96,9,False
CO4 Control 5-17 24,28,8,False
CO4 Control 5-17 30,69,10,False
CO4 Control 5-17 30,79,12,False
CO4 Control 5-17 37,32,9,False
CO4 Control 5-17 41,4,8,False
CO4 Control 5-17 41,22,7,False
CO4 Lithium 5-17 8,14,5,False
CO4 Lithium 5-17 9,53,3,False
CO4 Lithium 5-17 9,86,5,False
CO4 Lithium 5-17 9,87,3,False
CO4 Lithium 5-17 16,54,5,False
CO4 Lithium 5-17 20,83,3,False
CO4 Lithium 5-17 22,68,7,False
CO4 Lithium 5-17 24,13,5,False
CO4 Lithium 5-17 24,83,5,False
CO4 Lithium 5-17 31,14,4,False
CO4 Lithium 5-17 31,46,4,False
CO4 Lithium 5-17 31,75,5,False
CO4 Lithium 5-17 32,5,6,False
CO4 Lithium 5-17 32,17,7,False
CO4 Lithium 5-17 32,18,8,False
CO4 Lithium 5-17 32,28,6,False
CO4 Lithium 5-17 35,95,4,False
CO4 Lithium 5-17 35,96,7,False
CO4 Lithium 5-17 39,83,18,False
CO4 Lithium 5-17 40,83,6,False
NCO4 Li 05-17 2,7,7,False
NCO4 Li 05-17 8,67,4,False
NCO4 Li 05-17 10,16,7,False
NCO4 Li 05-17 10,17,9,False
NCO4 Li 05-17 12,85,5,False
NCO4 Li 05-17 13,15,5,False
NCO4 Li 05-17 13,17,6,False
NCO4 Li 05-17 13,23,5,False
NCO4 Li 05-17 13,28,4,False
NCO4 Li 05-17 13,59,6,False
NCO4 Li 05-17 14,95,18,False
NCO4 Li 05-17 16,74,5,False
NCO4 Li 05-17 17,13,6,False
NCO4 Li 05-17 17,16,5,False
NCO4 Li 05-17 20,38,7,False
NCO4 Li 05-17 20,59,5,False
NCO4 Li 05-17 23,17,0,False
NCO4 Li 05-17 23,28,4,False
NCO4 Li 05-17 27,14,6,False
NCO4 Li 05-17 27,87,7,False
NCO4 Li 05-17 29,15,6,False
NCO4 Li 05-17 37,53,2,False
NCO4 Li 05-17 37,54,5,False
NCO4 Li 05-17 41,14,7,False
NCO4 Li 05-17 41,36,5,False
NCO4 Li 05-17 44,25,0,False
NCO4 Li 05-17 44,41,8,False
NCO4 Li 05-17 44,50,0,False
NCO4 Li 05-17 44,51,9,False
NCO4 Li 05-17 44,60,0,False
NCO4 Li 05-17 45,32,8,False
NCO4 Li 05-17 47,35,4,False
NCO4 Li 05-17 49,68,4,False
NCO4 Li 05-17 49,77,5,False
NCO4 Li 05-17 49,87,5,False
nCO4 Control 5-17 4,86,3,False
nCO4 Control 5-17 10,62,4,False
nCO4 Control 5-17 10,85,6,False
nCO4 Control 5-17 12,85,12,False
nCO4 Control 5-17 13,15,6,False
nCO4 Control 5-17 13,72,1,False
nCO4 Control 5-17 15,82,9,False
nCO4 Control 5-17 15,94,9,False
nCO4 Control 5-17 19,13,9,False
nCO4 Control 5-17 20,17,6,False
nCO4 Control 5-17 20,83,6,False
nCO4 Control 5-17 20,93,8,False
nCO4 Control 5-17 20,94,15,False
nCO4 Control 5-17 21,16,7,False
nCO4 Control 5-17 21,38,8,False
nCO4 Control 5-17 22,75,8,False
nCO4 Control 5-17 22,84,6,False
nCO4 Control 5-17 22,85,8,False
nCO4 Control 5-17 22,86,10,False
nCO4 Control 5-17 23,43,9,False
nCO4 Control 5-17 23,63,10,False
nCO4 Control 5-17 23,83,11,False
nCO4 Control 5-17 29,84,5,False
nCO4 Control 5-17 31,22,20,False
nCO4 Control 5-17 31,50,0,False
nCO4 Control 5-17 31,60,0,False
nCO4 Control 5-17 31,73,2,False
nCO4 Control 5-17 31,79,0,False
nCO4 Control 5-17 31,84,1,False
nCO4 Control 5-17 31,85,0,False
nCO4 Control 5-17 32,52,7,False
nCO4 Control 5-17 32,62,9,False
nCO4 Control 5-17 34,17,5,False
nCO4 Control 5-17 34,74,8,False
nCO4 Control 5-17 35,39,11,False
nCO4 Control 5-17 35,50,9,False
nCO4 Control 5-17 39,59,10,False
nCO4 Control 5-17 40,53,0,False
nCO4 Control 5-17 40,64,9,False
nCO4 Control 5-17 40,73,8,False
nCO4 Control 5-17 41,5,9,False
nCO4 Control 5-17 41,13,9,False
nCO4 Control 5-17 41,14,8,False
nCO4 Control 5-17 41,22,7,False
nCO4 Control 5-17 41,32,9,False
nCO4 Control 5-17 41,42,8,False
nCO4 Control 5-17 42,4,12,False
nCO4 Control 5-17 42,5,14,False
nCO4 Control 5-17 42,38,6,False
nCO4 Control 5-17 43,28,7,False
nCO4 Control 5-17 44,14,9,False
nCO4 Control 5-17 46,48,9,False
nCO4 Control 5-17 46,56,7,False
nCO4 Control 5-17 46,65,6,False
nCO4 Control 5-17 49,83,9,False
nCO4 Control 5-17 49,84,22,False
