Image,Part,Count,Whitespace
ACO4 Control 5-3 8,74,5,False
ACO4 Control 5-3 9,79,9,False
ACO4 Control 5-3 22,38,0,False
ACO4 Control 5-3 27,59,6,False
ACO4 Control 5-3 38,60,3,False
ACO4 Control 5-3 42,85,5,False
ACO4 Control 5-3 46,14,4,False
ACO4 Lithium 5-3 1,60,4,False
ACO4 Lithium 5-3 2,84,4,False
ACO4 Lithium 5-3 5,59,4,False
ACO4 Lithium 5-3 12,42,4,False
ACO4 Lithium 5-3 18,41,4,False
ACO4 Lithium 5-3 23,77,4,False
ACO4 Lithium 5-3 24,84,5,False
ACO4 Lithium 5-3 27,60,0,False
ACO4 Lithium 5-3 38,25,4,False
ACO4 Lithium 5-3 38,60,0,False
AO4 Control 5-3 4,24,4,False
AO4 Control 5-3 4,59,10,False
AO4 Control 5-3 4,85,6,False
AO4 Control 5-3 7,37,5,False
AO4 Control 5-3 13,73,8,False
AO4 Control 5-3 16,23,4,False
AO4 Control 5-3 16,41,6,False
AO4 Control 5-3 21,62,4,False
AO4 Control 5-3 22,13,4,False
AO4 Control 5-3 22,57,5,False
AO4 Control 5-3 25,26,2,False
AO4 Control 5-3 29,24,0,False
AO4 Control 5-3 29,25,0,False
AO4 Control 5-3 29,35,0,False
AO4 Control 5-3 31,76,0,False
AO4 Control 5-3 43,15,6,False
AO4 Control 5-3 47,25,0,False
AO4 Control 5-3 47,27,5,False
AO4 Lithium 5-3 8,16,4,False
AO4 Lithium 5-3 11,50,0,False
AO4 Lithium 5-3 15,27,4,False
AO4 Lithium 5-3 15,68,6,False
AO4 Lithium 5-3 16,54,5,False
AO4 Lithium 5-3 25,44,2,False
AO4 Lithium 5-3 28,86,0,False
AO4 Lithium 5-3 28,87,2,False
AO4 Lithium 5-3 29,35,4,False
AO4 Lithium 5-3 29,45,4,False
AO4 Lithium 5-3 29,46,3,False
AO4 Lithium 5-3 31,6,7,False
AO4 Lithium 5-3 34,73,2,False
AO4 Lithium 5-3 35,60,0,False
AO4 Lithium 5-3 35,87,5,False
AO4 Lithium 5-3 36,3,0,False
AO4 Lithium 5-3 37,51,0,False
AO4 Lithium 5-3 41,16,5,False
AO4 Lithium 5-3 47,25,3,False
AO4 Lithium 5-3 47,27,2,False
AO4 Lithium 5-3 48,84,5,False
