Image,Part,Count,Whitespace
ACO4 Control 5-9 19,60,0,False
ACO4 Control 5-9 27,62,3,False
ACO4 Control 5-9 27,73,2,False
ACO4 Control 5-9 37,7,0,False
ACO4 Lithium 5-9 3,49,6,False
ACO4 Lithium 5-9 16,15,0,False
ACO4 Lithium 5-9 49,41,0,False
AO4 Control 5-9 1,42,4,False
AO4 Control 5-9 1,52,6,False
AO4 Control 5-9 1,53,6,False
AO4 Control 5-9 1,63,3,False
AO4 Control 5-9 1,74,5,False
AO4 Control 5-9 1,75,4,False
AO4 Control 5-9 2,16,3,False
AO4 Control 5-9 2,43,3,False
AO4 Control 5-9 2,68,3,False
AO4 Control 5-9 4,26,8,False
AO4 Control 5-9 6,75,5,False
AO4 Control 5-9 9,45,4,False
AO4 Control 5-9 19,16,3,False
AO4 Control 5-9 25,26,6,False
AO4 Control 5-9 30,48,0,False
AO4 Control 5-9 30,56,0,False
AO4 Control 5-9 34,45,2,False
AO4 Control 5-9 34,96,2,False
AO4 Control 5-9 35,49,4,False
AO4 Control 5-9 39,22,0,False
AO4 Control 5-9 39,31,0,False
AO4 Control 5-9 39,41,0,False
AO4 Control 5-9 39,50,0,False
AO4 Control 5-9 39,51,0,False
AO4 Control 5-9 39,60,0,False
AO4 Control 5-9 48,35,0,False
AO4 Control 5-9 50,13,0,False
AO4 Control 5-9 50,15,0,False
AO4 Control 5-9 50,16,1,False
AO4 Control 5-9 50,31,0,False
AO4 Control 5-9 50,39,0,False
AO4 Control 5-9 50,49,0,False
AO4 Control 5-9 50,59,2,False
AO4 Control 5-9 50,88,7,False
AO4 Lithium 5-9 20,95,10,False
AO4 Lithium 5-9 21,39,0,False
AO4 Lithium 5-9 28,15,6,False
AO4 Lithium 5-9 28,25,6,False
AO4 Lithium 5-9 31,75,6,False
AO4 Lithium 5-9 42,78,6,False
CO4 Control 5-9 5,88,8,False
CO4 Control 5-9 5,97,9,False
CO4 Control 5-9 7,15,6,False
CO4 Control 5-9 11,86,8,False
CO4 Control 5-9 12,22,9,False
CO4 Control 5-9 12,37,0,False
CO4 Control 5-9 14,14,13,False
CO4 Control 5-9 14,15,11,False
CO4 Control 5-9 14,16,8,False
CO4 Control 5-9 17,6,5,False
CO4 Control 5-9 18,6,8,False
CO4 Control 5-9 19,83,13,False
CO4 Control 5-9 25-50 5,24,4,False
CO4 Control 5-9 25-50 5,49,3,False
CO4 Control 5-9 25-50 7,87,5,False
CO4 Control 5-9 25-50 9,50,5,False
CO4 Control 5-9 25-50 9,60,7,False
CO4 Control 5-9 25-50 9,70,5,False
CO4 Control 5-9 25-50 9,88,9,False
CO4 Control 5-9 25-50 11,16,5,False
CO4 Control 5-9 25-50 11,28,4,False
CO4 Control 5-9 25-50 11,29,10,False
CO4 Control 5-9 25-50 11,39,7,False
CO4 Control 5-9 25-50 11,59,9,False
CO4 Control 5-9 25-50 14,15,6,False
CO4 Control 5-9 25-50 14,16,6,False
CO4 Control 5-9 25-50 14,78,4,False
CO4 Control 5-9 25-50 18,62,2,False
CO4 Control 5-9 25-50 18,72,9,False
CO4 Control 5-9 25-50 18,83,4,False
CO4 Control 5-9 25-50 20,13,7,False
CO4 Control 5-9 25-50 20,14,8,False
CO4 Control 5-9 25-50 20,22,4,False
CO4 Control 5-9 25-50 22,14,4,False
CO4 Control 5-9 25-50 22,38,6,False
CO4 Control 5-9 25-50 22,84,6,False
CO4 Control 5-9 25-50 22,86,9,False
CO4 Control 5-9 25-50 23,4,8,False
CO4 Control 5-9 25-50 23,35,0,False
CO4 Control 5-9 25-50 25,43,3,False
CO4 Control 5-9 25-50 25,53,3,False
CO4 Control 5-9 25-50 25,72,5,False
CO4 Lithium 5-9 1,43,9,False
CO4 Lithium 5-9 1,64,6,False
CO4 Lithium 5-9 2,68,0,False
CO4 Lithium 5-9 3,26,9,False
CO4 Lithium 5-9 3,53,8,False
CO4 Lithium 5-9 6,85,9,False
CO4 Lithium 5-9 9,35,6,False
CO4 Lithium 5-9 9,38,7,False
CO4 Lithium 5-9 9,48,10,False
CO4 Lithium 5-9 9,87,6,False
CO4 Lithium 5-9 10,39,17,False
CO4 Lithium 5-9 11,68,7,False
CO4 Lithium 5-9 12,49,9,False
CO4 Lithium 5-9 12,52,6,False
CO4 Lithium 5-9 12,68,11,False
CO4 Lithium 5-9 14,27,10,False
CO4 Lithium 5-9 14,34,5,False
CO4 Lithium 5-9 16,22,12,False
CO4 Lithium 5-9 16,23,8,False
CO4 Lithium 5-9 17,38,12,False
CO4 Lithium 5-9 18,28,16,False
CO4 Lithium 5-9 18,38,12,False
CO4 Lithium 5-9 18,39,6,False
CO4 Lithium 5-9 18,51,10,False
CO4 Lithium 5-9 20,57,9,False
CO4 Lithium 5-9 20,67,8,False
CO4 Lithium 5-9 20,85,13,False
CO4 Lithium 5-9 21,26,6,False
CO4 Lithium 5-9 23,13,7,False
CO4 Lithium 5-9 23,84,11,False
CO4 Lithium 5-9 26,49,12,False
CO4 Lithium 5-9 26,67,5,False
CO4 Lithium 5-9 30,85,9,False
CO4 Lithium 5-9 30,88,12,False
CO4 Lithium 5-9 31,14,8,False
CO4 Lithium 5-9 32,41,0,False
CO4 Lithium 5-9 33,23,10,False
CO4 Lithium 5-9 33,44,6,False
CO4 Lithium 5-9 33,69,9,False
CO4 Lithium 5-9 33,75,7,False
CO4 Lithium 5-9 35,24,18,False
CO4 Lithium 5-9 35,33,18,False
CO4 Lithium 5-9 36,6,12,False
CO4 Lithium 5-9 37,29,9,False
CO4 Lithium 5-9 38,17,8,False
CO4 Lithium 5-9 39,50,1,False
CO4 Lithium 5-9 39,84,10,False
CO4 Lithium 5-9 39,85,9,False
CO4 Lithium 5-9 39,86,7,False
CO4 Lithium 5-9 41,34,8,False
CO4 Lithium 5-9 41,66,7,False
CO4 Lithium 5-9 42,5,1,False
CO4 Lithium 5-9 42,78,9,False
CO4 Lithium 5-9 44,77,8,False
CO4 Lithium 5-9 47,46,7,False
CO4 Lithium 5-9 50,27,6,False
CO4 Lithium 5-9 50,38,5,False
CO4 Lithium 5-9 50,42,7,False
CO4 Lithium 5-9 50,52,9,False
CO4 Lithium 5-9 50,53,9,False
nCO4 Control 5-9 1,16,5,False
nCO4 Control 5-9 1,17,7,False
nCO4 Control 5-9 1,59,10,False
nCO4 Control 5-9 1,86,1,False
nCO4 Control 5-9 2,87,10,False
nCO4 Control 5-9 4,74,9,False
nCO4 Control 5-9 5,73,10,False
nCO4 Control 5-9 7,74,9,False
nCO4 Control 5-9 9,85,5,False
nCO4 Control 5-9 10,42,7,False
nCO4 Control 5-9 10,53,5,False
nCO4 Control 5-9 11,73,12,False
nCO4 Control 5-9 12,50,11,False
nCO4 Control 5-9 12,87,3,False
nCO4 Control 5-9 13,60,0,False
nCO4 Control 5-9 14,85,7,False
nCO4 Control 5-9 15,59,11,False
nCO4 Control 5-9 15,84,6,False
nCO4 Control 5-9 16,52,11,False
nCO4 Control 5-9 16,53,9,False
nCO4 Control 5-9 17,86,10,False
nCO4 Control 5-9 20,32,9,False
nCO4 Control 5-9 21,24,8,False
nCO4 Control 5-9 21,25,5,False
nCO4 Control 5-9 22,73,11,False
nCO4 Control 5-9 22,85,7,False
nCO4 Control 5-9 23,46,10,False
nCO4 Control 5-9 23,47,7,False
nCO4 Control 5-9 23,54,5,False
nCO4 Control 5-9 23,55,9,False
nCO4 Control 5-9 25,73,7,False
nCO4 Control 5-9 27,57,7,False
nCO4 Control 5-9 28,28,7,False
nCO4 Control 5-9 28,77,7,False
nCO4 Control 5-9 29,17,8,False
nCO4 Control 5-9 29,27,4,False
nCO4 Control 5-9 29,28,15,False
nCO4 Control 5-9 29,29,13,False
nCO4 Control 5-9 29,39,5,False
nCO4 Control 5-9 32,15,9,False
nCO4 Control 5-9 32,23,10,False
nCO4 Control 5-9 33,62,9,False
nCO4 Control 5-9 34,6,17,False
nCO4 Control 5-9 34,14,15,False
nCO4 Control 5-9 35,58,6,False
nCO4 Control 5-9 35,59,8,False
nCO4 Control 5-9 35,76,7,False
nCO4 Control 5-9 35,96,10,False
nCO4 Control 5-9 36,59,10,False
nCO4 Control 5-9 38,18,10,False
nCO4 Control 5-9 39,44,6,False
nCO4 Control 5-9 39,87,6,False
nCO4 Control 5-9 40,25,7,False
nCO4 Control 5-9 40,27,6,False
nCO4 Control 5-9 40,38,9,False
nCO4 Control 5-9 41,22,12,False
