Image,Part,Count,Whitespace
ACO4 Control 5-13 5,30,0,False
ACO4 Control 5-13 5,40,0,False
ACO4 Control 5-13 5,70,0,False
ACO4 Lithium 5-13 3,60,0,False
ACO4 Lithium 5-13 31,14,0,False
AO4 Control 5-13 1,77,5,False
AO4 Lithium 5-13 9,38,0,False
AO4 Lithium 5-13 28,27,2,False
AO4 Lithium 5-13 28,43,4,False
AO4 Lithium 5-13 42,49,6,False
AO4 Lithium 5-13 42,59,5,False
CO4 Control 5-13 5,24,6,False
CO4 Control 5-13 5,26,11,False
CO4 Control 5-13 12,25,7,False
CO4 Control 5-13 14,15,12,False
CO4 Control 5-13 15,76,6,False
CO4 Control 5-13 15,86,10,False
CO4 Control 5-13 15,87,17,False
CO4 Control 5-13 18,86,7,False
CO4 Control 5-13 24,77,8,False
CO4 Control 5-13 27,25,1,False
CO4 Control 5-13 27,78,0,False
CO4 Control 5-13 29,52,8,False
CO4 Control 5-13 29,65,6,False
CO4 Control 5-13 30,39,5,False
CO4 Control 5-13 32,85,7,False
CO4 Control 5-13 32,86,12,False
CO4 Control 5-13 34,52,9,False
CO4 Control 5-13 36,65,6,False
CO4 Control 5-13 36,77,7,False
CO4 Control 5-13 37,17,7,False
CO4 Control 5-13 39,18,10,False
CO4 Control 5-13 39,29,7,False
CO4 Control 5-13 39,39,8,False
CO4 Control 5-13 41,52,10,False
CO4 Control 5-13 41,63,7,False
CO4 Control 5-13 41,74,10,False
CO4 Control 5-13 43,17,9,False
CO4 Control 5-13 43,22,9,False
CO4 Control 5-13 45,23,7,False
CO4 Control 5-13 45,34,6,False
CO4 Control 5-13 47,13,9,False
CO4 Control 5-13 47,14,8,False
CO4 Control 5-13 47,23,5,False
CO4 Control 5-13 47,32,8,False
CO4 Control 5-13 50,54,8,False
CO4 Lithium 5-13 1,24,6,False
CO4 Lithium 5-13 1,47,6,False
CO4 Lithium 5-13 1,77,6,False
CO4 Lithium 5-13 3,39,7,False
CO4 Lithium 5-13 3,87,11,False
CO4 Lithium 5-13 8,5,8,False
CO4 Lithium 5-13 9,68,5,False
CO4 Lithium 5-13 9,86,7,False
CO4 Lithium 5-13 9,87,12,False
CO4 Lithium 5-13 9,88,10,False
CO4 Lithium 5-13 10,24,13,False
CO4 Lithium 5-13 14,32,6,False
CO4 Lithium 5-13 14,63,10,False
CO4 Lithium 5-13 14,87,6,False
CO4 Lithium 5-13 15,17,10,False
CO4 Lithium 5-13 15,32,7,False
CO4 Lithium 5-13 17,17,0,False
CO4 Lithium 5-13 17,18,0,False
CO4 Lithium 5-13 17,26,0,False
CO4 Lithium 5-13 17,27,6,False
CO4 Lithium 5-13 17,28,3,False
CO4 Lithium 5-13 17,36,3,False
CO4 Lithium 5-13 17,38,0,False
CO4 Lithium 5-13 17,45,0,False
CO4 Lithium 5-13 17,46,0,False
CO4 Lithium 5-13 17,56,5,False
CO4 Lithium 5-13 20,85,7,False
CO4 Lithium 5-13 22,4,6,False
CO4 Lithium 5-13 22,78,9,False
CO4 Lithium 5-13 23,84,10,False
CO4 Lithium 5-13 25,77,5,False
CO4 Lithium 5-13 26,75,9,False
CO4 Lithium 5-13 26,76,13,False
CO4 Lithium 5-13 26,78,7,False
CO4 Lithium 5-13 27,79,9,False
CO4 Lithium 5-13 28,88,6,False
CO4 Lithium 5-13 29,15,9,False
CO4 Lithium 5-13 29,29,6,False
CO4 Lithium 5-13 32,73,8,False
CO4 Lithium 5-13 32,85,8,False
CO4 Lithium 5-13 33,32,9,False
CO4 Lithium 5-13 33,73,7,False
CO4 Lithium 5-13 33,84,8,False
CO4 Lithium 5-13 33,85,7,False
CO4 Lithium 5-13 35,83,15,False
CO4 Lithium 5-13 35,88,7,False
CO4 Lithium 5-13 36,13,6,False
CO4 Lithium 5-13 36,29,4,False
CO4 Lithium 5-13 38,6,10,False
CO4 Lithium 5-13 41,24,11,False
CO4 Lithium 5-13 41,53,0,False
CO4 Lithium 5-13 46,59,9,False
CO4 Lithium 5-13 50,54,4,False
CO4 Lithium 5-13 50,56,5,False
NCO4 Control 5-13 2,33,5,False
NCO4 Control 5-13 2,78,8,False
NCO4 Control 5-13 2,86,14,False
NCO4 Control 5-13 2,87,14,False
NCO4 Control 5-13 2,88,10,False
NCO4 Control 5-13 4,57,6,False
NCO4 Control 5-13 4,96,8,False
NCO4 Control 5-13 5,95,12,False
NCO4 Control 5-13 5,97,9,False
NCO4 Control 5-13 6,86,14,False
NCO4 Control 5-13 6,87,10,False
NCO4 Control 5-13 7,69,18,False
NCO4 Control 5-13 7,78,10,False
NCO4 Control 5-13 7,79,19,False
NCO4 Control 5-13 9,96,9,False
NCO4 Control 5-13 9,97,7,False
NCO4 Control 5-13 10,52,6,False
NCO4 Control 5-13 10,62,8,False
NCO4 Control 5-13 11,22,9,False
NCO4 Control 5-13 13,16,12,False
NCO4 Control 5-13 15,22,9,False
NCO4 Control 5-13 15,32,12,False
NCO4 Control 5-13 17,73,20,False
NCO4 Control 5-13 19,16,8,False
NCO4 Control 5-13 19,28,8,False
NCO4 Control 5-13 19,45,6,False
NCO4 Control 5-13 20,49,8,False
NCO4 Control 5-13 21,52,10,False
NCO4 Control 5-13 22,66,8,False
NCO4 Control 5-13 22,68,8,False
NCO4 Control 5-13 23,42,11,False
NCO4 Control 5-13 23,66,5,False
NCO4 Control 5-13 28,38,0,False
