Image,Part,Count,Whitespace
ACO4 Lithium 5-15 35,74,0,False
CO4 Control 5-15 5,38,6,False
CO4 Control 5-15 5,49,6,False
CO4 Control 5-15 14,73,6,False
CO4 Control 5-15 17,16,7,False
CO4 Control 5-15 26,14,4,False
CO4 Control 5-15 30,78,4,False
CO4 Control 5-15 30,86,6,False
CO4 Control 5-15 37,25,3,False
CO4 Control 5-15 37,54,5,False
CO4 Control 5-15 37,64,4,False
CO4 Control 5-15 39,65,5,False
CO4 Control 5-15 45,86,6,False
CO4 Lithium 5-15 20,44,4,False
CO4 Lithium 5-15 20,45,6,False
CO4 Lithium 5-15 20,55,7,False
CO4 Lithium 5-15 23,4,0,False
CO4 Lithium 5-15 25,27,7,False
CO4 Lithium 5-15 25,38,10,False
CO4 Lithium 5-15 28,88,7,False
CO4 Lithium 5-15 28,96,10,False
CO4 Lithium 5-15 31,16,4,False
CO4 Lithium 5-15 31,57,4,False
CO4 Lithium 5-15 41,6,5,False
CO4 Lithium 5-15 44,15,5,False
NCO4 Control 5-15 1,17,7,False
NCO4 Control 5-15 1,26,8,False
NCO4 Control 5-15 1,28,7,False
NCO4 Control 5-15 10,84,7,False
NCO4 Control 5-15 12,6,8,False
NCO4 Control 5-15 19,68,6,False
NCO4 Control 5-15 22,53,5,False
NCO4 Control 5-15 31,23,4,False
NCO4 Control 5-15 32,69,8,False
NCO4 Control 5-15 32,78,8,False
NCO4 Control 5-15 33,26,8,False
NCO4 Control 5-15 33,27,4,False
NCO4 Control 5-15 33,77,6,False
NCO4 Control 5-15 35,53,4,False
NCO4 Control 5-15 35,62,6,False
NCO4 Control 5-15 40,53,6,False
NCO4 Control 5-15 40,73,5,False
NCO4 Control 5-15 42,84,4,False
NCO4 Control 5-15 43,73,5,False
NCO4 Control 5-15 44,44,0,False
NCO4 Control 5-15 44,83,9,False
NCO4 Control 5-15 46,63,7,False
NCO4 Lithium 5-15 1,60,0,False
NCO4 Lithium 5-15 1,70,0,False
NCO4 Lithium 5-15 1,86,0,False
NCO4 Lithium 5-15 1,87,1,False
NCO4 Lithium 5-15 1,88,0,False
NCO4 Lithium 5-15 2,64,7,False
NCO4 Lithium 5-15 2,78,9,False
NCO4 Lithium 5-15 2,86,5,False
NCO4 Lithium 5-15 10,49,6,False
NCO4 Lithium 5-15 13,48,8,False
NCO4 Lithium 5-15 14,84,8,False
NCO4 Lithium 5-15 19,87,14,False
NCO4 Lithium 5-15 20,15,11,False
NCO4 Lithium 5-15 27,4,8,False
NCO4 Lithium 5-15 29,24,6,False
NCO4 Lithium 5-15 29,25,7,False
NCO4 Lithium 5-15 29,26,8,False
NCO4 Lithium 5-15 29,27,9,False
NCO4 Lithium 5-15 29,34,6,False
NCO4 Lithium 5-15 30,36,7,False
NCO4 Lithium 5-15 30,59,12,False
NCO4 Lithium 5-15 30,69,7,False
NCO4 Lithium 5-15 30,78,6,False
NCO4 Lithium 5-15 30,88,11,False
NCO4 Lithium 5-15 31,46,8,False
NCO4 Lithium 5-15 31,56,5,False
NCO4 Lithium 5-15 36,44,7,False
NCO4 Lithium 5-15 36,63,5,False
NCO4 Lithium 5-15 36,64,4,False
NCO4 Lithium 5-15 44,46,5,False
NCO4 Lithium 5-15 44,75,5,False
NCO4 Lithium 5-15 45,84,7,False
NCO4 Lithium 5-15 47,24,5,False
NCO4 Lithium 5-15 47,62,10,False
