Image,Part,Count,Whitespace
ACO4 Control 5-14 46,15,0,False
ACO4 Lithium 5-14 16,12,0,False
ACO4 Lithium 5-14 34,95,8,False
ACO4 Lithium 5-14 34,97,0,False
AO4 Control 5-14 28,37,0,False
CO4 Control 5-14 2,75,7,False
CO4 Control 5-14 3,54,6,False
CO4 Control 5-14 3,67,5,False
CO4 Control 5-14 7,13,11,False
CO4 Control 5-14 7,75,7,False
CO4 Control 5-14 14,59,7,False
CO4 Control 5-14 17,43,10,False
CO4 Control 5-14 19,14,10,False
CO4 Control 5-14 19,16,9,False
CO4 Control 5-14 19,17,11,False
CO4 Control 5-14 24,77,5,False
CO4 Control 5-14 24,85,7,False
CO4 Control 5-14 26,7,7,False
CO4 Control 5-14 26,15,2,False
CO4 Control 5-14 26,26,5,False
CO4 Control 5-14 29,84,5,False
CO4 Control 5-14 34,70,14,False
CO4 Control 5-14 36,44,5,False
CO4 Control 5-14 36,54,7,False
CO4 Control 5-14 36,75,5,False
CO4 Control 5-14 37,5,11,False
CO4 Control 5-14 37,14,6,False
CO4 Control 5-14 41,5,5,False
CO4 Control 5-14 41,15,6,False
CO4 Control 5-14 41,49,7,False
CO4 Control 5-14 45,27,13,False
CO4 Control 5-14 45,38,13,False
CO4 Control 5-14 46,75,6,False
CO4 Control 5-14 47,5,8,False
CO4 Control 5-14 47,17,7,False
CO4 Control 5-14 48,38,6,False
CO4 Control 5-14 49,83,12,False
CO4 Lithium 5-14 1,24,5,False
CO4 Lithium 5-14 1,63,6,False
CO4 Lithium 5-14 3,37,7,False
CO4 Lithium 5-14 4,60,12,False
CO4 Lithium 5-14 9,33,8,False
CO4 Lithium 5-14 9,52,7,False
CO4 Lithium 5-14 9,84,6,False
CO4 Lithium 5-14 11,46,14,False
CO4 Lithium 5-14 14,17,6,False
CO4 Lithium 5-14 15,27,7,False
CO4 Lithium 5-14 16,27,14,False
CO4 Lithium 5-14 16,36,11,False
CO4 Lithium 5-14 16,37,7,False
CO4 Lithium 5-14 20,69,6,False
CO4 Lithium 5-14 20,88,17,False
CO4 Lithium 5-14 22,28,12,False
CO4 Lithium 5-14 23,28,9,False
CO4 Lithium 5-14 24,87,11,False
CO4 Lithium 5-14 24,95,14,False
CO4 Lithium 5-14 25,24,8,False
CO4 Lithium 5-14 25,25,9,False
CO4 Lithium 5-14 25,26,8,False
CO4 Lithium 5-14 25,37,7,False
CO4 Lithium 5-14 26,39,9,False
CO4 Lithium 5-14 28,60,9,False
CO4 Lithium 5-14 28,70,9,False
CO4 Lithium 5-14 28,86,8,False
CO4 Lithium 5-14 31,15,8,False
CO4 Lithium 5-14 31,16,6,False
CO4 Lithium 5-14 33,16,5,False
CO4 Lithium 5-14 33,49,6,False
CO4 Lithium 5-14 35,95,8,False
CO4 Lithium 5-14 36,6,19,False
CO4 Lithium 5-14 36,7,11,False
CO4 Lithium 5-14 36,8,10,False
CO4 Lithium 5-14 36,18,9,False
CO4 Lithium 5-14 36,19,7,False
CO4 Lithium 5-14 36,29,7,False
CO4 Lithium 5-14 39,54,5,False
CO4 Lithium 5-14 39,86,11,False
CO4 Lithium 5-14 50,34,8,False
NCO4 Control 5-14 1,49,7,False
NCO4 Control 5-14 6,53,6,False
NCO4 Control 5-14 6,64,6,False
NCO4 Control 5-14 11,36,6,False
NCO4 Control 5-14 11,46,5,False
NCO4 Control 5-14 11,47,5,False
NCO4 Control 5-14 11,76,5,False
NCO4 Control 5-14 19,28,17,False
NCO4 Control 5-14 20,32,7,False
NCO4 Control 5-14 23,6,2,False
NCO4 Control 5-14 24,22,9,False
NCO4 Control 5-14 31,65,5,False
NCO4 Control 5-14 31,74,7,False
NCO4 Control 5-14 32,18,7,False
NCO4 Control 5-14 32,24,5,False
NCO4 Control 5-14 32,27,5,False
NCO4 Control 5-14 32,28,6,False
NCO4 Control 5-14 34,17,8,False
NCO4 Control 5-14 34,86,5,False
