Image,Part,Count,Whitespace
ACO4 Lithium 5-18 27,52,0,False
ACO4 Lithium 5-18 29,36,0,False
ACO4 Lithium 5-18 39,29,0,False
ACO4 Lithium 5-18 42,46,1,False
AO4 Control 5-18 24,35,0,False
AO4 Control 5-18 29,95,3,False
AO4 Control 5-18 29,96,4,False
AO4 Control 5-18 48,4,0,False
AO4 Control 5-18 48,5,0,False
AO4 Control 5-18 48,6,0,False
AO4 Lithium 5-18 14,50,4,False
CO4 Control 5-18 1,69,3,False
CO4 Control 5-18 1,70,1,False
CO4 Control 5-18 1,74,4,False
CO4 Control 5-18 1,77,3,False
CO4 Control 5-18 1,79,1,False
CO4 Control 5-18 1,85,2,False
CO4 Control 5-18 1,86,1,False
CO4 Control 5-18 1,87,2,False
CO4 Control 5-18 1,88,1,False
CO4 Control 5-18 7,38,6,False
CO4 Control 5-18 7,39,3,False
CO4 Control 5-18 7,47,3,False
CO4 Control 5-18 7,48,4,False
CO4 Control 5-18 7,49,4,False
CO4 Control 5-18 7,75,2,False
CO4 Control 5-18 7,76,5,False
CO4 Control 5-18 7,77,4,False
CO4 Control 5-18 11,50,5,False
CO4 Control 5-18 11,69,3,False
CO4 Control 5-18 12,24,5,False
CO4 Control 5-18 14,52,5,False
CO4 Control 5-18 14,62,4,False
CO4 Control 5-18 15,16,11,False
CO4 Control 5-18 16,66,5,False
CO4 Control 5-18 17,18,7,False
CO4 Control 5-18 17,28,3,False
CO4 Control 5-18 17,41,5,False
CO4 Control 5-18 19,59,9,False
CO4 Control 5-18 19,69,5,False
CO4 Control 5-18 23,45,7,False
CO4 Control 5-18 23,72,5,False
CO4 Control 5-18 24,46,5,False
CO4 Control 5-18 29,84,2,False
CO4 Control 5-18 29,96,6,False
CO4 Control 5-18 29,97,7,False
CO4 Control 5-18 30,16,5,False
CO4 Control 5-18 30,24,3,False
CO4 Control 5-18 36,17,4,False
CO4 Control 5-18 37,5,4,False
CO4 Control 5-18 37,17,3,False
CO4 Control 5-18 41,5,3,False
CO4 Control 5-18 41,6,4,False
CO4 Control 5-18 41,18,6,False
CO4 Control 5-18 41,26,3,False
CO4 Control 5-18 41,28,3,False
CO4 Control 5-18 41,29,3,False
CO4 Control 5-18 48,31,5,False
CO4 Control 5-18 49,15,1,False
CO4 Control 5-18 49,35,5,False
CO4 Control 5-18 49,45,4,False
CO4 Control 5-18 50,53,2,False
CO4 Lithium 5-18 1,16,6,False
CO4 Lithium 5-18 4,29,12,False
CO4 Lithium 5-18 4,39,14,False
CO4 Lithium 5-18 8,29,7,False
CO4 Lithium 5-18 9,68,7,False
CO4 Lithium 5-18 9,69,16,False
CO4 Lithium 5-18 9,73,32,False
CO4 Lithium 5-18 14,23,6,False
CO4 Lithium 5-18 14,87,9,False
CO4 Lithium 5-18 22,77,18,False
CO4 Lithium 5-18 24,15,16,False
