Image,Part,Count,Whitespace
ACO4 Control 5-16 1,35,0,False
ACO4 Control 5-16 1,64,0,False
ACO4 Control 5-16 1,84,0,False
ACO4 Control 5-16 1,85,0,False
ACO4 Control 5-16 1,86,0,False
ACO4 Control 5-16 1,87,0,False
ACO4 Control 5-16 2,67,0,False
ACO4 Control 5-16 2,77,0,False
ACO4 Control 5-16 2,85,0,False
ACO4 Control 5-16 2,86,0,False
ACO4 Control 5-16 4,36,0,False
ACO4 Control 5-16 5,56,1,False
ACO4 Control 5-16 5,95,0,False
ACO4 Control 5-16 5,96,0,False
ACO4 Control 5-16 5,97,0,False
ACO4 Control 5-16 9,36,0,False
ACO4 Control 5-16 9,47,1,False
ACO4 Control 5-16 9,50,5,False
ACO4 Control 5-16 9,57,2,False
ACO4 Control 5-16 9,66,3,False
ACO4 Control 5-16 9,96,4,False
ACO4 Control 5-16 12,75,0,False
ACO4 Control 5-16 12,86,3,False
ACO4 Control 5-16 15,25,3,False
ACO4 Control 5-16 15,26,2,False
ACO4 Control 5-16 15,33,1,False
ACO4 Control 5-16 15,63,2,False
ACO4 Control 5-16 15,74,1,False
ACO4 Control 5-16 16,67,1,False
ACO4 Control 5-16 17,57,2,False
ACO4 Control 5-16 32,87,0,False
AO4 Control 5-16 15,39,0,False
AO4 Control 5-16 40,87,0,False
AO4 Control 5-16 40,88,0,False
AO4 Lithium 5-16 14,70,0,False
AO4 Lithium 5-16 24,13,0,False
AO4 Lithium 5-16 24,15,0,False
AO4 Lithium 5-16 24,16,0,False
AO4 Lithium 5-16 24,46,0,False
AO4 Lithium 5-16 27,79,1,False
AO4 Lithium 5-16 28,77,5,False
AO4 Lithium 5-16 29,62,0,False
AO4 Lithium 5-16 33,95,1,False
AO4 Lithium 5-16 33,96,0,False
AO4 Lithium 5-16 38,51,0,False
AO4 Lithium 5-16 48,4,0,False
AO4 Lithium 5-16 48,5,0,False
AO4 Lithium 5-16 48,13,0,False
CO4 Control 5-16 1,18,3,False
CO4 Control 5-16 1,26,0,False
CO4 Control 5-16 1,86,4,False
CO4 Control 5-16 1,87,0,False
CO4 Control 5-16 3,18,5,False
CO4 Control 5-16 3,33,5,False
CO4 Control 5-16 3,35,1,False
CO4 Control 5-16 3,50,7,False
CO4 Control 5-16 3,59,3,False
CO4 Control 5-16 3,65,1,False
CO4 Control 5-16 3,75,3,False
CO4 Control 5-16 3,84,3,False
CO4 Control 5-16 3,95,1,False
CO4 Control 5-16 3,97,0,False
CO4 Control 5-16 4,87,3,False
CO4 Control 5-16 4,89,3,False
CO4 Control 5-16 5,79,8,False
CO4 Control 5-16 5,88,10,False
CO4 Control 5-16 5,96,10,False
CO4 Control 5-16 7,28,4,False
CO4 Control 5-16 7,59,8,False
CO4 Control 5-16 7,60,5,False
CO4 Control 5-16 7,68,4,False
CO4 Control 5-16 7,69,11,False
CO4 Control 5-16 7,78,8,False
CO4 Control 5-16 7,79,6,False
CO4 Control 5-16 7,86,7,False
CO4 Control 5-16 7,87,8,False
CO4 Control 5-16 8,95,0,False
