Image,Part,Count,Whitespace
ACO4 Control 5-2 4,84,4,False
ACO4 Control 5-2 7,50,0,False
ACO4 Control 5-2 7,60,1,False
ACO4 Control 5-2 12,15,7,False
ACO4 Control 5-2 16,29,1,False
ACO4 Control 5-2 22,73,0,False
ACO4 Control 5-2 22,75,2,False
ACO4 Control 5-2 22,76,0,False
ACO4 Control 5-2 22,85,1,False
ACO4 Control 5-2 30,42,6,False
ACO4 Control 5-2 31,78,7,False
ACO4 Control 5-2 33,79,4,False
ACO4 Control 5-2 50,59,1,False
ACO4 Lithium 5-2 25,31,1,False
ACO4 Lithium 5-2 30,62,0,False
ACO4 Lithium 5-2 30,95,0,False
ACO4 Lithium 5-2 35,38,8,False
ACO4 Lithium 5-2 36,6,2,False
ACO4 Lithium 5-2 36,31,1,False
ACO4 Lithium 5-2 36,41,0,False
ACO4 Lithium 5-2 36,50,0,False
ACO4 Lithium 5-2 36,51,0,False
ACO4 Lithium 5-2 36,60,0,False
AO4 Control 5-2 24,73,6,False
AO4 Control 5-2 49,16,2,False
AO4 Lithium 5-2 12,32,0,False
AO4 Lithium 5-2 20,86,6,False
AO4 Lithium 5-2 22,3,0,False
AO4 Lithium 5-2 22,4,0,False
AO4 Lithium 5-2 22,5,0,False
AO4 Lithium 5-2 22,7,0,False
AO4 Lithium 5-2 35,62,7,False
AO4 Lithium 5-2 36,63,1,False
AO4 Lithium 5-2 42,68,7,False
AO4 Lithium 5-2 46,26,9,False
AO4 Lithium 5-2 46,37,8,False
CO4 Control 5-2 4,70,8,False
CO4 Control 5-2 6,69,9,False
CO4 Control 5-2 10,95,8,False
CO4 Control 5-2 13,73,5,False
CO4 Control 5-2 19,84,8,False
CO4 Control 5-2 27,69,13,False
CO4 Control 5-2 31,87,10,False
CO4 Control 5-2 37,85,6,False
CO4 Control 5-2 37,87,10,False
CO4 Control 5-2 38,49,6,False
CO4 Control 5-2 38,52,5,False
CO4 Control 5-2 39,17,10,False
CO4 Control 5-2 39,73,0,False
CO4 Control 5-2 40,39,7,False
CO4 Control 5-2 41,14,7,False
CO4 Control 5-2 41,22,8,False
CO4 Control 5-2 43,23,4,False
CO4 Control 5-2 43,28,4,False
CO4 Control 5-2 43,43,5,False
CO4 Control 5-2 43,62,7,False
CO4 Control 5-2 44,23,2,False
CO4 Control 5-2 45,15,7,False
CO4 Control 5-2 45,33,9,False
CO4 Control 5-2 45,38,5,False
CO4 Control 5-2 45,42,6,False
CO4 Control 5-2 47,63,7,False
CO4 Control 5-2 49,26,7,False
CO4 Control 5-2 49,76,6,False
CO4 Control 5-2 50,86,7,False
CO4 Lithium 5-2 1,17,7,False
CO4 Lithium 5-2 3,85,7,False
CO4 Lithium 5-2 6,37,0,False
CO4 Lithium 5-2 6,46,0,False
CO4 Lithium 5-2 6,47,0,False
CO4 Lithium 5-2 6,56,0,False
CO4 Lithium 5-2 6,57,0,False
CO4 Lithium 5-2 7,33,5,False
CO4 Lithium 5-2 9,43,4,False
CO4 Lithium 5-2 12,77,5,False
CO4 Lithium 5-2 14,28,6,False
CO4 Lithium 5-2 14,42,6,False
CO4 Lithium 5-2 18,55,5,False
CO4 Lithium 5-2 20,14,6,False
CO4 Lithium 5-2 20,23,5,False
CO4 Lithium 5-2 21,5,0,False
CO4 Lithium 5-2 21,6,0,False
CO4 Lithium 5-2 21,17,0,False
CO4 Lithium 5-2 21,23,0,False
CO4 Lithium 5-2 21,26,0,False
CO4 Lithium 5-2 21,56,0,False
CO4 Lithium 5-2 25-50019 11,49,7,False
CO4 Lithium 5-2 25-50019 18,86,7,False
CO4 Lithium 5-2 25-50019 21,22,Unsure,False
CO4 Lithium 5-2 25-50019 21,34,Unsure,False
CO4 Lithium 5-2 25-50019 21,43,0,False
CO4 Lithium 5-2 25-50019 21,46,0,False
CO4 Lithium 5-2 25-50019 21,53,0,False
CO4 Lithium 5-2 25-50019 21,54,0,False
CO4 Lithium 5-2 25-50019 21,65,0,False
CO4 Lithium 5-2 25-50019 21,66,0,False
CO4 Lithium 5-2 25-50019 21,76,13,False
CO4 Lithium 5-2 25-50019 24,86,4,False
NCO4 Control 5-2 2,29,4,False
NCO4 Control 5-2 2,39,6,False
NCO4 Control 5-2 13,83,Unsure,False
NCO4 Control 5-2 17,75,4,False
NCO4 Control 5-2 23,58,3,False
NCO4 Control 5-2 23,74,7,False
NCO4 Control 5-2 25-50 7,27,6,False
NCO4 Control 5-2 25-50 7,38,7,False
NCO4 Control 5-2 25-50 11,14,0,False
NCO4 Control 5-2 25-50 11,26,0,False
NCO4 Control 5-2 25-50 11,36,0,False
NCO4 Control 5-2 25-50 16,69,0,False
NCO4 Control 5-2 25-50 21,23,5,False
NCO4 Control 5-2 25-50 24,71,3,False
NCO4 Lithium 5-2 2,44,4,False
NCO4 Lithium 5-2 6,29,10,False
NCO4 Lithium 5-2 13,62,0,False
NCO4 Lithium 5-2 13,63,0,False
NCO4 Lithium 5-2 13,64,0,False
NCO4 Lithium 5-2 19,72,7,False
NCO4 Lithium 5-2 22,5,8,False
NCO4 Lithium 5-2 23,28,6,False
NCO4 Lithium 5-2 23,38,7,False
NCO4 Lithium 5-2 23,84,5,False
NCO4 Lithium 5-2 25-50 1,77,5,False
NCO4 Lithium 5-2 25-50 2,16,8,False
NCO4 Lithium 5-2 25-50 2,18,9,False
NCO4 Lithium 5-2 25-50 3,28,7,False
NCO4 Lithium 5-2 25-50 4,65,5,False
NCO4 Lithium 5-2 25-50 5,69,7,False
NCO4 Lithium 5-2 25-50 5,88,9,False
NCO4 Lithium 5-2 25-50 6,49,8,False
NCO4 Lithium 5-2 25-50 6,50,9,False
NCO4 Lithium 5-2 25-50 10,79,7,False
NCO4 Lithium 5-2 25-50 11,75,6,False
NCO4 Lithium 5-2 25-50 13,49,5,False
NCO4 Lithium 5-2 25-50 14,73,9,False
NCO4 Lithium 5-2 25-50 18,6,7,False
NCO4 Lithium 5-2 25-50 20,24,8,False
NCO4 Lithium 5-2 25-50 21,28,7,False
NCO4 Lithium 5-2 25-50 24,31,0,False
