Image,Part,Count,Whitespace
ACO4 Control 5-4 37,54,0,False
ACO4 Control 5-4 39,86,8,False
ACO4 Control 5-4 39,87,8,False
ACO4 Control 5-4 43,33,0,False
ACO4 Control 5-4 46,32,6,False
ACO4 Control 5-4 46,54,2,False
ACO4 Control 5-4 48,29,1,False
ACO4 Control 5-4 48,39,0,False
ACO4 Lithium 5-4 2,75,0,False
ACO4 Lithium 5-4 2,86,0,False
ACO4 Lithium 5-4 4,39,5,False
ACO4 Lithium 5-4 6,41,0,False
ACO4 Lithium 5-4 7,84,0,False
ACO4 Lithium 5-4 14,22,0,False
ACO4 Lithium 5-4 16,5,6,False
ACO4 Lithium 5-4 30,37,0,False
ACO4 Lithium 5-4 31,14,13,False
ACO4 Lithium 5-4 34,86,5,False
AO4 Control 5-4 4,85,6,False
AO4 Control 5-4 6,77,6,False
AO4 Control 5-4 15,38,5,False
AO4 Control 5-4 22,56,5,False
AO4 Control 5-4 22,64,5,False
AO4 Control 5-4 24,38,4,False
AO4 Control 5-4 34,39,2,False
AO4 Control 5-4 34,85,6,False
AO4 Control 5-4 34,86,5,False
AO4 Control 5-4 38,50,0,False
AO4 Control 5-4 38,60,0,False
AO4 Control 5-4 48,37,0,False
AO4 Lithium 5-4 4,25,3,False
AO4 Lithium 5-4 13,51,0,False
AO4 Lithium 5-4 17,38,5,False
AO4 Lithium 5-4 18,16,5,False
AO4 Lithium 5-4 18,17,3,False
AO4 Lithium 5-4 20,52,5,False
AO4 Lithium 5-4 23,5,0,False
AO4 Lithium 5-4 23,39,0,False
AO4 Lithium 5-4 23,49,1,False
AO4 Lithium 5-4 24,28,12,False
AO4 Lithium 5-4 25,15,1,False
AO4 Lithium 5-4 25,41,0,False
AO4 Lithium 5-4 26,60,0,False
AO4 Lithium 5-4 27,52,0,False
AO4 Lithium 5-4 27,60,0,False
AO4 Lithium 5-4 30,34,5,False
AO4 Lithium 5-4 32,55,0,False
AO4 Lithium 5-4 35,85,0,False
AO4 Lithium 5-4 37,13,4,False
AO4 Lithium 5-4 41,27,8,False
AO4 Lithium 5-4 48,4,0,False
AO4 Lithium 5-4 48,47,0,False
CO4 Control 5-4 1,18,9,False
CO4 Control 5-4 1,29,7,False
CO4 Control 5-4 1,63,7,False
CO4 Control 5-4 2,15,4,False
CO4 Control 5-4 2,23,4,False
CO4 Control 5-4 3,58,6,False
CO4 Control 5-4 3,59,5,False
CO4 Control 5-4 3,65,5,False
CO4 Control 5-4 3,77,5,False
CO4 Control 5-4 4,64,0,False
CO4 Control 5-4 5,39,7,False
CO4 Control 5-4 5,49,7,False
CO4 Control 5-4 5,59,9,False
CO4 Control 5-4 5,69,6,False
CO4 Control 5-4 5,79,7,False
CO4 Control 5-4 5,97,2,False
CO4 Control 5-4 7,14,7,False
CO4 Control 5-4 7,23,6,False
CO4 Control 5-4 7,24,7,False
CO4 Control 5-4 12,17,7,False
CO4 Control 5-4 12,74,6,False
CO4 Control 5-4 14,69,7,False
CO4 Control 5-4 14,74,5,False
CO4 Control 5-4 14,78,6,False
CO4 Control 5-4 17,52,5,False
CO4 Control 5-4 17,56,0,False
CO4 Control 5-4 17,63,7,False
CO4 Control 5-4 17,64,8,False
CO4 Control 5-4 17,74,9,False
CO4 Control 5-4 17,77,6,False
CO4 Control 5-4 18,35,7,False
CO4 Control 5-4 18,36,4,False
CO4 Control 5-4 18,46,4,False
CO4 Control 5-4 19,42,9,False
CO4 Control 5-4 19,44,5,False
CO4 Control 5-4 19,52,6,False
CO4 Control 5-4 19,62,5,False
CO4 Control 5-4 19,64,6,False
CO4 Control 5-4 19,74,5,False
CO4 Control 5-4 19,75,5,False
CO4 Control 5-4 20,25,9,False
CO4 Control 5-4 23,27,5,False
CO4 Control 5-4 23,38,9,False
CO4 Control 5-4 23,48,9,False
CO4 Control 5-4 23,58,8,False
CO4 Control 5-4 24,62,6,False
CO4 Control 5-4 24,73,6,False
CO4 Control 5-4 24,74,5,False
CO4 Control 5-4 25,52,7,False
CO4 Control 5-4 27,23,3,False
CO4 Control 5-4 27,33,6,False
CO4 Control 5-4 27,53,7,False
CO4 Control 5-4 27,63,11,False
CO4 Control 5-4 27,84,0,False
CO4 Control 5-4 30,16,6,False
CO4 Control 5-4 30,24,5,False
CO4 Control 5-4 30,25,4,False
CO4 Control 5-4 30,27,6,False
CO4 Control 5-4 30,28,6,False
CO4 Control 5-4 30,33,7,False
CO4 Control 5-4 30,38,5,False
CO4 Control 5-4 30,39,7,False
CO4 Control 5-4 30,43,5,False
CO4 Control 5-4 32,42,6,False
CO4 Control 5-4 32,52,7,False
CO4 Control 5-4 32,62,9,False
CO4 Control 5-4 32,63,3,False
CO4 Control 5-4 33,14,6,False
CO4 Control 5-4 34,95,Unsure,False
CO4 Control 5-4 40,84,3,False
CO4 Control 5-4 43,15,9,False
CO4 Control 5-4 43,16,6,False
CO4 Control 5-4 43,23,6,False
CO4 Control 5-4 43,24,4,False
CO4 Control 5-4 43,25,4,False
CO4 Control 5-4 43,26,6,False
CO4 Control 5-4 43,37,4,False
CO4 Control 5-4 45,62,6,False
CO4 Control 5-4 45,72,9,False
CO4 Control 5-4 45,83,7,False
CO4 Control 5-4 45,84,5,False
CO4 Control 5-4 45,86,5,False
CO4 Control 5-4 45,87,6,False
CO4 Control 5-4 45,96,6,False
CO4 Control 5-4 46,41,6,False
CO4 Control 5-4 46,51,5,False
CO4 Control 5-4 46,76,4,False
CO4 Control 5-4 48,58,3,False
CO4 Control 5-4 48,68,10,False
CO4 Lithium 5-4 1,17,8,False
CO4 Lithium 5-4 1,34,5,False
CO4 Lithium 5-4 1,44,6,False
CO4 Lithium 5-4 1,49,4,False
CO4 Lithium 5-4 1,59,3,False
CO4 Lithium 5-4 1,77,3,False
CO4 Lithium 5-4 2,29,2,False
CO4 Lithium 5-4 2,70,5,False
CO4 Lithium 5-4 2,86,3,False
CO4 Lithium 5-4 3,88,9,False
CO4 Lithium 5-4 4,25,1,False
CO4 Lithium 5-4 4,26,4,False
CO4 Lithium 5-4 4,36,2,False
CO4 Lithium 5-4 4,46,1,False
CO4 Lithium 5-4 4,49,3,False
CO4 Lithium 5-4 4,55,3,False
CO4 Lithium 5-4 4,63,5,False
CO4 Lithium 5-4 6,75,5,False
CO4 Lithium 5-4 6,77,5,False
CO4 Lithium 5-4 8,73,8,False
CO4 Lithium 5-4 9,63,6,False
CO4 Lithium 5-4 9,64,4,False
CO4 Lithium 5-4 9,74,4,False
CO4 Lithium 5-4 9,78,7,False
