Image,Part,Count,Whitespace
ACO4 Control 5-10 22,5,0,False
ACO4 Control 5-10 29,70,0,False
ACO4 Lithium 5-10 3,87,4,False
ACO4 Lithium 5-10 14,37,1,False
AO4 Control 5-10 1,33,7,False
AO4 Control 5-10 1,67,6,False
AO4 Control 5-10 2,58,7,False
AO4 Control 5-10 2,65,6,False
AO4 Control 5-10 9,76,5,False
AO4 Control 5-10 19,62,4,False
AO4 Control 5-10 20,72,7,False
AO4 Control 5-10 21,4,0,False
AO4 Control 5-10 22,4,0,False
AO4 Control 5-10 22,5,0,False
AO4 Control 5-10 22,6,0,False
AO4 Control 5-10 25,47,8,False
AO4 Control 5-10 25,83,8,False
AO4 Control 5-10 25,84,9,False
AO4 Control 5-10 38,29,0,False
AO4 Lithium 5-10 16,35,0,False
CO4 Control 5-10 5,25,6,False
CO4 Control 5-10 5,53,0,False
CO4 Control 5-10 7,69,17,False
CO4 Control 5-10 7,85,10,False
CO4 Control 5-10 12,15,6,False
CO4 Control 5-10 12,17,8,False
CO4 Control 5-10 12,39,5,False
CO4 Control 5-10 14,42,10,False
CO4 Control 5-10 14,63,6,False
CO4 Control 5-10 14,73,9,False
CO4 Control 5-10 15,78,12,False
CO4 Control 5-10 16,14,5,False
CO4 Control 5-10 16,42,8,False
CO4 Control 5-10 16,53,5,False
CO4 Control 5-10 18,41,10,False
CO4 Control 5-10 19,73,6,False
CO4 Control 5-10 19,83,10,False
CO4 Control 5-10 24,5,0,False
CO4 Control 5-10 24,15,3,False
CO4 Control 5-10 24,34,3,False
CO4 Control 5-10 24,38,6,False
CO4 Control 5-10 24,41,6,False
CO4 Control 5-10 24,42,5,False
CO4 Control 5-10 24,74,3,False
CO4 Control 5-10 24,86,4,False
CO4 Control 5-10 25,87,11,False
CO4 Control 5-10 26,49,8,False
CO4 Control 5-10 26,60,12,False
CO4 Control 5-10 32,15,8,False
CO4 Control 5-10 32,17,10,False
CO4 Control 5-10 32,78,10,False
CO4 Control 5-10 36,17,6,False
CO4 Control 5-10 36,39,9,False
CO4 Control 5-10 36,54,7,False
CO4 Control 5-10 43,17,10,False
CO4 Control 5-10 45,83,17,False
CO4 Control 5-10 45,84,14,False
CO4 Control 5-10 45,87,10,False
CO4 Control 5-10 48,13,9,False
CO4 Control 5-10 49,73,7,False
CO4 Control 5-10 49,86,8,False
CO4 Control 5-10 50,37,9,False
CO4 Lithium 5-10 1,24,4,False
CO4 Lithium 5-10 1,64,4,False
CO4 Lithium 5-10 1,74,5,False
CO4 Lithium 5-10 1,77,7,False
CO4 Lithium 5-10 4,49,8,False
CO4 Lithium 5-10 9,73,22,False
CO4 Lithium 5-10 10,52,17,False
CO4 Lithium 5-10 10,53,10,False
CO4 Lithium 5-10 10,63,7,False
CO4 Lithium 5-10 10,64,4,False
CO4 Lithium 5-10 10,73,6,False
CO4 Lithium 5-10 12,15,6,False
CO4 Lithium 5-10 14,75,3,False
CO4 Lithium 5-10 14,86,12,False
CO4 Lithium 5-10 15,87,5,False
CO4 Lithium 5-10 16,15,6,False
CO4 Lithium 5-10 16,16,12,False
CO4 Lithium 5-10 16,67,6,False
CO4 Lithium 5-10 17,75,9,False
CO4 Lithium 5-10 18,46,9,False
CO4 Lithium 5-10 18,77,12,False
CO4 Lithium 5-10 20,38,6,False
CO4 Lithium 5-10 20,53,9,False
CO4 Lithium 5-10 20,64,8,False
CO4 Lithium 5-10 20,68,6,False
CO4 Lithium 5-10 20,69,9,False
CO4 Lithium 5-10 20,78,15,False
CO4 Lithium 5-10 22,5,26,False
CO4 Lithium 5-10 22,14,6,False
CO4 Lithium 5-10 24,25,6,False
CO4 Lithium 5-10 26,85,7,False
CO4 Lithium 5-10 28,27,9,False
CO4 Lithium 5-10 28,37,7,False
CO4 Lithium 5-10 29,87,18,False
CO4 Lithium 5-10 32,23,15,False
CO4 Lithium 5-10 35,37,7,False
CO4 Lithium 5-10 38,43,8,False
CO4 Lithium 5-10 38,52,7,False
CO4 Lithium 5-10 40,36,6,False
CO4 Lithium 5-10 40,53,7,False
CO4 Lithium 5-10 41,62,13,False
CO4 Lithium 5-10 41,73,9,False
CO4 Lithium 5-10 42,14,8,False
CO4 Lithium 5-10 42,32,7,False
CO4 Lithium 5-10 44,72,14,False
CO4 Lithium 5-10 46,5,9,False
CO4 Lithium 5-10 46,6,27,False
CO4 Lithium 5-10 50,34,10,False
CO4 Lithium 5-10 50,45,7,False
CO4 Lithium 5-10 50,46,8,False
NCO4 Control 5-10 2,46,5,False
NCO4 Control 5-10 2,54,4,False
NCO4 Control 5-10 2,63,12,False
NCO4 Control 5-10 2,86,6,False
NCO4 Control 5-10 2,87,1,False
NCO4 Control 5-10 4,28,9,False
NCO4 Control 5-10 4,43,5,False
NCO4 Control 5-10 4,47,11,False
NCO4 Control 5-10 4,52,9,False
NCO4 Control 5-10 4,57,13,False
NCO4 Control 5-10 4,67,11,False
NCO4 Control 5-10 4,77,11,False
NCO4 Control 5-10 5,25,5,False
NCO4 Control 5-10 5,26,10,False
NCO4 Control 5-10 5,34,6,False
NCO4 Control 5-10 5,43,7,False
NCO4 Control 5-10 5,44,5,False
NCO4 Control 5-10 5,65,11,False
NCO4 Control 5-10 6,17,4,False
NCO4 Control 5-10 6,26,4,False
NCO4 Control 5-10 6,66,4,False
NCO4 Control 5-10 7,23,9,False
NCO4 Control 5-10 10,38,9,False
NCO4 Control 5-10 10,57,5,False
NCO4 Control 5-10 10,59,11,False
NCO4 Control 5-10 10,77,6,False
NCO4 Control 5-10 10,88,5,False
NCO4 Control 5-10 11,24,7,False
NCO4 Control 5-10 11,25,7,False
NCO4 Control 5-10 11,35,7,False
NCO4 Control 5-10 11,36,8,False
NCO4 Control 5-10 11,37,5,False
NCO4 Control 5-10 11,46,10,False
NCO4 Control 5-10 11,53,7,False
NCO4 Control 5-10 11,56,7,False
NCO4 Control 5-10 11,57,4,False
NCO4 Control 5-10 13,25,6,False
NCO4 Control 5-10 14,69,23,False
NCO4 Control 5-10 14,87,7,False
NCO4 Control 5-10 15,28,13,False
NCO4 Control 5-10 15,29,10,False
NCO4 Control 5-10 16,4,18,False
NCO4 Control 5-10 16,6,10,False
NCO4 Control 5-10 16,12,10,False
NCO4 Control 5-10 16,18,11,False
NCO4 Control 5-10 16,66,3,False
NCO4 Control 5-10 17,5,7,False
NCO4 Control 5-10 17,62,5,False
NCO4 Control 5-10 17,63,5,False
NCO4 Control 5-10 17,65,6,False
NCO4 Control 5-10 17,74,8,False
NCO4 Control 5-10 19,42,4,False
NCO4 Control 5-10 20,26,6,False
NCO4 Control 5-10 21,5,0,False
NCO4 Control 5-10 21,15,5,False
NCO4 Control 5-10 21,17,9,False
NCO4 Control 5-10 21,28,5,False
NCO4 Control 5-10 21,46,11,False
NCO4 Control 5-10 21,76,2,False
NCO4 Control 5-10 22,14,1,False
NCO4 Control 5-10 22,74,7,False
NCO4 Control 5-10 23,4,0,False
NCO4 Control 5-10 23,5,2,False
NCO4 Control 5-10 23,17,3,False
NCO4 Control 5-10 23,24,8,False
NCO4 Control 5-10 23,27,4,False
NCO4 Control 5-10 24,22,14,False
NCO4 Control 5-10 25,15,7,False
NCO4 Control 5-10 25,23,7,False
NCO4 Control 5-10 27,37,7,False
NCO4 Control 5-10 27,45,7,False
NCO4 Control 5-10 27,46,9,False
NCO4 Control 5-10 27,48,7,False
NCO4 Control 5-10 28,17,5,False
NCO4 Control 5-10 28,53,5,False
NCO4 Control 5-10 28,64,7,False
NCO4 Control 5-10 28,67,9,False
NCO4 Control 5-10 29,33,6,False
NCO4 Control 5-10 29,50,12,False
NCO4 Control 5-10 30,42,7,False
NCO4 Control 5-10 32,24,6,False
NCO4 Control 5-10 32,25,7,False
NCO4 Control 5-10 32,26,7,False
NCO4 Control 5-10 32,32,10,False
NCO4 Control 5-10 32,34,11,False
NCO4 Control 5-10 32,36,6,False
NCO4 Control 5-10 34,73,12,False
NCO4 Control 5-10 35,76,8,False
NCO4 Control 5-10 38,17,7,False
NCO4 Control 5-10 38,24,5,False
NCO4 Control 5-10 38,27,12,False
NCO4 Control 5-10 39,62,9,False
NCO4 Control 5-10 39,64,6,False
NCO4 Control 5-10 39,72,13,False
NCO4 Control 5-10 40,25,9,False
NCO4 Control 5-10 40,26,5,False
NCO4 Control 5-10 41,63,8,False
NCO4 Control 5-10 42,22,7,False
NCO4 Control 5-10 42,51,14,False
NCO4 Control 5-10 42,62,6,False
NCO4 Control 5-10 45,73,9,False
NCO4 Control 5-10 45,83,7,False
NCO4 Control 5-10 45,84,7,False
NCO4 Control 5-10 46,76,8,False
NCO4 Control 5-10 48,74,9,False
NCO4 Control 5-10 48,76,16,False
NCO4 Control 5-10 48,77,18,False
NCO4 Control 5-10 48,84,4,False
NCO4 Control 5-10 48,85,6,False
NCO4 Control 5-10 48,86,5,False
NCO4 Lithium 5-10 1,16,4,False
NCO4 Lithium 5-10 1,17,8,False
NCO4 Lithium 5-10 1,24,4,False
NCO4 Lithium 5-10 1,25,12,False
NCO4 Lithium 5-10 1,27,9,False
NCO4 Lithium 5-10 1,28,7,False
NCO4 Lithium 5-10 1,35,3,False
NCO4 Lithium 5-10 1,37,5,False
NCO4 Lithium 5-10 1,38,4,False
NCO4 Lithium 5-10 1,85,0,False
NCO4 Lithium 5-10 1,86,1,False
NCO4 Lithium 5-10 2,28,6,False
NCO4 Lithium 5-10 2,39,4,False
NCO4 Lithium 5-10 2,48,6,False
NCO4 Lithium 5-10 2,56,5,False
