Image,Part,Count,Whitespace
ACO4 Control 5-8 9,77,5,False
ACO4 Control 5-8 22,44,2,False
ACO4 Control 5-8 38,36,3,False
ACO4 Control 5-8 39,85,5,False
ACO4 Lithium 5-8 3,27,3,False
ACO4 Lithium 5-8 16,39,0,False
ACO4 Lithium 5-8 30,48,0,False
AO4 Control 5-8 2,59,4,False
AO4 Control 5-8 4,52,3,False
AO4 Control 5-8 9,40,0,False
AO4 Control 5-8 9,50,0,False
AO4 Control 5-8 9,60,0,False
AO4 Control 5-8 30,38,0,False
AO4 Lithium 5-8 8,65,6,False
AO4 Lithium 5-8 8,77,7,False
AO4 Lithium 5-8 9,39,0,False
AO4 Lithium 5-8 27,85,0,False
AO4 Lithium 5-8 27,86,1,False
AO4 Lithium 5-8 28,86,5,False
AO4 Lithium 5-8 28,88,6,False
AO4 Lithium 5-8 28,96,0,False
AO4 Lithium 5-8 28,97,0,False
AO4 Lithium 5-8 29,70,0,False
AO4 Lithium 5-8 29,80,0,False
AO4 Lithium 5-8 30,38,0,False
AO4 Lithium 5-8 31,14,5,False
AO4 Lithium 5-8 31,15,6,False
AO4 Lithium 5-8 37,44,8,False
AO4 Lithium 5-8 42,5,1,False
AO4 Lithium 5-8 42,6,0,False
AO4 Lithium 5-8 42,31,1,False
AO4 Lithium 5-8 43,5,0,False
AO4 Lithium 5-8 43,6,0,False
AO4 Lithium 5-8 43,31,0,False
AO4 Lithium 5-8 43,39,0,False
AO4 Lithium 5-8 43,49,0,False
AO4 Lithium 5-8 47,28,0,False
CO4 Control 5-8 1,57,4,False
CO4 Control 5-8 1,79,6,False
CO4 Control 5-8 2,33,11,False
CO4 Control 5-8 5,14,8,False
CO4 Control 5-8 5,15,7,False
CO4 Control 5-8 5,23,22,False
CO4 Control 5-8 5,33,9,False
CO4 Control 5-8 5,43,9,False
CO4 Control 5-8 5,58,5,False
CO4 Control 5-8 7,18,10,False
CO4 Control 5-8 7,62,4,False
CO4 Control 5-8 8,18,8,False
CO4 Control 5-8 8,28,6,False
CO4 Control 5-8 9,79,7,False
CO4 Control 5-8 11,74,7,False
CO4 Control 5-8 11,75,7,False
CO4 Control 5-8 11,76,8,False
CO4 Control 5-8 12,14,12,False
CO4 Control 5-8 12,16,5,False
CO4 Control 5-8 14,74,8,False
CO4 Control 5-8 14,84,5,False
CO4 Control 5-8 15,95,7,False
CO4 Control 5-8 16,23,3,False
CO4 Control 5-8 16,25,4,False
CO4 Control 5-8 16,45,5,False
CO4 Control 5-8 16,75,5,False
CO4 Control 5-8 16,76,3,False
CO4 Control 5-8 16,77,4,False
CO4 Control 5-8 17,32,8,False
CO4 Control 5-8 17,44,4,False
CO4 Control 5-8 18,17,9,False
CO4 Control 5-8 18,18,5,False
CO4 Control 5-8 18,28,6,False
CO4 Control 5-8 19,49,5,False
CO4 Control 5-8 19,69,19,False
CO4 Control 5-8 23,94,9,False
CO4 Control 5-8 23,96,5,False
CO4 Control 5-8 24,14,5,False
CO4 Control 5-8 24,23,11,False
CO4 Control 5-8 24,49,4,False
CO4 Control 5-8 30,48,0,False
CO4 Control 5-8 32,52,9,False
CO4 Control 5-8 36,17,4,False
CO4 Control 5-8 36,23,5,False
CO4 Control 5-8 36,27,7,False
CO4 Control 5-8 38,27,6,False
CO4 Control 5-8 39,16,3,False
CO4 Control 5-8 39,39,4,False
CO4 Control 5-8 39,49,6,False
CO4 Control 5-8 40,15,10,False
CO4 Control 5-8 45,94,5,False
CO4 Control 5-8 46,18,11,False
CO4 Control 5-8 47,51,10,False
CO4 Control 5-8 47,61,11,False
CO4 Control 5-8 47,62,8,False
CO4 Control 5-8 48,75,6,False
CO4 Control 5-8 48,84,14,False
CO4 Control 5-8 49,16,9,False
CO4 Control 5-8 49,49,9,False
CO4 Lithium 5-8 1,14,5,False
CO4 Lithium 5-8 1,16,5,False
CO4 Lithium 5-8 1,18,10,False
CO4 Lithium 5-8 1,26,4,False
CO4 Lithium 5-8 1,28,7,False
CO4 Lithium 5-8 1,34,4,False
CO4 Lithium 5-8 1,35,4,False
CO4 Lithium 5-8 1,48,6,False
CO4 Lithium 5-8 1,53,8,False
CO4 Lithium 5-8 1,56,5,False
CO4 Lithium 5-8 1,77,4,False
CO4 Lithium 5-8 2,15,22,False
CO4 Lithium 5-8 2,17,11,False
CO4 Lithium 5-8 3,32,12,False
CO4 Lithium 5-8 3,73,6,False
CO4 Lithium 5-8 5,15,10,False
CO4 Lithium 5-8 5,25,8,False
CO4 Lithium 5-8 5,26,9,False
CO4 Lithium 5-8 5,39,4,False
CO4 Lithium 5-8 5,63,4,False
CO4 Lithium 5-8 6,4,5,False
CO4 Lithium 5-8 6,6,6,False
CO4 Lithium 5-8 6,46,5,False
CO4 Lithium 5-8 6,69,2,False
CO4 Lithium 5-8 8,13,9,False
CO4 Lithium 5-8 8,48,7,False
CO4 Lithium 5-8 8,52,5,False
CO4 Lithium 5-8 8,62,9,False
CO4 Lithium 5-8 8,63,6,False
CO4 Lithium 5-8 8,74,6,False
CO4 Lithium 5-8 9,14,8,False
CO4 Lithium 5-8 9,15,4,False
CO4 Lithium 5-8 9,16,11,False
CO4 Lithium 5-8 9,26,6,False
CO4 Lithium 5-8 9,33,4,False
CO4 Lithium 5-8 9,42,12,False
CO4 Lithium 5-8 9,43,7,False
CO4 Lithium 5-8 9,84,6,False
CO4 Lithium 5-8 10,45,2,False
CO4 Lithium 5-8 10,88,11,False
CO4 Lithium 5-8 12,13,9,False
CO4 Lithium 5-8 12,15,13,False
CO4 Lithium 5-8 12,22,5,False
CO4 Lithium 5-8 12,32,7,False
CO4 Lithium 5-8 12,42,5,False
CO4 Lithium 5-8 12,49,8,False
CO4 Lithium 5-8 14,38,4,False
CO4 Lithium 5-8 14,42,6,False
CO4 Lithium 5-8 14,44,4,False
CO4 Lithium 5-8 14,47,2,False
CO4 Lithium 5-8 14,64,3,False
CO4 Lithium 5-8 14,65,3,False
CO4 Lithium 5-8 14,74,6,False
CO4 Lithium 5-8 14,84,7,False
CO4 Lithium 5-8 16,6,17,False
